Density Centrality,GIN Values,Betweenness Centrality,Global Relative Change in Avg Clustering,DNC Scores,I-GSM Values,Improved Gravity Index Values,K-Shell Value,HVGc Index,Gravity Model Centrality,Eccentricity Centrality,HCC Value,MDD Value,H Values,EHCC Value,Leverage Centrality,PE Values,Gravity Index Centrality,Eigenvector Centrality,H-GSM_1,Constraint Coefficients,Coreness Centrality,Extended Degree,GGC Values,CLC Values
15.90909091,474.6148996,0.04890727,0.005242244,7.10952381,151.9607667,193.5,3,3036.469638,752.1829969,0.083333333,0.694384408,4.1,0.042365287,4.314943313,-0.007749767,0.091126527,108.0,0.00264783,108.7239177,-0.3177,16,15.0,108.9543323,584.5737577
19.88636364,462.2170083,0.001592839,0.001850381,6.695959596,164.7792883,416.0,4,12008.45803,815.6327553,0.071428571,1.070185417,5.0,0.002353045,7.481173928,-0.298039216,0.140545083,213.0,0.000106957,104.0426108,-0.257355556,22,22.6,132.5377572,1115.67224
36.90909091,505.6341759,0.094356308,0.001882006,11.2515873,180.2992556,392.0,4,10870.45718,1419.316237,0.071428571,1.007659349,6.5,0.014210715,8.712926099,0.171775447,0.17566883,218.0,0.000490025,119.5273618,-0.197646861,29,24.0,264.2766018,1127.553886
38.65909091,442.1545753,0.001631853,0.000461055,14.51204906,164.6401081,517.5,5,29928.25387,1455.116645,0.076923077,1.300079627,7.5,0.004098581,12.53387935,0.091175752,0.180963392,290.0,0.0001,104.828226,-0.258585807,41,35.4,144.0074456,1355.738828
114.5454545,504.9740343,0.056167788,0.00731562,24.26435786,221.2316566,785.0,5,65246.92036,3427.344459,0.083333333,1.59492663,11.2,0.011913743,20.6639366,0.386964837,0.343011942,456.25,0.000172663,126.8295164,-0.161983583,69,57.2,599.8276616,2653.012208
24.81818182,368.8613618,0.0,0.003617248,14.32777778,135.9906091,726.0,8,41247.99558,1070.51845,0.066666667,1.501763167,8.0,0.101760393,14.28142418,-0.121534228,0.10389996,558.0,0.001590006,93.51875082,-0.355831018,64,37.6,23.95986173,553.2906795
1.034090909,291.0133953,0.0,0.003187721,1.777777778,66.23545954,32.5,1,331.0914971,66.10205483,0.0625,0.303757631,1.0,0.001548364,1.8743791,-0.818181818,0.01186828,26.0,0.000193545,68.19049995,-1.0,8,4.6,6.937366565,178.0
5.25,341.9893654,0.0,0.002370883,4.866666667,94.32423752,152.25,3,3982.670452,281.2663496,0.0625,0.865354719,3.0,0.01025525,5.393584348,-0.501587302,0.042304494,111.0,0.000512762,80.52311722,-0.502538006,20,13.4,5.773506831,191.2973094
40.09090909,455.7710656,0.002047395,0.003665768,13.3492785,176.5437152,561.25,5,35398.96428,1560.322703,0.076923077,1.368937929,7.8,0.004472791,13.23379972,0.0048779,0.205674651,290.0,0.000106495,107.6527205,-0.271392458,42,39.8,127.1476322,1328.670512
8.909090909,392.6022632,0.000267203,0.006979444,6.373737374,116.6983141,168.75,3,4515.042428,463.043933,0.076923077,0.887953589,3.7,0.000647409,5.576498692,-0.233974359,0.078963734,86.25,3.81e-05,90.11733097,-0.437065972,17,15.2,26.14262719,481.0718405
54.25,458.6349875,0.009319815,0.01385936,17.48513709,179.8130851,573.75,5,38893.28614,1934.561082,0.076923077,1.402836234,8.6,0.005220975,14.30364388,0.202084654,0.221209892,308.75,0.000111085,110.9605807,-0.218595523,47,42.6,227.8717777,1693.522504
71.59090909,491.441401,0.026181165,0.008113505,18.57810523,204.786479,693.75,5,48023.81027,2398.697047,0.076923077,1.470632844,9.0,0.007191494,15.94737042,0.229975431,0.270964873,363.75,0.00014383,118.9015256,-0.187279483,50,47.6,404.8851034,2202.780701
20.52272727,425.3003163,6.51e-05,0.003862882,8.542929293,154.2280593,473.75,5,22774.03365,914.241817,0.076923077,1.255943579,6.0,0.002444147,9.847040534,-0.302554961,0.152001471,230.0,8.15e-05,97.68942502,-0.336295105,30,31.2,39.93607011,791.2003304
68.72727273,478.6400614,0.007736476,0.00275688,17.59422799,196.0748173,662.5,5,50870.02025,2296.65595,0.076923077,1.453683692,9.0,0.006625631,16.05755887,0.239542618,0.271964311,356.25,0.000129914,116.0392196,-0.196537172,51,46.4,325.9682671,2000.255355
30.625,480.4711528,0.030122186,0.000117514,10.17554113,180.005823,441.0,4,22712.4014,1242.382823,0.076923077,1.22132484,6.4,0.004160502,10.02900694,-0.120688817,0.174979752,220.0,0.00013421,110.7936657,-0.245763097,31,31.8,157.0155872,1326.329921
38.65909091,438.2896315,0.010576779,0.002799335,13.07070707,160.0701326,483.75,5,23597.37354,1414.726442,0.083333333,1.277480757,7.8,0.002970743,11.4407538,0.168766789,0.185987324,248.75,8.74e-05,105.3336962,-0.230011631,34,33.8,170.6870989,1369.242789
2.863636364,368.553741,0.0,0.001709795,2.984848485,97.90383082,79.5,2,896.1350668,195.0197043,0.071428571,0.571493573,2.0,0.000155201,2.930080006,-0.523809524,0.042012535,38.5,1.94e-05,83.69373948,-0.684027778,8,7.6,5.010283824,173.6390962
17.10227273,439.3452355,0.001460555,0.007644686,7.156608098,157.6003258,396.0,4,15792.575,780.0979682,0.083333333,1.251734729,4.7,2.331610456,8.786827437,-0.248153807,0.144224434,178.0,0.111029069,100.4139576,-0.333682002,21,25.0,78.40512085,1099.269707
17.5,449.068955,1.8e-05,0.001535713,6.647017688,171.0649509,575.0,5,29294.25671,846.7458423,0.083333333,1.370037538,5.0,3.718597951,10.42331172,-0.464423648,0.172973561,251.25,0.148743918,101.2610149,-0.287707446,25,31.0,72.60544953,1319.923737
89.96590909,521.5052373,0.031017874,0.004019267,17.16893009,234.0200969,853.75,5,105150.5243,2963.560441,0.090909091,1.747165662,10.0,13.73389842,20.47715467,0.210440415,0.370974276,415.0,0.254331452,126.5579855,-0.147939394,54,57.4,621.0450783,3339.012605
11.45454545,414.2576194,0.023997056,3.75e-05,5.223658694,137.672047,247.5,3,10558.55021,546.2650135,0.083333333,1.052895006,3.7,1.388068963,6.472377052,-0.334733894,0.109287194,107.25,0.08675431,94.03206559,-0.320998599,16,18.8,64.45543342,915.2547655
40.09090909,497.2581967,0.068579336,0.001279624,9.8796527,195.8902956,652.5,5,35324.77195,1542.048946,0.083333333,1.396162742,7.1,3.940248648,11.13824745,0.059365079,0.214611954,303.75,0.131341622,116.420332,-0.163900236,30,34.4,328.8335883,2038.121649
37.54545455,452.9089047,0.027026361,0.009515889,11.5831825,168.0242836,327.0,3,20484.63939,1322.687623,0.083333333,1.243582452,6.5,2.799745392,9.311303227,0.103759574,0.159108495,155.25,0.099990907,104.9314986,-0.240304073,28,31.2,252.5220523,1505.209018
12.72727273,436.1670393,0.004040404,0.000525107,4.913951735,150.0482579,273.0,3,12402.96102,595.3722299,0.083333333,1.127061768,3.7,1.540060734,6.789481667,-0.287114846,0.116229968,117.75,0.096253796,98.28114067,-0.302848235,16,21.2,71.0190697,1049.904572
4.295454545,408.5513158,0.0,0.003641075,2.490909091,125.5852111,133.5,2,3259.385511,250.1596773,0.076923077,0.813786827,2.0,0.509588129,4.238198157,-0.746031746,0.069414751,57.5,0.050958813,91.36793149,-0.57562934,10,12.4,9.859037637,360.1539729
30.625,469.3140222,0.0036417,0.00046492,9.686224886,182.1586075,623.75,5,31916.90809,1257.241134,0.083333333,1.344594851,6.7,3.688755817,11.61308914,-0.187010418,0.1845463,315.0,0.105393023,107.9550828,-0.224017061,35,33.4,197.6229308,1641.754646
27.84090909,441.3727112,0.009469105,0.000860256,9.223953824,160.3239162,510.0,5,21082.78407,1106.540201,0.083333333,1.264437114,6.7,2.583604571,9.987790543,-0.049101921,0.169541505,273.75,0.080737643,103.6347359,-0.237628988,32,28.2,151.0985356,1248.157234
4.295454545,408.5513158,0.0,0.003641075,2.490909091,125.5852111,133.5,2,3259.385511,250.1596773,0.076923077,0.813786827,2.0,0.509588129,4.238198157,-0.746031746,0.069414751,57.5,0.050958813,91.36793149,-0.57562934,10,12.4,9.859037637,360.1539729
6.920454545,400.7184778,0.004040404,0.00057859,3.679487179,123.3484511,135.0,2,4153.380902,367.8139307,0.083333333,0.820498237,2.7,0.6335751,4.403822091,-0.25,0.074636988,59.5,0.057597736,90.11160466,-0.368836292,11,12.6,53.95377289,722.9800924
1.272727273,381.0696039,0.0,0.002356112,1.307692308,103.5548799,43.75,1,554.7621973,103.3463102,0.083333333,0.428089334,1.0,0.135610776,2.175254996,-0.857142857,0.035782886,18.25,0.027122155,86.07045109,-1.0,5,5.8,23.15739843,481.0
0.556818182,237.5717064,0.0,0.003020933,1.166666667,34.90195797,6.25,1,11.77214212,34.83166201,0.0625,0.068517044,1.0,9.72e-06,0.301975505,-0.6,0.008000366,3.25,4.86e-06,58.43613829,-1.0,2,2.2,4.151723153,27.0
0.556818182,237.5717064,0.0,0.003020933,1.166666667,34.90195797,6.25,1,11.77214212,34.83166201,0.0625,0.068517044,1.0,9.72e-06,0.301975505,-0.6,0.008000366,3.25,4.86e-06,58.43613829,-1.0,2,2.2,4.151723153,27.0
14.79545455,330.1579354,0.032879837,0.004584621,8.733333333,80.56640229,91.5,3,1378.972277,477.5860784,0.058823529,0.577825807,4.5,9.22e-05,3.471580783,0.192929293,0.064671994,60.75,5.43e-06,83.53970107,-0.369305556,17,13.6,45.40407542,187.6896129
6.681818182,296.9198521,0.000262473,0.004784767,6.133333333,65.86648156,70.5,3,814.6181636,261.3497455,0.055555556,0.531566375,3.7,4.9e-05,2.727751867,-0.092063492,0.039292546,43.5,4.09e-06,74.20650978,-0.583472222,12,10.4,8.798323063,99.52298975
13.84090909,304.562034,0.013418755,0.001982721,8.633333333,69.91050357,76.5,3,1170.937476,414.419439,0.055555556,0.554165245,4.5,6.28e-05,3.082356956,0.270707071,0.055951205,52.5,4.19e-06,78.11978716,-0.335671296,15,12.4,41.03432367,177.699765
11.13636364,344.3866853,0.024932269,0.001182137,6.733333333,86.86736646,93.75,3,1329.641613,429.9804314,0.058823529,0.567588064,4.1,0.000368879,3.32995867,0.058080808,0.065756353,58.5,2.63e-05,85.33694251,-0.356944444,14,12.2,38.55787891,175.6238521
9.227272727,365.6386263,0.061346145,0.003221079,5.133333333,92.56855202,99.75,3,1135.595469,367.3001341,0.0625,0.55735032,3.7,0.000145118,2.577977477,-0.127777778,0.050269297,56.25,1.32e-05,89.68042683,-0.300069444,11,10.8,53.67281064,220.0852485
4.056818182,283.6990366,0.0,0.003183598,4.566666667,58.42577387,60.0,3,479.2016411,174.2203762,0.055555556,0.496606378,3.0,1.34e-05,2.160163804,-0.26984127,0.028799926,35.25,1.49e-06,70.79464658,-0.643518519,9,8.2,3.881485523,63.64314332
0.477272727,239.1937899,0.0,0.002020202,1.0,35.862273,5.5,1,11.03638324,35.79004287,0.052631579,0.042733098,1.0,1.31e-07,0.229211694,-0.5,0.013347443,3.25,6.57e-08,59.52607633,-1.0,2,1.8,4.390524757,22.0
48.52272727,483.4769093,0.058127639,0.00195023,14.96681097,184.2293193,553.75,5,28989.87451,1805.522107,0.076923077,1.333636674,7.3,3.378236695,13.44814773,0.162966239,0.219854047,318.75,0.071877376,117.558803,-0.234739628,47,35.6,245.5679812,1419.737858
35.79545455,438.8779266,0.001506002,0.004051765,13.8469697,158.6204918,461.25,5,22404.30327,1401.914276,0.076923077,1.295150343,6.9,2.849233522,12.53623024,0.112260572,0.187810259,280.0,0.064755307,106.3756458,-0.295338564,44,32.2,126.8610187,1103.327828
53.375,454.2242682,0.011774556,0.002393411,16.32460317,171.4537427,537.5,5,29778.25112,1844.625144,0.076923077,1.347059493,7.7,3.820263123,14.21673681,0.275208855,0.225295233,328.75,0.076405262,112.3467383,-0.218328096,50,35.8,269.7072719,1493.864302
0.954545455,356.1791485,0.0,0.003020933,1.583333333,83.74697156,24.5,1,205.2767282,83.57829695,0.071428571,0.271262276,1.0,8.59e-05,1.490122474,-0.8,0.01498137,14.75,1.72e-05,81.39777416,-1.0,5,4.2,8.03386657,204.0
5.727272727,283.7414411,0.0,0.004584621,7.4,59.5242225,81.0,4,697.5540676,236.1844755,0.0625,0.667917946,4.0,0.000983447,3.39043719,-0.05,0.024814231,68.0,6.15e-05,70.52610475,-0.712239583,16,9.6,3.433949094,55.54979562
5.727272727,283.7414411,0.0,0.004584621,7.4,59.5242225,81.0,4,697.5540676,236.1844755,0.0625,0.667917946,4.0,0.000983447,3.39043719,-0.05,0.024814231,68.0,6.15e-05,70.52610475,-0.712239583,16,9.6,3.433949094,55.54979562
5.727272727,283.7414411,0.0,0.004584621,7.4,59.5242225,81.0,4,697.5540676,236.1844755,0.0625,0.667917946,4.0,0.000983447,3.39043719,-0.05,0.024814231,68.0,6.15e-05,70.52610475,-0.712239583,16,9.6,3.433949094,55.54979562
14.79545455,334.993671,0.023113409,1.87e-05,10.1,83.34203839,124.0,4,1750.10907,494.0396512,0.066666667,0.718765404,4.2,0.007839619,4.121184545,0.181818182,0.054073084,93.0,0.000391981,84.15569068,-0.395833333,20,13.6,41.80064459,156.8548908
5.727272727,283.7414411,0.0,0.004584621,7.4,59.5242225,81.0,4,697.5540676,236.1844755,0.0625,0.667917946,4.0,0.000983447,3.39043719,-0.05,0.024814231,68.0,6.15e-05,70.52610475,-0.712239583,16,9.6,3.433949094,55.54979562
1.431818182,235.8700197,0.004040404,0.002020202,2.0,34.37327875,3.75,1,12.73714385,68.46991177,0.066666667,0.041671406,1.7,0.000220391,0.125014219,0.166666667,0.009949183,2.25,0.000110196,58.18543094,-0.5,2,2.4,7.5,14.0
0.397727273,208.2975759,0.0,0.002020202,1.0,26.04981314,2.5,1,2.207276647,25.99734626,0.0625,0.023660562,1.0,1.18e-05,0.065331968,-0.333333333,0.004411828,1.25,1.18e-05,51.43999799,-1.0,1,1.4,2.5,7.0
1.75,273.116093,0.00806445,0.002020202,2.0,48.41217503,6.75,1,33.35918628,96.43471538,0.071428571,0.059682251,1.7,0.002043162,0.203769006,-0.1,0.014623387,3.25,0.001021581,66.11739892,-0.5,2,3.2,12.23575888,40.0
13.52272727,399.9382421,0.000933415,0.002889677,7.458624709,123.5220034,237.0,4,6332.27416,611.415385,0.076923077,0.934554279,4.7,0.000288119,6.007735184,-0.217185592,0.090242988,114.0,1.52e-05,94.71166125,-0.406894721,19,20.6,29.26061681,408.4400284
5.488636364,339.4061434,0.0,0.002385413,4.485897436,87.71142468,118.5,3,2195.343644,261.5475395,0.071428571,0.753384143,3.0,8.15e-05,3.824707087,-0.458333333,0.048066647,59.25,6.79e-06,80.02706121,-0.52899668,12,12.6,7.008606177,196.815501
30.54545455,425.2262566,0.033866273,0.008823448,12.26814852,144.2620262,300.0,4,14064.89243,1135.631067,0.076923077,1.037310886,6.5,0.001211821,8.728396466,0.102031096,0.137658018,161.0,4.18e-05,102.6870797,-0.299914725,29,28.0,103.6047091,727.8367917
62.04545455,421.6864088,0.042819841,0.019547296,21.45606061,143.2491918,299.0,4,18568.92428,1814.064876,0.076923077,1.110757214,9.1,0.001076837,12.14636181,0.467390736,0.184744367,183.0,2.63e-05,107.7752499,-0.208904831,41,34.2,224.3312723,1065.733875
58.625,478.8756948,0.135425623,0.001656309,15.93034188,178.4106185,397.0,4,19667.3118,1919.472318,0.083333333,1.145717211,8.0,0.001672041,11.28093126,0.281308191,0.206135185,213.0,4.4e-05,117.4170294,-0.189213872,38,35.8,315.0398381,1214.274117
33.64772727,406.910397,0.008586613,0.004825723,13.54195804,132.0463614,267.0,4,12803.56975,1167.047693,0.076923077,1.026011451,6.9,0.000638739,8.891593675,0.260937102,0.139999235,148.0,2.13e-05,100.1665242,-0.271654868,30,27.4,118.7103823,763.4006498
12.32954545,359.3825842,0.000194336,0.000437237,7.452564103,104.377334,210.0,4,6934.758109,516.6521435,0.071428571,0.910893717,4.7,0.000291868,5.956546468,-0.21036741,0.083705985,105.0,1.54e-05,85.83445787,-0.36643884,19,19.4,27.98648662,420.6077523
20.04545455,421.9968315,0.031128695,0.002918269,8.301481851,140.3919424,287.0,4,10661.62392,832.2233006,0.076923077,0.991051454,5.7,0.000910378,7.100140295,-0.165234971,0.11716596,143.0,3.96e-05,99.98661436,-0.330675493,23,24.8,56.31176253,551.923403
26.17045455,394.3534933,0.079058357,0.004245637,10.27777778,125.7644702,225.0,3,7451.768249,868.0142393,0.071428571,0.878398362,5.5,0.005369349,6.126796345,0.190490882,0.094855897,152.25,0.000214774,94.75004243,-0.201140873,25,19.4,132.9870282,620.6845762
3.181818182,347.5934058,0.0,0.00306643,2.769230769,88.55484129,73.5,2,1202.473194,176.3969685,0.071428571,0.693701892,2.0,5.91e-05,2.841769992,-0.666666667,0.03696695,35.0,7.39e-06,81.11018205,-0.606347078,8,9.6,4.568343704,154.5093653
9.545454545,383.5157794,0.000190609,0.003908603,5.541958042,110.6756867,150.75,3,3621.656479,439.1469208,0.076923077,0.845561749,4.0,0.000154458,4.810108823,-0.304575163,0.077342954,72.75,1.1e-05,90.20763988,-0.461572449,14,16.0,18.96561087,316.822094
13.125,385.8049741,0.000898483,0.001197532,7.475291375,113.6769103,159.0,3,5345.85043,562.683651,0.076923077,0.880521746,4.4,0.000225676,5.72100254,-0.141666667,0.087587339,81.75,1.25e-05,91.28505475,-0.38138641,18,18.2,38.06730316,450.0255416
5.965909091,359.8413529,0.033226921,0.001779776,4.602564103,89.25970985,69.0,2,805.0122523,266.1643859,0.076923077,0.561597088,2.7,0.000142538,2.413377318,-0.141666667,0.034115973,36.5,1.78e-05,85.26283374,-0.489973702,8,9.0,23.46434568,223.5577689
3.181818182,344.1293578,0.0,0.005782699,2.602564103,82.69317472,64.0,2,514.3459373,164.7208117,0.076923077,0.544647935,2.0,2.85e-05,2.217002237,-0.466666667,0.033093425,31.5,4.75e-06,81.02259082,-0.734385273,6,7.6,4.031844718,105.5813996
5.727272727,337.5616878,0.004040404,0.000722051,3.685897436,84.83295602,73.5,2,1508.792176,252.9642062,0.071428571,0.710651045,2.7,4.69e-05,2.890152808,-0.208333333,0.039584143,36.0,5.21e-06,79.69682826,-0.377147913,9,11.0,26.52567711,313.1241827
0.875,345.1390555,0.0,0.003306856,1.642857143,78.50783334,22.25,1,167.7530252,78.34971087,0.071428571,0.205209874,1.0,8.06e-05,1.390171767,-0.777777778,0.013303276,13.75,1.61e-05,79.04061797,-1.0,5,3.8,6.916619643,178.0
16.70454545,429.822273,0.056926283,0.001105248,9.619047619,126.0326167,150.0,3,3020.740398,747.1032768,0.076923077,0.73924089,5.1,0.006766262,5.135479468,0.105982906,0.084632218,78.0,0.000375903,104.1439381,-0.364673879,18,16.0,66.53038877,386.1043465
20.60227273,429.3016491,0.015846634,0.004355883,11.06666667,127.7311286,150.75,3,4016.018145,881.5879258,0.071428571,0.773139195,5.5,0.002789739,5.849656846,0.175224775,0.093329514,84.0,0.000132845,104.0418792,-0.350175274,21,18.6,69.59349237,414.9666796
4.772727273,388.2078389,0.0,0.003641075,4.20952381,100.6576571,100.5,3,1080.152311,300.1520342,0.071428571,0.653433436,3.0,0.000565209,3.055852576,-0.377777778,0.046209489,46.5,6.28e-05,92.85560021,-0.564751827,9,9.8,6.451682527,130.5972016
23.94318182,434.1943119,0.041740566,0.000173832,11.21038961,137.1155015,193.5,3,6594.543833,946.3579623,0.071428571,0.890039055,5.5,0.001843165,6.614947105,0.094895748,0.106983368,102.0,8.01e-05,105.6448545,-0.306527612,23,22.6,97.44851031,629.2367993
7.954545455,407.8759976,0.009186876,0.001868352,5.447619048,111.6927171,110.25,3,1931.344311,443.1823666,0.071428571,0.67955864,4.0,0.001356211,3.65275092,-0.236363636,0.063864785,55.5,0.000113018,97.13075858,-0.428323413,12,12.8,19.7866007,221.7961954
4.772727273,388.2078389,0.0,0.003641075,4.20952381,100.6576571,100.5,3,1080.152311,300.1520342,0.071428571,0.653433436,3.0,0.000565209,3.055852576,-0.377777778,0.046209489,46.5,6.28e-05,92.85560021,-0.564751827,9,9.8,6.451682527,130.5972016
17.18181818,408.9597665,0.057902694,0.001668206,8.214285714,114.6267633,127.5,3,2730.693822,679.4910136,0.066666667,0.701095818,4.8,0.001524929,4.474310848,0.12991453,0.080521084,75.75,8.97e-05,99.58913055,-0.308630165,17,15.2,66.0600611,339.6358412
24.5,458.6530161,0.058290478,0.003798333,9.44047619,142.9339929,165.0,3,4413.244947,986.5166287,0.071428571,0.759716377,5.5,0.00922642,5.546960907,0.175491175,0.109085501,97.5,0.000461321,109.6292627,-0.268928022,20,18.6,114.2366139,535.0518327
10.5,407.570136,0.01006894,0.001545172,5.93030303,125.7848021,130.5,2,5056.019755,499.0979515,0.076923077,0.827550904,3.4,0.811133208,5.189701589,-0.147619048,0.085512853,58.0,0.057938086,93.0232878,-0.361800265,14,15.2,70.82089798,768.8380962
3.818181818,401.7967173,0.0,0.003489449,2.596969697,120.1471434,119.5,2,3205.668465,239.3273091,0.076923077,0.788002882,2.0,0.534694395,4.281272514,-0.735042735,0.066764717,49.0,0.053469439,90.22675964,-0.579747224,10,12.0,8.770637078,357.5788168
4.295454545,268.9566985,0.0,0.00098199,5.5,67.01815409,119.25,3,3396.882141,199.8420772,0.0625,0.854055284,3.0,0.001545256,5.186668183,-0.5,0.025844784,108.0,6.44e-05,62.25280199,-0.497942387,24,12.6,3.008892553,121.4002156
7.636363636,341.9278678,0.020716222,0.000819325,5.733333333,84.92895669,61.5,2,1275.286134,336.9872003,0.066666667,0.40617298,3.7,9.33e-05,2.907519054,-0.042063492,0.051830246,34.0,8.48e-06,81.51598818,-0.383836806,11,9.6,31.43556652,245.0537082
19.56818182,411.1798646,0.015423016,0.003712556,8.199206349,133.8187353,286.0,4,8990.386646,793.2582716,0.071428571,0.999544989,5.4,0.001017798,6.901679748,-0.073809524,0.126872823,140.0,4.85e-05,96.92788898,-0.323152221,21,21.6,77.11707668,733.3077744
9.227272727,397.1928313,0.008481689,0.002068498,5.411111111,117.5292726,159.75,3,3541.206168,466.3410699,0.071428571,0.777044705,3.7,0.000402334,4.601372616,-0.253296703,0.084568547,75.75,2.87e-05,92.28315207,-0.42081983,14,14.0,30.07321359,395.8445988
4.295454545,302.2529938,0.001090874,0.003821517,3.866666667,63.52227619,36.5,2,361.5253014,189.4176853,0.0625,0.33977932,3.0,6.81e-06,1.458347552,-0.130952381,0.032456474,19.5,1.14e-06,73.44457221,-0.444722222,6,6.6,15.80298609,101.0309148
55.68181818,485.9277186,0.023304392,0.006640002,14.40761461,193.5999883,516.0,4,32236.29961,1897.358466,0.076923077,1.297235809,7.9,0.004781186,12.63170667,0.153043972,0.240713796,264.0,0.000122595,114.1754687,-0.189236984,39,39.2,374.4082987,1886.481497
48.52272727,476.5596689,0.010965468,0.001554203,14.31923077,179.5594966,414.0,4,23354.86898,1759.755949,0.071428571,1.219542714,7.9,0.00480743,12.13665491,0.188077566,0.242336414,223.0,0.000123267,114.2566042,-0.209048934,39,35.6,278.9465806,1606.463198
32.45454545,452.7646243,0.007405817,0.004579489,11.27557998,158.9942953,353.0,4,14134.06205,1251.60353,0.071428571,1.080764418,6.8,0.002117772,8.864330945,0.177675919,0.174526076,173.0,8.15e-05,107.2241085,-0.227121599,26,26.8,198.3202571,1206.58707
40.09090909,454.4383631,0.016583673,0.000495921,12.03253968,160.8724238,363.0,4,17012.12441,1421.817225,0.071428571,1.121374133,7.2,0.002877844,9.9663292,0.199462174,0.196247828,196.0,8.99e-05,109.2694812,-0.198957249,32,29.4,239.7470774,1355.86258
0.795454545,338.8268277,0.0,0.002477679,1.19047619,79.11899199,20.75,1,131.3329605,78.95963858,0.076923077,0.1592917,1.0,0.042941763,1.421264172,-0.75,0.029260527,9.75,0.010735441,78.76157294,-1.0,4,3.4,12.75393515,205.0
8.909090909,370.2941364,0.00495123,0.003097179,4.551587302,102.3191534,87.5,2,1990.614802,405.9892691,0.076923077,0.519205248,3.4,0.375183598,3.507905813,0.068997669,0.072151543,47.5,0.0312653,86.70670687,-0.25,12,10.0,100.5539057,602.0
3.022727273,376.8142831,0.0,0.002273843,2.948484848,104.6132101,91.5,2,1317.849964,208.384464,0.076923077,0.644257384,2.0,0.333537528,3.593372009,-0.571428571,0.051001657,45.0,0.037059725,85.61017046,-0.653402778,9,8.0,5.873100903,235.0749629
0.556818182,298.2176615,0.0,0.002020202,1.0,58.39764147,8.5,1,26.48731976,58.28002289,0.071428571,0.068517044,1.0,0.006668324,0.587722292,-0.6,0.018227675,4.75,0.003334162,70.61405024,-1.0,2,2.2,6.788379756,82.0
2.068181818,325.3669365,1.64e-05,0.006023125,2.333333333,72.14935737,35.0,2,191.0571578,143.7180366,0.071428571,0.164941417,2.0,0.035218575,1.477799264,-0.266666667,0.035507761,18.0,0.008804644,76.67646375,-0.5,4,4.0,22.69872814,172.0
3.340909091,270.4206469,0.0,0.004784767,5.3,49.83073296,37.5,3,167.6925466,148.5907411,0.058823529,0.394532287,3.0,4.57e-07,1.618738862,-0.083333333,0.016568582,30.0,5.08e-08,68.97872177,-0.831111111,9,6.2,1.937704002,30.16611418
3.340909091,270.4206469,0.0,0.004784767,5.3,49.83073296,37.5,3,167.6925466,148.5907411,0.058823529,0.394532287,3.0,4.57e-07,1.618738862,-0.083333333,0.016568582,30.0,5.08e-08,68.97872177,-0.831111111,9,6.2,1.937704002,30.16611418
3.340909091,270.4206469,0.0,0.004784767,5.3,49.83073296,37.5,3,167.6925466,148.5907411,0.058823529,0.394532287,3.0,4.57e-07,1.618738862,-0.083333333,0.016568582,30.0,5.08e-08,68.97872177,-0.831111111,9,6.2,1.937704002,30.16611418
3.659090909,366.3668368,0.039081014,0.003530396,2.557575758,93.41301979,71.5,2,639.2833153,186.0742255,0.0625,0.449626512,2.0,2.27e-05,1.931596709,-0.571428571,0.034325639,37.0,3.25e-06,88.7584672,-0.5,7,8.0,34.79927277,297.0
7.954545455,313.4505481,0.011187325,0.003221079,4.4,68.6911701,42.5,2,457.9348604,272.5577471,0.066666667,0.29067607,3.4,0.002423671,1.500018959,0.183333333,0.041553041,31.0,0.000269297,77.33369009,-0.25,9,7.6,55.63848347,143.0
14.31818182,393.3744889,0.066815097,0.000819325,5.8,109.2204392,77.0,2,1377.559987,540.6247879,0.071428571,0.440071285,4.1,0.03792658,2.610093656,0.058080808,0.074309485,46.0,0.003160548,93.8449198,-0.245,12,12.2,104.0214826,303.120535
0.397727273,229.6209072,0.0,0.002020202,1.0,31.05491606,3.0,1,3.678794412,30.99236842,0.052631579,0.023660562,1.0,1.71e-08,0.103477041,-0.333333333,0.006847433,1.5,1.71e-08,57.54620862,-1.0,1,1.4,3.0,11.0
1.75,263.8150545,0.004040404,0.002020202,2.0,43.30811319,6.75,1,30.32653299,86.2676706,0.055555556,0.079816479,1.7,4.78e-07,0.27759451,0.0,0.014379907,4.5,1.59e-07,66.11461524,-0.5,3,3.2,12.93306262,38.0
0.636363636,218.1653378,0.0,0.003221079,1.3,32.1862505,8.25,1,22.07276647,32.12142423,0.058823529,0.101012399,1.0,1.2e-07,0.490236226,-0.666666667,0.008174661,5.5,3.99e-08,55.62823034,-1.0,3,2.6,4.077030435,43.0
0.636363636,218.1653378,0.0,0.003221079,1.3,32.1862505,8.25,1,22.07276647,32.12142423,0.058823529,0.101012399,1.0,1.2e-07,0.490236226,-0.666666667,0.008174661,5.5,3.99e-08,55.62823034,-1.0,3,2.6,4.077030435,43.0
9.863636364,400.6639238,0.000830347,0.002899408,5.429437229,116.7547553,156.0,3,3901.238726,463.2678848,0.066666667,0.817654419,4.0,0.000285802,4.637015129,-0.337626263,0.085215956,74.25,2.04e-05,96.3930868,-0.427962214,14,16.4,19.82148161,322.0372725
15.51136364,454.5161422,0.00075953,0.003316662,7.086691087,154.1959224,316.0,4,8647.809666,763.2466822,0.071428571,1.032040344,4.7,0.001588655,6.976832366,-0.244736842,0.139594857,146.0,8.36e-05,105.0741387,-0.395882086,19,21.8,44.22897412,654.2229718
