Extended Degree,Extended Improved Gravity Index Values,EIGSM Values,PE Values,Isolating Centrality,Local Gravity Model Centrality,Degree Centrality,HCC Value,Second order centrality,Gravity Model Centrality,Semi local centrality,Node H-Index,GGC Values,CLC Values,Volume Centrality,PageRank Centrality,Coreness Centrality,Subgraph centrality,Gravity Index Centrality,H-GSM_1,Leverage Centrality,Betweenness Centrality,Clustering Coefficient,Laplacian Centrality,I-GSM Values
4.2,183.5,215.1630421,0.014796908,0,9,0.001315789,0.266337233,-8191.360541,115.3071805,272,1,16.18611179,272.0,52,0.000601085,2,2.341001084,5.75,148.1076153,-0.8,0.0,0.0,20,115.4588007
5.2,187.75,286.6788615,0.016042955,2,20,0.002631579,0.272307382,-8184.48285,231.8921388,282,1,33.87222357,282.0,52,0.001203482,3,3.010576008,6.75,148.9710055,-0.151515152,0.002631579,0.0,26,116.2511904
5.6,225.5,332.0269519,0.017344213,0,22,0.002631579,0.28880597,-7267.283045,233.114361,319,2,4.485402966,117.3535417,51,0.001045299,4,3.716923401,14.0,149.1959308,-0.318181818,0.0,1.0,28,116.8639097
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
36.4,3776.5,2087.349271,0.154453948,8,632,0.010526316,1.084025817,-2955.526526,2166.368765,4706,5,915.2759939,4381.581441,369,0.003023237,22,76.010635,156.75,209.2363981,0.126495726,0.011435524,0.071428571,230,273.6578509
49.0,5849.25,2757.165744,0.218300782,9,981,0.011842105,1.264400968,-2755.594833,3141.306276,7065,5,1558.379972,6500.113789,593,0.003567778,25,118.6411017,207.75,236.0274337,0.098243423,0.03699013,0.083333333,308,353.1864026
32.2,3471.5,1577.164844,0.134614139,0,365,0.006578947,1.063916902,-3537.601152,1480.316298,4232,4,626.0516261,3829.271953,467,0.00197479,15,43.7337733,147.0,218.7294256,-0.267388167,0.030141315,0.1,176,298.0148891
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
14.4,1356.0,569.8925802,0.047445001,0,66,0.002631579,0.901774909,-6770.51346,410.8395676,1931,2,150.2259928,1931.0,236,0.001071627,5,12.69818162,22.0,184.8162759,-0.439393939,0.007873934,0.0,72,205.9603619
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
22.0,2153.75,1104.169967,0.090513998,0,196,0.005263158,0.955506253,-3889.364437,999.7528118,2723,3,444.9002487,2723.0,347,0.001670507,12,18.83204913,106.5,204.5812909,-0.273859474,0.011446707,0.0,118,251.2553973
13.0,1344.0,460.5676244,0.045147641,0,31,0.001315789,0.892819685,-6795.420261,203.4458949,1895,1,72.86299639,1895.0,233,0.000540985,4,11.73111984,20.75,183.5202631,-0.9375,0.0,0.0,64,203.7134108
2.6,240.75,209.1219223,0.014417082,0,5,0.001315789,0.078721259,-7688.940336,111.6583366,196,1,13.0549177,196.0,38,0.000592331,3,1.82668993,5.75,150.2357006,-0.666666667,0.0,0.0,12,111.8051589
10.6,346.5,446.0920213,0.029811224,3,66,0.003947368,0.480032271,-5582.814128,415.8669227,531,2,108.4122597,531.0,84,0.0015608,6,4.54564865,27.5,161.4953269,-0.144736842,0.007972159,0.0,56,139.1698604
3.4,253.5,219.9588058,0.012984681,0,7,0.001315789,0.172529246,-7781.4234,118.9923115,247,1,13.81503839,247.0,36,0.000602504,3,1.950260133,6.0,154.0805748,-0.75,0.0,0.0,16,119.1487774
3.4,253.5,219.9588058,0.012984681,0,7,0.001315789,0.172529246,-7781.4234,118.9923115,247,1,13.81503839,247.0,36,0.000602504,3,1.950260133,6.0,154.0805748,-0.75,0.0,0.0,16,119.1487774
3.4,253.5,219.9588058,0.012984681,0,7,0.001315789,0.172529246,-7781.4234,118.9923115,247,1,13.81503839,247.0,36,0.000602504,3,1.950260133,6.0,154.0805748,-0.75,0.0,0.0,16,119.1487774
3.4,253.5,219.9588058,0.012984681,0,7,0.001315789,0.172529246,-7781.4234,118.9923115,247,1,13.81503839,247.0,36,0.000602504,3,1.950260133,6.0,154.0805748,-0.75,0.0,0.0,16,119.1487774
23.2,806.0,1849.281427,0.138792818,96,544,0.021052632,0.554659137,-4223.678167,2448.382981,858,3,690.9929448,850.8797091,93,0.007976833,23,31.13034315,59.5,179.3315569,0.773984426,0.052180475,0.008333333,340,156.2753199
1.8,75.0,139.1698604,0.010001344,0,3,0.001315789,0.038967326,-8597.10065,80.58881094,69,1,8.183885815,69.0,24,0.00063865,2,1.677645166,3.25,130.749397,-0.5,0.0,0.0,8,80.69477912
2.8,196.5,347.5953095,0.01412939,0,8,0.002631579,0.078721259,-6835.980533,230.1407389,223,2,19.50248545,223.0,30,0.001014097,4,2.412313001,11.0,152.9470998,0.0,0.000101671,0.0,14,115.373186
4.0,334.0,404.0353139,0.022441026,0,14,0.002631579,0.128217023,-6316.66734,284.155777,394,2,39.49010127,394.0,66,0.00097714,4,2.900567218,14.5,166.6047488,-0.214285714,0.000623204,0.0,20,142.4517774
26.6,2886.0,1481.593915,0.120085309,0,295,0.006578947,1.062666398,-3737.757292,1433.858737,3786,2,567.1738708,3425.714465,449,0.002053327,13,37.82189095,86.0,217.2403689,-0.005900621,0.020485486,0.1,148,288.6621279
54.0,5877.75,4318.912168,0.294772579,54,1944,0.023684211,1.261254538,-2418.0409,6189.957985,6797,5,3122.486861,6535.609777,550,0.007227776,38,140.7099603,224.25,250.5451614,0.604119356,0.076399004,0.039215686,558,352.1174935
18.0,1510.0,717.3019521,0.065884514,0,84,0.002631579,1.111073013,-5055.588479,461.9119561,2404,2,183.4031046,2404.0,267,0.000915279,6,12.69448041,51.0,197.6472477,-0.663003663,0.002343631,0.0,90,231.5637566
1.8,73.5,197.1755294,0.011886014,0,3,0.001315789,0.038967326,-9407.301647,105.8470205,146,1,8.943061373,146.0,29,0.000666259,1,1.738955169,2.25,146.8496197,-0.5,0.0,0.0,8,105.9862013
12.6,1294.0,655.8491917,0.047417475,6,81,0.003947368,0.731444131,-6764.244102,589.1992734,1514,1,195.3124137,1514.0,213,0.001655349,6,9.714736474,21.75,185.2849681,0.071428571,0.005259691,0.0,66,197.1755294
1.8,73.5,197.1755294,0.011886014,0,3,0.001315789,0.038967326,-9407.301647,105.8470205,146,1,8.943061373,146.0,29,0.000666259,1,1.738955169,2.25,146.8496197,-0.5,0.0,0.0,8,105.9862013
11.6,1283.25,548.7851862,0.045096249,2,52,0.002631579,0.725473981,-6772.564232,391.5217378,1486,1,128.7082758,1486.0,213,0.00108113,5,8.777187958,20.75,184.3730133,-0.259259259,0.002631579,0.0,58,196.2760288
14.8,1433.5,855.5576225,0.060805364,4,124,0.005263158,0.746369504,-5437.593663,828.0996208,1650,2,297.0587308,1650.0,239,0.001879992,9,11.34827723,52.0,190.7471438,0.088013136,0.02663495,0.0,82,208.115943
10.6,1275.0,443.8767891,0.043850202,0,25,0.001315789,0.719503832,-6780.874152,195.12198,1460,1,63.6041379,1460.0,213,0.000523072,4,7.947976056,19.75,183.4631332,-0.923076923,0.0,0.0,52,195.3785506
18.2,2335.75,994.3747848,0.078163382,0,123,0.003947368,0.834045986,-4265.35419,623.5584401,2445,3,29.65684922,899.4652337,219,0.001173172,11,25.41185849,78.0,187.4280676,-0.561904762,0.0,1.0,94,208.6738241
10.6,1275.0,443.8767891,0.043850202,0,25,0.001315789,0.719503832,-6780.874152,195.12198,1460,1,63.6041379,1460.0,213,0.000523072,4,7.947976056,19.75,183.4631332,-0.923076923,0.0,0.0,52,195.3785506
10.6,1275.0,443.8767891,0.043850202,0,25,0.001315789,0.719503832,-6780.874152,195.12198,1460,1,63.6041379,1460.0,213,0.000523072,4,7.947976056,19.75,183.4631332,-0.923076923,0.0,0.0,52,195.3785506
10.6,1275.0,443.8767891,0.043850202,0,25,0.001315789,0.719503832,-6780.874152,195.12198,1460,1,63.6041379,1460.0,213,0.000523072,4,7.947976056,19.75,183.4631332,-0.923076923,0.0,0.0,52,195.3785506
22.8,2952.75,1271.29153,0.112623954,4,204,0.005263158,0.873638564,-3969.314703,989.5881526,3068,3,436.4189569,3068.0,349,0.001613432,12,27.0893577,114.0,202.7792519,-0.282914182,0.005095983,0.0,122,248.7008403
34.6,3557.5,2135.5631,0.152675026,9,657,0.011842105,1.001532876,-3114.867911,2646.668776,4053,4,1276.516157,3941.965946,458,0.003758896,21,45.79771657,163.5,223.5210978,0.227671251,0.040759673,0.027777778,236,297.5728381
10.6,1275.0,443.8767891,0.043850202,0,25,0.001315789,0.719503832,-6780.874152,195.12198,1460,1,63.6041379,1460.0,213,0.000523072,4,7.947976056,19.75,183.4631332,-0.923076923,0.0,0.0,52,195.3785506
12.4,1355.0,601.5926899,0.050240441,0,56,0.002631579,0.731444131,-5336.557795,397.6417378,1572,2,134.2082758,1572.0,218,0.00088137,6,9.815858312,44.0,185.6036135,-0.525925926,0.0003835,0.0,62,199.3440814
28.2,3219.25,1983.12028,0.135488823,45,513,0.011842105,0.913231142,-3714.097343,2388.571864,3512,3,1050.932697,3415.786924,389,0.004034508,18,39.33949048,135.0,214.6390431,0.435211847,0.017440012,0.027777778,204,268.5542351
1.4,72.75,196.2760288,0.01151471,0,2,0.001315789,0.015711981,-9413.285944,104.7706316,142,1,7.693061373,142.0,27,0.000656618,1,1.687468723,2.0,146.5980818,-0.333333333,0.0,0.0,6,104.9083971
4.2,373.5,250.0780573,0.019723514,0,9,0.001315789,0.266337233,-7436.379948,127.6359862,366,1,20.92763744,366.0,64,0.00057787,3,2.313664553,7.25,155.6128205,-0.8,0.0,0.0,20,127.8038179
4.2,373.5,250.0780573,0.019723514,0,9,0.001315789,0.266337233,-7436.379948,127.6359862,366,1,20.92763744,366.0,64,0.00057787,3,2.313664553,7.25,155.6128205,-0.8,0.0,0.0,20,127.8038179
5.2,377.75,327.756193,0.020969561,2,20,0.002631579,0.272307382,-7428.803317,256.5497503,376,1,43.35527488,376.0,64,0.001166906,4,2.981974095,8.25,156.4860795,-0.151515152,0.002631579,0.0,26,128.6124404
4.2,373.5,250.0780573,0.019723514,0,9,0.001315789,0.266337233,-7436.379948,127.6359862,366,1,20.92763744,366.0,64,0.00057787,3,2.313664553,7.25,155.6128205,-0.8,0.0,0.0,20,127.8038179
4.2,373.5,250.0780573,0.019723514,0,9,0.001315789,0.266337233,-7436.379948,127.6359862,366,1,20.92763744,366.0,64,0.00057787,3,2.313664553,7.25,155.6128205,-0.8,0.0,0.0,20,127.8038179
2.4,41.0,213.5387423,0.008468639,2,6,0.002631579,0.028438887,-9591.323498,177.7007014,86,1,11.71787395,86.0,16,0.001301481,2,2.260861078,2.75,137.2787258,0.166666667,0.002631579,0.0,12,89.08416726
3.4,357.75,247.2583836,0.014495653,0,7,0.001315789,0.172529246,-7363.405063,124.4794818,388,1,15.63618656,388.0,66,0.00052999,3,2.567397376,7.75,154.964372,-0.75,0.0,0.0,16,124.6431628
4.8,362.5,324.9007949,0.01627929,0,18,0.002631579,0.18148447,-7348.093503,252.3895191,399,2,35.27237313,399.0,68,0.001077499,4,3.288800802,9.0,156.0886459,-0.277777778,0.005256224,0.0,24,126.5268508
8.8,306.25,511.1158196,0.029793458,0,64,0.005263158,0.282674466,-6049.437318,533.3221485,345,3,72.17611413,292.0361951,66,0.001953301,7,5.405004594,22.5,159.9564018,0.071428571,0.016617977,0.166666667,52,134.0331997
5.4,278.5,456.9190293,0.024108088,3,27,0.003947368,0.15068576,-6169.190411,374.9607436,345,2,58.97573861,345.0,60,0.001554821,5,3.563349283,17.0,156.9626274,0.083333333,0.002795577,0.0,30,125.4806081
1.8,83.0,156.660146,0.00803616,0,3,0.001315789,0.038967326,-8760.593739,89.98997654,92,1,6.608936973,92.0,19,0.000627661,2,1.676258869,3.25,137.0914912,-0.5,0.0,0.0,8,90.10830654
1.4,6.25,89.08416726,0.001783637,0,2,0.001315789,0.015711981,-11607.57565,59.7643658,17,1,2.5,17.0,4,0.000750773,1,1.591072643,1.25,115.5509368,-0.333333333,0.0,0.0,6,59.84295141
2.6,66.5,147.3818566,0.00639024,0,5,0.001315789,0.078721259,-8482.847432,88.49088367,104,1,7.812759979,104.0,17,0.000625525,2,1.765721035,3.75,135.4129737,-0.666666667,0.0,0.0,12,88.60724247
8.2,429.5,730.7610408,0.043927653,10,65,0.006578947,0.242920532,-5405.217345,732.0834373,426,2,154.401447,426.0,94,0.002516896,8,5.7105374,25.5,169.4535966,0.384199134,0.006680278,0.0,56,147.3818566
2.6,66.5,147.3818566,0.00639024,0,5,0.001315789,0.078721259,-8482.847432,88.49088367,104,1,7.812759979,104.0,17,0.000625525,2,1.765721035,3.75,135.4129737,-0.666666667,0.0,0.0,12,88.60724247
4.4,192.0,341.2637173,0.016005592,0,16,0.002631579,0.144715611,-6508.219823,232.5563955,250,2,29.62660785,250.0,38,0.001058496,4,2.603844335,13.5,152.1804644,-0.314285714,0.000265716,0.0,22,116.5841928
19.0,1277.0,685.1341718,0.053914725,3,129,0.003947368,1.117043163,-5450.198037,631.9709656,2187,2,247.5577849,2187.0,220,0.001531046,7,12.06760966,50.5,189.6446642,-0.2,0.007109495,0.0,98,211.4890756
10.2,1312.0,656.7685848,0.048216613,3,63,0.003947368,0.564885034,-5863.917643,579.3571433,1186,2,169.5805678,1186.0,188,0.001526526,7,7.453177968,35.0,186.2024029,-0.004761905,0.004800087,0.0,54,193.8818607
1.8,174.5,211.4890756,0.017524125,0,3,0.001315789,0.038967326,-8511.579445,108.9692048,158,1,13.38955356,158.0,45,0.000630605,2,1.782947705,3.5,148.735133,-0.5,0.0,0.0,8,109.112491
4.4,244.5,343.6530155,0.018395236,0,16,0.002631579,0.219039935,-6936.567171,235.7390905,257,2,4.094182239,94.54501638,49,0.000994842,4,3.254920882,13.0,151.3844785,-0.25,0.0,1.0,22,118.1797281
4.0,211.5,298.43478,0.017857646,2,14,0.002631579,0.141730537,-7892.295027,234.5168682,215,1,30.98147168,215.0,50,0.001157503,3,2.662255413,6.25,151.1538091,-0.083333333,0.002631579,0.0,20,117.5670088
4.4,244.5,343.6530155,0.018395236,0,16,0.002631579,0.219039935,-6936.567171,235.7390905,257,2,4.094182239,94.54501638,49,0.000994842,4,3.254920882,13.0,151.3844785,-0.25,0.0,1.0,22,118.1797281
4.2,94.5,157.2684876,0.01151471,0,9,0.001315789,0.266337233,-8146.605732,93.56958721,157,1,14.75295459,157.0,34,0.000638136,2,2.052723839,5.0,136.9124088,-0.8,0.0,0.0,20,93.69262413
4.2,94.5,157.2684876,0.01151471,0,9,0.001315789,0.266337233,-8146.605732,93.56958721,157,1,14.75295459,157.0,34,0.000638136,2,2.052723839,5.0,136.9124088,-0.8,0.0,0.0,20,93.69262413
4.2,94.5,157.2684876,0.01151471,0,9,0.001315789,0.266337233,-8146.605732,93.56958721,157,1,14.75295459,157.0,34,0.000638136,2,2.052723839,5.0,136.9124088,-0.8,0.0,0.0,20,93.69262413
4.2,94.5,157.2684876,0.01151471,0,9,0.001315789,0.266337233,-8146.605732,93.56958721,157,1,14.75295459,157.0,34,0.000638136,2,2.052723839,5.0,136.9124088,-0.8,0.0,0.0,20,93.69262413
28.8,2541.0,1764.413669,0.121467235,16,480,0.010526316,0.784066156,-3493.243497,2025.709491,2808,4,662.2748835,2434.193142,322,0.003371013,18,31.32278964,120.0,210.234614,0.213052442,0.026443843,0.142857143,192,255.8896319
5.2,98.75,217.5276048,0.012760757,2,20,0.002631579,0.272307382,-8139.690225,188.4169522,167,1,31.00590917,167.0,34,0.001261616,3,2.714905532,6.0,137.7610782,-0.151515152,0.002631579,0.0,26,94.456393
4.2,94.5,157.2684876,0.01151471,0,9,0.001315789,0.266337233,-8146.605732,93.56958721,157,1,14.75295459,157.0,34,0.000638136,2,2.052723839,5.0,136.9124088,-0.8,0.0,0.0,20,93.69262413
6.0,175.0,319.1381004,0.018323636,0,24,0.002631579,0.285034288,-6014.488153,231.9001927,266,2,39.96167701,266.0,49,0.001008151,4,2.883960586,16.0,150.7371684,-0.418181818,0.000366383,0.0,30,116.255228
1.4,20.25,107.7381413,0.00639024,0,2,0.001315789,0.015711981,-10091.83859,66.4908435,31,1,4.910454511,31.0,14,0.000715181,1,1.610540312,1.5,120.1196242,-0.333333333,0.0,0.0,6,66.57827392
3.8,146.0,343.5800234,0.013951416,6,15,0.003947368,0.064421138,-8412.797748,329.098151,187,1,29.84613744,187.0,26,0.001827672,4,3.090405375,5.25,151.0785315,0.333333333,0.005259691,0.0,22,110.1326921
1.8,10.25,110.1326921,0.002793338,0,3,0.001315789,0.038967326,-10654.45878,71.32941043,29,1,4.0,29.0,7,0.000715612,1,1.642277409,1.75,124.8536237,-0.5,0.0,0.0,8,71.4232032
1.8,10.25,110.1326921,0.002793338,0,3,0.001315789,0.038967326,-10654.45878,71.32941043,29,1,4.0,29.0,7,0.000715612,1,1.642277409,1.75,124.8536237,-0.5,0.0,0.0,8,71.4232032
16.8,1313.0,613.2158075,0.052963441,0,78,0.002631579,1.102117789,-5510.88814,416.8971715,2189,2,158.7793852,2189.0,220,0.000959991,6,11.20878968,47.5,188.1372344,-0.448717949,0.000516429,0.0,84,208.9971344
18.2,1256.5,670.4580092,0.051729739,3,123,0.003947368,1.111073013,-5654.859953,613.9267479,2180,2,235.369505,2180.0,209,0.001535668,7,12.29731423,48.0,187.4007896,-0.116666667,0.0042923,0.0,94,205.4505784
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
17.6,1243.5,549.0680382,0.051277038,0,82,0.002631579,1.108087939,-5634.831955,414.0611653,2105,2,161.4130033,2105.0,218,0.001011036,6,10.90941006,48.0,187.5886339,-0.615384615,0.012692066,0.0,88,207.5753996
25.8,2905.75,1131.824201,0.104662455,0,180,0.003947368,1.174546188,-4188.108472,762.2859103,3781,3,91.40027167,1941.230127,327,0.001249401,11,31.44750076,107.25,202.6375705,-0.604761905,0.000641682,0.666666667,132,255.0989702
19.0,1471.0,800.9036861,0.06638514,3,129,0.003947368,1.117043163,-5100.940341,659.0484358,2381,2,271.8959262,2381.0,254,0.001463376,7,13.34226473,52.5,193.5456419,-0.2,0.003062977,0.0,98,220.5505507
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
43.6,4597.75,2554.822587,0.177076698,0,940,0.013157895,1.290177491,-2723.061304,2931.434015,5335,4,1189.983485,4773.967755,405,0.003640692,30,69.14103317,180.75,219.3748006,0.212000314,0.022289019,0.111111111,298,297.0209036
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
19.4,1257.0,862.7725162,0.0569142,20,205,0.006578947,1.117043163,-6747.206851,1019.773747,2204,1,388.5325083,2204.0,206,0.002928894,8,14.12448676,25.0,188.2428406,0.380952381,0.010505513,0.0,112,205.2992056
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
16.8,1214.25,539.7192408,0.049486096,0,78,0.002631579,1.102117789,-6730.493614,408.2978319,2085,2,155.4130033,2085.0,212,0.00108027,5,10.77615802,22.25,186.2849298,-0.448717949,0.015685459,0.0,84,204.6861497
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
16.4,1208.25,533.9395844,0.046986896,2,76,0.002631579,1.099132715,-6772.199369,404.0761653,2078,1,150.9130033,2078.0,206,0.001148824,5,10.71700918,22.0,185.4962995,-0.282051282,0.002631579,0.0,82,202.5697615
27.0,2946.75,1384.007054,0.106030785,10,300,0.006578947,1.180516337,-4181.379984,1267.976517,3875,3,383.8250905,3172.581668,325,0.002200309,13,34.60368362,111.75,205.2546319,0.051242236,0.005901373,0.2,150,255.266987
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
15.4,1197.0,428.6398242,0.045740849,0,37,0.001315789,1.093162566,-6780.509737,201.3991938,2040,1,74.70650166,2040.0,206,0.000566257,4,9.817510326,21.0,184.5849444,-0.947368421,0.0,0.0,76,201.6640184
24.2,2392.0,967.3323668,0.092221569,0,168,0.003947368,1.169362646,-4407.330182,730.1042649,3154,3,176.9225242,2259.939754,322,0.001333777,10,22.6724528,70.0,199.519931,-0.553174603,0.007453079,0.333333333,124,244.329383
5.4,193.5,360.9794666,0.019884696,0,27,0.003947368,0.13041549,-8450.368444,348.462826,205,2,51.57918412,205.0,44,0.001588565,5,3.366669884,16.0,152.7890259,0.019047619,0.020910478,0.0,30,116.6130803
3.2,39.25,168.7759512,0.006440094,0,10,0.002631579,0.047922549,-10673.60281,149.568634,50,2,14.0,50.0,13,0.001242756,3,2.338580693,4.25,126.4531305,-0.1,0.005256224,0.0,16,74.98111772
10.0,821.5,560.2334365,0.042985856,0,44,0.002631579,0.578398548,-5550.902271,367.6513353,1022,2,99.23692405,1022.0,157,0.000937586,5,5.562116839,31.5,182.1411655,-0.566666667,0.003439392,0.0,50,184.3094192
2.2,166.0,208.115943,0.013346111,0,4,0.001315789,0.06222267,-8503.514029,110.6128864,175,1,10.94306137,175.0,34,0.000596222,2,1.802558441,4.0,149.2930976,-0.6,0.0,0.0,10,110.758334
8.4,151.5,529.5340435,0.027208603,12,72,0.007894737,0.182109722,-6843.358585,606.4676612,183,2,96.22420843,183.0,29,0.003334431,8,6.25768062,21.0,145.3823544,0.521428571,0.016431154,0.0,66,101.8780286
3.0,32.5,101.8780286,0.005966145,0,6,0.001315789,0.135760387,-9464.347982,67.56239516,53,1,8.75,53.0,17,0.000669564,2,1.816838337,3.75,118.7675446,-0.714285714,0.0,0.0,14,67.65123459
4.0,36.0,148.656949,0.007212192,2,14,0.002631579,0.141730537,-9458.395991,136.4025681,60,1,19.0,60.0,17,0.001310765,3,2.466942838,4.75,119.5923548,-0.083333333,0.002631579,0.0,20,68.38076101
4.0,36.0,148.656949,0.007212192,2,14,0.002631579,0.141730537,-9458.395991,136.4025681,60,1,19.0,60.0,17,0.001310765,3,2.466942838,4.75,119.5923548,-0.083333333,0.002631579,0.0,20,68.38076101
3.0,32.5,101.8780286,0.005966145,0,6,0.001315789,0.135760387,-9464.347982,67.56239516,53,1,8.75,53.0,17,0.000669564,2,1.816838337,3.75,118.7675446,-0.714285714,0.0,0.0,14,67.65123459
6.8,240.0,494.6759702,0.02931496,4,44,0.005263158,0.179911255,-6091.857582,479.1874994,250,2,92.55821424,250.0,60,0.002093169,7,4.360055975,20.0,155.8000659,0.266666667,0.012293278,0.0,42,120.428214
