MCGM Values,Degree Centrality,Node H-Index,Clustered Local Degree,DNC Scores,Gravity Model Centrality,PageRank Centrality,Laplacian Centrality,Global Relative Change in Avg Clustering,Local Gravity Model Centrality,LGC Scores,Density Centrality,H Values,Centrality Values,K-Shell Value,Betweenness Centrality,Extended Degree,Extended Coreness,Gravity Index Centrality,EHCC Value,Societal Capital Scores,Eigenvector Centrality,Closeness Centrality,MDD Value,Subgraph centrality
3.977157414,0.007564297,3,27.6,5.561111111,349.017898,0.002460914,76,0.02342161,115,35264,13.125,0.000606813,52.33404762,2,0.010148834,12.2,42,29.0,6.640982763,28,6.74e-05,0.000179244,4.1,7.909311765
1.48179203,0.004538578,2,10.0,3.1,143.5899418,0.001727403,32,0.0036969,30,6240,4.534090909,8.08e-05,20.58666667,2,0.003313539,5.8,19,16.5,2.911628505,13,1.62e-05,0.000163693,2.7,3.389370316
4.864274285,0.007564297,3,27.0,5.127777778,403.2585595,0.002413781,84,0.003956905,135,51282,14.71590909,0.000892058,56.25333333,2,0.020605825,13.8,50,33.0,7.156547466,32,9.91e-05,0.000191058,4.1,7.55384868
3.068999895,0.007564297,2,16.5,5.3,310.7593673,0.002568038,60,0.006131285,75,19800,11.13636364,0.000377264,42.25809524,2,0.009325281,9.0,28,25.0,5.241059943,20,4.19e-05,0.000179533,4.1,6.285250834
0.814815925,0.003025719,2,7.0,2.0,55.61500069,0.001281087,20,0.001512859,14,1940,2.068181818,2.6e-07,11.2,2,0.00264461,4.0,14,13.0,0.908669925,9,6.51e-08,0.000125929,2.0,2.459595425
0.814816367,0.003025719,2,7.0,2.0,58.67401987,0.001273391,20,0.001512859,14,1940,2.068181818,3.66e-07,11.2,2,0.002375915,4.0,14,13.0,0.908669925,9,9.14e-08,0.000129082,2.0,2.456162409
0.827168611,0.003025719,2,7.0,2.0,63.49177395,0.001244957,20,0.001512859,14,2050,2.068181818,1.84e-06,11.9,2,0.009428154,4.0,14,13.0,0.989580653,9,4.59e-07,0.000134753,2.0,2.457879213
0.975460439,0.003025719,2,8.0,2.0,86.73205413,0.00117559,22,0.001512859,16,3333,2.227272727,3.26e-05,15.84,2,0.009175377,4.4,16,14.0,1.790712632,10,8.15e-06,0.000162628,2.0,2.536029087
3.853269258,0.009077156,2,16.0,6.066666667,354.6548157,0.003061627,74,0.00260488,96,20535,15.75,0.000486622,43.78,2,0.032838059,10.0,32,33.0,4.836763571,22,4.06e-05,0.000177054,4.5,6.75410694
0.839537589,0.003025719,2,7.0,2.0,75.44550012,0.001213412,20,0.001512859,14,2210,2.068181818,7.12e-06,12.62,2,0.007738477,4.0,14,13.0,1.313094932,9,1.78e-06,0.000154416,2.0,2.459568807
3.802994697,0.009077156,2,18.13333333,7.333333333,329.9345916,0.003038599,76,0.044352004,102,20596,15.27272727,0.000186841,43.5,2,0.017911221,10.4,34,32.0,5.584383844,23,1.56e-05,0.0001665,4.5,7.434669854
0.938430642,0.003025719,2,8.0,2.0,83.06138414,0.001186146,22,0.001512859,16,3036,2.227272727,3.46e-05,13.74,2,0.001075886,4.4,16,14.0,1.565731927,10,8.64e-06,0.000158806,2.0,2.531565581
0.987815933,0.003025719,2,9.0,2.333333333,83.73690569,0.001114284,24,0.023353271,18,3756,2.227272727,3.56e-05,16.16,2,0.000886659,4.8,18,14.0,2.360946746,11,8.89e-06,0.000158604,2.0,2.770263352
1.460285379,0.003025719,2,12.0,2.066666667,131.3313838,0.001039424,30,0.00260488,24,8235,2.863636364,0.000646663,23.90071429,2,0.030256011,6.0,24,18.0,3.267043993,14,0.000161666,0.000194818,2.0,2.833212682
0.716050186,0.003025719,2,6.0,2.0,58.48732395,0.001251483,18,0.001512859,12,1404,1.909090909,2.01e-07,9.8,2,0.004649516,3.6,12,12.0,1.058399794,8,5.02e-08,0.000133547,2.0,2.394625661
0.82717939,0.003025719,2,7.0,2.0,75.92973558,0.001227848,20,0.001512859,14,2080,2.068181818,4.38e-06,11.9,2,0.007052062,4.0,14,13.0,1.267687162,9,1.09e-06,0.000157381,2.0,2.457614202
0.790127376,0.003025719,2,7.0,2.0,63.01957297,0.001280865,20,0.001512859,14,1750,2.068181818,9.53e-07,9.8,2,0.001582099,4.0,14,13.0,0.953949061,9,2.38e-07,0.000140331,2.0,2.452367957
1.247139301,0.003025719,2,11.0,2.066666667,99.01081992,0.001108567,28,0.00260488,22,5600,2.704545455,4.47e-05,18.0,2,0.004965692,5.6,21,16.5,2.722150759,13,1.12e-05,0.000164177,2.0,2.732758247
0.284031766,0.001512859,1,5.0,1.0,39.09325781,0.000678005,12,0.001512859,5,996,0.636363636,1.63e-05,7.8,1,0.0,2.6,9,4.0,1.052225367,6,8.15e-06,0.000161917,1.0,1.757240451
2.134420211,0.004538578,3,14.0,3.066666667,219.8758862,0.001467731,40,0.00260488,42,12180,5.488636364,0.001105573,30.085,2,0.105377124,7.4,27,22.5,4.206457422,17,0.000184262,0.000201939,3.0,3.651739512
2.132671996,0.004538578,3,13.0,3.047619048,207.8869268,0.001449265,38,0.002136871,39,12084,5.25,0.000701144,34.48857143,2,0.07440953,7.0,26,22.0,4.064574222,16,0.000116857,0.000190186,3.0,3.626445933
5.191677282,0.009077156,3,23.46666667,6.533333333,552.0057965,0.002677466,86,0.001763202,132,41194,17.18181818,0.009700658,65.34404762,2,0.173129112,12.4,43,35.5,8.515436069,28,0.000808388,0.000220799,4.2,8.414663716
0.753197518,0.003025719,2,6.0,2.166666667,62.73670957,0.001190926,18,0.006972962,12,1728,1.909090909,2.53e-05,11.31,2,0.000512107,3.6,12,12.0,1.460895292,8,6.32e-06,0.000132714,2.0,2.424324299
0.77788533,0.003025719,2,6.0,2.166666667,63.15760801,0.001174767,18,0.006972962,12,1944,1.909090909,2.43e-05,12.71,2,0.000114076,3.6,12,12.0,1.634551068,8,6.07e-06,0.000131874,2.0,2.432820645
0.543224532,0.003025719,2,4.0,2.0,64.03913998,0.001302739,14,0.001512859,8,798,1.590909091,3.73e-06,8.4,2,0.002911099,2.8,8,10.0,0.626189864,6,9.32e-07,0.000153046,2.0,2.286550502
0.617287795,0.003025719,2,5.0,2.0,58.99971701,0.001288871,16,0.001512859,10,984,1.75,9.69e-07,8.4,2,0.000665234,3.2,10,11.0,0.687419604,7,2.42e-07,0.000142248,2.0,2.3372744
0.852092067,0.003025719,2,7.0,2.0,86.66909581,0.001192875,20,0.001512859,14,2450,2.068181818,5.41e-05,13.56071429,2,0.0022134,4.0,14,13.0,1.3880885,9,1.35e-05,0.000165017,2.0,2.46443537
0.580316543,0.003025719,2,4.0,2.0,67.23036018,0.001237687,14,0.001512859,8,1057,1.590909091,1.73e-05,10.58,2,0.000272735,2.8,8,10.0,0.851170569,6,4.31e-06,0.000150331,2.0,2.292714608
1.759634034,0.006051437,2,10.0,4.0,182.3697688,0.002367192,40,0.001512859,40,6040,7.0,0.000104371,21.96071429,2,0.008130551,6.4,20,20.0,1.887959866,14,1.49e-05,0.000164989,3.1,4.138088915
1.308962234,0.003025719,2,11.0,2.066666667,102.3526333,0.001097434,28,0.00260488,22,6216,2.704545455,6.29e-05,20.96071429,2,0.005639233,5.6,22,17.0,2.767687162,13,1.57e-05,0.00016728,2.0,2.742410071
0.308689828,0.001512859,1,5.0,1.1,37.96595561,0.000644666,12,0.0036969,5,1296,0.636363636,1.06e-05,8.508333333,1,0.0,2.6,9,4.0,1.245690764,6,5.28e-06,0.00015625,1.0,1.793297151
3.046919168,0.007564297,3,16.5,5.333333333,294.6769077,0.002460127,60,0.012683408,75,18270,10.73863636,0.000218428,44.17666667,2,0.013196999,9.0,30,25.0,5.550810394,20,2.43e-05,0.000174216,3.5,6.298781238
2.704776222,0.006051437,3,18.66666667,4.266666667,263.9623869,0.001912246,52,0.012683408,64,17004,7.954545455,0.000324376,39.26666667,2,0.038067476,8.8,30,24.0,5.44996141,20,4.05e-05,0.000185426,3.7,5.420335396
1.651465446,0.004538578,2,12.0,3.1,146.99618,0.001527893,36,0.0036969,36,8154,4.534090909,7.32e-05,25.46833333,2,0.002002749,6.6,22,18.0,4.068047337,15,1.22e-05,0.000159744,2.7,3.814103141
3.427097181,0.006051437,3,24.5,4.294444444,275.5483431,0.001934811,62,0.012423403,84,27652,9.863636364,0.00033804,39.935,2,0.017362418,10.8,38,29.0,5.797787497,25,4.23e-05,0.000177148,3.7,5.718812207
2.114512872,0.004538578,3,15.0,3.1,175.5046512,0.001533798,42,0.0036969,45,11550,5.727272727,7.86e-05,26.06833333,2,0.011783198,7.8,27,22.5,3.9104708,18,1.31e-05,0.000169492,3.0,3.713397124
0.740741582,0.003025719,2,6.0,2.0,55.74501309,0.001246459,18,0.001512859,12,1575,1.909090909,2.43e-07,11.2,2,0.000910799,3.6,12,12.0,0.936197582,8,6.08e-08,0.000123213,2.0,2.398162252
0.703705,0.003025719,2,6.0,2.0,53.95846524,0.001288681,18,0.001512859,12,1296,1.909090909,3.79e-07,9.1,2,0.000985217,3.6,12,12.0,0.764471315,8,9.47e-08,0.000123854,2.0,2.392975766
1.388902369,0.004538578,2,9.0,3.0,118.6574421,0.001675751,30,0.001512859,27,4125,4.295454545,4.35e-06,18.93,2,0.037335588,5.4,18,18.0,1.759454592,12,7.25e-07,0.000144217,2.7,3.264580164
1.197938706,0.003025719,2,11.0,2.0,90.74712165,0.001111403,28,0.001512859,22,5418,2.545454545,8.21e-05,17.64428571,2,0.005950645,5.6,22,16.0,2.150115771,13,2.05e-05,0.000150739,2.0,2.834449694
2.268852961,0.007564297,2,10.0,5.0,194.1835686,0.002640148,50,0.001512859,50,8725,9.545454545,0.000131158,32.24285714,2,0.016061571,7.0,20,24.0,3.356187291,15,1.31e-05,0.000139005,3.5,5.234672707
1.074126234,0.003025719,2,10.0,2.0,68.65179972,0.001169217,26,0.001512859,20,3783,2.545454545,1.08e-05,13.3,2,0.007090774,5.2,19,15.5,1.670439928,12,2.7e-06,0.000128205,2.0,2.653114645
1.197938706,0.003025719,2,11.0,2.0,90.74712165,0.001111403,28,0.001512859,22,5418,2.545454545,8.21e-05,17.64428571,2,0.005950645,5.6,22,16.0,2.150115771,13,2.05e-05,0.000150739,2.0,2.834449694
0.925974881,0.003025719,2,8.0,2.0,64.42191301,0.001174075,22,0.001512859,16,2695,2.227272727,1.06e-05,12.6,2,0.003266253,4.4,16,14.0,1.555827116,10,2.65e-06,0.000128238,2.0,2.539299
0.975731293,0.003025719,2,8.0,2.0,87.34196272,0.001107276,22,0.001512859,16,3333,2.227272727,8.95e-05,15.70428571,2,0.006899134,4.4,16,14.0,2.110239259,10,2.24e-05,0.000151768,2.0,2.533141658
0.950971168,0.003025719,2,8.0,2.0,82.922989,0.001212055,22,0.001512859,16,3190,2.227272727,7.56e-05,14.14428571,2,0.003762563,4.4,16,14.0,1.445459223,10,1.89e-05,0.000150444,2.0,2.532742276
6.405177411,0.010590015,3,26.19047619,7.433333333,568.4184614,0.003193242,106,0.014243437,175,49449,23.94318182,0.005628503,69.25071429,2,0.088104834,14.2,50,43.0,7.553254438,32,0.000402036,0.000185632,4.9,9.47470252
2.138917107,0.007564297,2,10.0,5.0,158.7334861,0.002910942,50,0.001512859,50,6900,9.943181818,8.97e-06,26.65,2,0.008174047,7.0,20,23.0,2.257139182,15,9.96e-07,0.000120685,3.5,5.071721684
7.252156084,0.012102874,3,24.85714286,8.566666667,666.1950307,0.003887894,120,0.014945451,192,62640,29.27272727,0.028298927,83.68142857,2,0.099541619,14.4,48,42.0,9.234499614,32,0.002021352,0.000191828,5.6,10.70069206
2.157409122,0.004538578,3,21.33333333,3.202380952,191.7166418,0.001510199,44,0.016037471,48,14388,5.488636364,0.003032207,35.74642857,2,0.012755502,8.2,29,21.5,4.262155904,19,0.000505368,0.000173792,3.0,4.439437539
1.026675676,0.003025719,2,8.0,2.333333333,91.94168412,0.00112069,22,0.012433065,16,3663,2.227272727,0.000412837,16.68071429,2,0.014999104,4.4,16,14.0,2.232698739,10,0.000103209,0.000158957,2.0,2.572394331
0.580340599,0.003025719,2,4.0,2.0,61.20362843,0.001257665,14,0.001512859,8,1022,1.590909091,2.26e-05,10.55,2,0.000436868,2.8,8,10.0,0.851170569,6,5.65e-06,0.000133958,2.0,2.291930811
0.802626552,0.003025719,2,7.0,2.0,70.2939069,0.001219305,20,0.001512859,14,1960,2.068181818,3.52e-05,10.5,2,0.000935398,4.0,14,13.0,0.922433754,9,8.81e-06,0.000136593,2.0,2.455176903
0.543288465,0.003025719,2,4.0,2.0,59.17367537,0.00129435,14,0.001512859,8,833,1.590909091,1.92e-05,8.45,2,0.000436895,2.8,8,10.0,0.732698739,6,4.8e-06,0.000134535,2.0,2.286802761
0.543283667,0.003025719,2,4.0,2.0,61.60761111,0.001292241,14,0.001512859,8,847,1.590909091,1.8e-05,8.414285714,2,0.001128659,2.8,8,10.0,0.732698739,6,4.51e-06,0.000138083,2.0,2.286934495
3.407598403,0.009077156,2,14.0,6.0,282.4791485,0.003186607,70,0.001512859,84,14350,15.27272727,6.79e-05,38.11428571,2,0.029929544,9.2,28,32.0,3.711860046,20,5.66e-06,0.000150331,4.2,6.382729567
0.913601063,0.003025719,2,8.0,2.0,70.08597871,0.001225362,22,0.001512859,16,2684,2.227272727,4.56e-06,12.7,2,0.006068589,4.4,16,14.0,1.315153074,10,1.14e-06,0.000137174,2.0,2.521565477
0.913600964,0.003025719,2,8.0,2.0,69.28398324,0.001247962,22,0.001512859,16,2673,2.227272727,4.53e-06,12.7,2,0.008104083,4.4,16,14.0,1.315153074,10,1.13e-06,0.000137005,2.0,2.52153613
0.938292849,0.003025719,2,8.0,2.0,72.35481428,0.00119364,22,0.001512859,16,2915,2.227272727,4.62e-06,14.1,2,0.003142318,4.4,16,14.0,1.441471572,10,1.15e-06,0.000137722,2.0,2.525019421
2.389541877,0.006051437,2,13.0,4.0,219.8540066,0.002031057,46,0.001512859,52,10925,7.954545455,0.00018553,30.85857143,2,0.038054001,7.6,26,25.0,3.450861847,17,2.32e-05,0.000164935,3.1,4.372227791
0.555559712,0.003025719,2,4.0,2.0,53.12390822,0.001288767,14,0.001512859,8,882,1.590909091,1.03e-06,9.1,2,0.003276676,2.8,8,10.0,0.76035503,6,2.59e-07,0.000126486,2.0,2.288388959
0.629632824,0.003025719,2,5.0,2.0,50.55536591,0.00127339,16,0.001512859,10,1080,1.75,7.76e-07,9.1,2,0.001303556,3.2,10,11.0,0.80383329,7,1.94e-07,0.000118357,2.0,2.339632858
0.240767759,0.001512859,1,4.0,1.0,31.40240797,0.000729305,10,0.001512859,4,640,0.556818182,5.84e-06,7.06,1,0.0,2.2,7,3.5,0.519552354,5,2.92e-06,0.000148787,1.0,1.700978249
0.703761176,0.003025719,2,6.0,2.0,68.30685959,0.001274756,18,0.001512859,12,1458,1.909090909,1.38e-05,9.86,2,0.000681737,3.6,11,11.5,0.756624646,8,3.45e-06,0.000149321,2.0,2.395235638
0.703786907,0.003025719,2,6.0,2.0,66.99926039,0.001265019,18,0.001512859,12,1449,1.909090909,1.98e-05,9.96,2,0.000121487,3.6,11,11.5,0.756624646,8,4.95e-06,0.000148898,2.0,2.395793829
0.543378335,0.003025719,2,4.0,2.0,69.45260532,0.001261121,14,0.001512859,8,833,1.590909091,4.19e-05,8.63,2,0.000874205,2.8,8,10.0,0.590686905,6,1.05e-05,0.000158881,2.0,2.288502492
2.010596397,0.004538578,3,13.0,3.047619048,184.5342225,0.001517066,38,0.002136871,39,11476,5.011363636,0.001066767,32.06928571,2,0.008162885,7.0,25,20.5,3.648314896,16,0.000177795,0.000169062,2.7,3.753190584
0.185215921,0.001512859,1,3.0,1.0,28.41982619,0.000767889,8,0.001512859,3,332,0.477272727,6.92e-06,4.9,1,0.0,1.8,5,3.0,0.369436583,4,3.46e-06,0.000138927,1.0,1.644897574
1.049764842,0.004538578,2,7.0,3.0,121.8775647,0.001908966,26,0.001512859,21,2704,3.818181818,9.08e-05,14.73,2,0.009414356,4.6,14,14.0,1.293542578,10,1.82e-05,0.000152952,2.4,3.14948393
0.629692463,0.003025719,2,5.0,2.0,62.71354126,0.001335493,16,0.001512859,10,1136,1.75,1.49e-05,9.8,2,0.003456899,3.2,9,10.5,0.677643427,7,3.73e-06,0.000139179,2.0,2.340758172
2.335807316,0.006051437,3,13.0,4.0,234.6975113,0.002179656,46,0.001512859,52,10258,7.954545455,0.000706163,30.31571429,2,0.025518322,7.6,23,23.5,3.113583741,17,8.83e-05,0.00016975,3.1,4.347224047
0.543213566,0.003025719,2,4.0,2.0,50.90308191,0.001343458,14,0.001512859,8,798,1.590909091,9.22e-07,8.4,2,0.005212612,2.8,8,10.0,0.732698739,6,2.3e-07,0.000126008,2.0,2.286637147
0.493828016,0.003025719,2,4.0,2.0,43.69938113,0.001376546,14,0.001512859,8,539,1.590909091,2.2e-07,5.6,2,0.002494991,2.8,8,10.0,0.480061744,6,5.51e-08,0.000117151,2.0,2.279789994
0.803341549,0.003025719,2,6.0,2.333333333,92.42087885,0.001168027,18,0.012433065,12,2295,1.909090909,0.000197148,11.44071429,2,0.003769268,3.6,12,12.0,1.64844353,8,4.93e-05,0.000176647,2.0,2.468887836
2.673098731,0.006051437,3,22.66666667,4.433333333,283.4949036,0.001909606,54,0.023603614,68,18090,7.636363636,0.001971191,41.06214286,2,0.00764728,9.2,33,23.5,5.637766915,21,0.000246399,0.000199641,3.7,6.400002537
0.753111286,0.003025719,2,7.0,2.0,56.88689639,0.00133375,20,0.001512859,14,1720,2.068181818,5.68e-06,9.1,2,0.001138495,4.0,12,12.0,0.778363777,9,1.42e-06,0.000127943,2.0,2.451170679
0.518520987,0.003025719,2,4.0,2.0,51.7283042,0.001338396,14,0.001512859,8,665,1.590909091,7.7e-07,7.0,2,0.001794029,2.8,8,10.0,0.541291484,6,1.92e-07,0.000129685,2.0,2.283136919
0.247421351,0.001512859,1,4.0,1.0,38.02427551,0.000699959,10,0.001512859,4,735,0.556818182,0.000105261,7.894285714,1,0.0,2.2,7,3.5,0.801646514,5,5.26e-05,0.000154967,1.0,1.703560939
2.081603705,0.006051437,2,11.0,4.1,232.2019681,0.002228381,42,0.0036969,44,9492,7.318181818,0.001943573,29.085,2,0.016294169,6.8,21,20.5,2.967455621,15,0.000277653,0.000172622,3.1,4.248294404
1.112257427,0.003025719,2,10.0,2.0,104.9677728,0.001167244,26,0.001512859,20,4628,2.545454545,0.000233342,17.72428571,2,0.011155562,5.2,17,14.5,2.128248006,12,5.83e-05,0.000168095,2.0,2.640860224
1.098559352,0.004538578,2,7.0,3.0,139.4688988,0.001822933,26,0.001512859,21,3523,3.818181818,0.000674328,17.875,2,0.004407302,4.6,13,13.5,1.984049395,10,0.000134866,0.000161681,2.4,3.158930326
4.494855955,0.007564297,4,24.2,5.547619048,404.2994431,0.0023157,74,0.008783335,110,32930,13.92045455,0.012195479,54.15785714,2,0.079210226,11.8,43,34.5,6.09248778,27,0.001219548,0.00018943,3.8,6.730944695
0.240831967,0.001512859,1,4.0,1.0,32.87605773,0.000672412,10,0.001512859,4,780,0.556818182,2.21e-05,4.908333333,1,0.0,2.2,7,3.5,1.194108567,5,1.11e-05,0.000152161,1.0,1.71813378
1.704584632,0.006051437,3,10.0,4.0,192.9142747,0.002101144,40,0.001512859,40,9520,6.045454545,0.00035452,37.04666667,2,0.003220088,6.4,19,16.5,4.987908413,14,5.06e-05,0.000169147,2.8,4.856076239
2.826153731,0.004538578,3,22.0,3.027777778,223.9944597,0.001467165,56,0.001772864,66,28784,6.443181818,0.000495067,37.71666667,2,0.008548049,10.6,40,25.0,5.642011834,25,8.25e-05,0.000190114,3.0,5.148047701
2.826153731,0.004538578,3,22.0,3.027777778,223.9944597,0.001467165,56,0.001772864,66,28784,6.443181818,0.000495067,37.71666667,2,0.008548049,10.6,40,25.0,5.642011834,25,8.25e-05,0.000190114,3.0,5.148047701
1.853126465,0.004538578,2,14.0,3.0,177.6306712,0.001656139,40,0.001512859,42,12520,5.011363636,0.00029659,24.06666667,2,0.004370994,7.4,26,18.0,3.934139439,17,5.93e-05,0.000181422,2.7,4.019030653
0.271709897,0.001512859,1,4.0,1.0,40.94702397,0.000696033,10,0.001512859,4,915,0.556818182,2.17e-05,10.67,1,0.0,2.2,7,3.5,0.983277592,5,1.09e-05,0.000165289,1.0,1.710227127
2.501566127,0.006051437,3,15.0,4.0,259.9946967,0.002207842,50,0.001512859,60,13575,8.590909091,0.000390485,30.52833333,2,0.040683126,8.4,26,23.0,3.735142784,19,5.58e-05,0.000185529,3.4,4.487365921
3.679895834,0.007564297,3,18.0,5.566666667,389.5269104,0.002461249,66,0.029905394,90,26136,12.32954545,0.001973512,47.4397619,2,0.061571136,10.2,34,28.0,6.212117314,23,0.000219279,0.000202634,3.8,6.12774226
3.383675643,0.009077156,3,14.0,6.0,355.3106641,0.003301303,70,0.001512859,84,17885,15.27272727,0.000290611,44.43,2,0.028019881,9.2,26,27.0,4.712245948,20,2.91e-05,0.000174155,4.2,6.424719257
1.374097359,0.004538578,2,9.0,3.0,159.3784772,0.001780623,30,0.001512859,27,5055,4.295454545,0.000143668,21.9,2,0.021519802,5.4,17,15.5,2.290198096,12,2.87e-05,0.000173913,2.7,3.280125786
0.506178511,0.003025719,2,4.0,2.0,51.69488869,0.001344061,14,0.001512859,8,602,1.590909091,1.76e-06,6.3,2,0.000221198,2.8,8,10.0,0.507718034,6,4.4e-07,0.000132679,2.0,2.281459059
0.617299576,0.003025719,2,5.0,2.0,60.09579066,0.001300428,16,0.001512859,10,976,1.75,4.52e-06,8.42,2,0.002012547,3.2,10,11.0,0.645999485,7,1.13e-06,0.000140845,2.0,2.337259943
2.507392441,0.007564297,2,11.0,5.0,232.9872739,0.002702013,52,0.001512859,55,9438,10.34090909,0.00040662,31.55142857,2,0.012133537,7.4,22,26.0,2.506045794,16,4.07e-05,0.000149076,3.5,5.145027196
0.777781301,0.003025719,2,7.0,2.0,51.06720067,0.001300627,20,0.001512859,14,1790,2.068181818,8.12e-07,9.8,2,0.001243436,4.0,13,12.5,0.930280422,9,2.03e-07,0.000112625,2.0,2.453031769
0.530864993,0.003025719,2,4.0,2.0,42.05951291,0.001366058,14,0.001512859,8,700,1.590909091,2.03e-07,7.7,2,0.000615136,2.8,8,10.0,0.563030615,6,5.06e-08,0.00011084,2.0,2.284742743
0.277779667,0.001512859,1,5.0,1.0,23.01015569,0.0007209,12,0.001512859,5,888,0.636363636,3.86e-07,7.0,1,0.0,2.6,9,4.0,0.68729097,6,1.93e-07,0.000111782,1.0,1.755573674
1.311744627,0.004538578,2,9.0,3.0,91.85560403,0.001761285,30,0.001512859,27,3705,4.295454545,4.44e-06,16.1,2,0.001955805,5.4,17,17.5,1.607409313,12,7.4e-07,0.000120395,2.4,3.287395049
2.118551301,0.004538578,3,13.0,3.0,182.5145153,0.001526064,38,0.001512859,39,11514,5.25,0.001003793,35.51571429,2,0.016578715,7.0,26,22.0,3.32685876,16,0.000167299,0.000164042,3.0,3.593121113
0.327205682,0.001512859,1,5.0,1.0,38.23908886,0.000651331,12,0.001512859,5,1434,0.636363636,9.32e-06,11.33,1,0.0,2.6,9,4.0,1.304990996,6,4.66e-06,0.000154178,1.0,1.779750581
3.47906658,0.007564297,3,18.0,5.166666667,306.5168229,0.002498841,66,0.006972962,90,21681,12.32954545,0.000202041,41.79833333,2,0.029228991,10.2,34,28.0,5.44635966,23,2.24e-05,0.000171644,3.8,6.024564127
2.1298384,0.006051437,3,12.0,4.0,193.6334978,0.002163911,44,0.001512859,48,9526,7.636363636,6.11e-05,26.86833333,2,0.006633845,7.2,22,21.0,3.730769231,16,8.72e-06,0.000158153,3.1,4.330316025
4.717655979,0.009077156,3,20.0,6.0,380.9914324,0.002959829,82,0.001512859,120,31693,17.65909091,0.000480198,53.50071429,2,0.029826499,11.6,38,34.0,6.835863134,26,4.37e-05,0.00016592,4.2,7.091223413
0.530866486,0.003025719,2,4.0,2.0,52.63006113,0.001322465,14,0.001512859,8,742,1.590909091,5.96e-07,7.72,2,0.00265131,2.8,8,10.0,0.598533573,6,1.49e-07,0.000132468,2.0,2.284921088
0.654355783,0.003025719,2,5.0,2.0,62.49214154,0.001255525,16,0.001512859,10,1232,1.75,8.26e-06,10.5,2,0.010350862,3.2,10,11.0,0.865063031,7,2.07e-06,0.000139179,2.0,2.342457414
0.530866527,0.003025719,2,4.0,2.0,53.20447752,0.001333724,14,0.001512859,8,728,1.590909091,6.39e-07,7.7,2,0.00063233,2.8,8,10.0,0.598533573,6,1.6e-07,0.000134553,2.0,2.284850596
0.543217763,0.003025719,2,4.0,2.0,59.01891753,0.001326173,14,0.001512859,8,812,1.590909091,2.11e-06,8.4,2,0.002257962,2.8,8,10.0,0.732698739,6,5.29e-07,0.000142857,2.0,2.286691999
2.410664039,0.006051437,3,17.5,4.533333333,263.4940906,0.00198688,50,0.005039264,60,15725,7.318181818,0.001045899,38.8297619,2,0.010424821,8.4,29,20.5,5.416516594,19,0.000149414,0.000189825,3.7,5.749459113
0.543220132,0.003025719,2,4.0,2.0,58.21331354,0.00130261,14,0.001512859,8,840,1.590909091,2.62e-06,8.82,2,0.004525582,2.8,8,10.0,0.732698739,6,6.54e-07,0.000139743,2.0,2.287399965
0.950674967,0.003025719,2,8.0,2.066666667,77.78953694,0.001211171,22,0.00260488,16,3080,2.227272727,1.27e-05,13.02,2,0.006982603,4.4,16,14.0,1.593388217,10,3.17e-06,0.000151126,2.0,2.556399567
1.592471359,0.004538578,2,10.0,3.0,162.6187616,0.001707725,32,0.001512859,30,7120,4.534090909,0.000628278,27.65142857,2,0.008783877,5.8,19,16.5,2.803447389,13,0.000125656,0.00016292,2.7,3.373096124
1.025099769,0.003025719,2,8.0,2.0,116.2287539,0.001087375,22,0.001512859,16,3795,2.227272727,8.81e-05,18.44071429,2,0.027662117,4.4,16,14.0,2.055183946,10,2.2e-05,0.000193424,2.0,2.533434907
1.00036529,0.003025719,2,8.0,2.0,111.2580144,0.001096515,22,0.001512859,16,3454,2.227272727,7.81e-05,17.67071429,2,0.059178639,4.4,16,14.0,1.869693851,10,1.95e-05,0.000189789,2.0,2.524399988
1.309412664,0.003025719,2,11.0,2.066666667,121.0619688,0.00104449,28,0.00260488,22,6426,2.704545455,0.000150433,20.82071429,2,0.017833469,5.6,22,17.0,2.531000772,13,3.76e-05,0.000192197,2.0,2.744934797
1.296395197,0.004538578,2,13.33333333,4.066666667,117.1785678,0.00160315,32,0.044352004,30,5184,3.818181818,3.35e-05,21.24,2,0.000103149,5.8,20,16.0,3.14252637,13,5.58e-06,0.000150083,2.4,4.085047803
0.938340491,0.003025719,2,18.0,2.4,77.1190452,0.001111288,24,0.044352004,18,3648,2.068181818,1.65e-05,15.42,2,0.0,4.8,18,13.0,2.572034988,11,4.13e-06,0.00015006,2.0,3.167016732
0.197591507,0.001512859,1,3.0,1.0,27.69576224,0.000700534,8,0.001512859,3,480,0.477272727,1.36e-05,4.93,1,0.0,1.8,5,3.0,0.998713661,4,6.8e-06,0.000132873,1.0,1.656468188
1.312366256,0.004538578,2,9.0,3.0,125.9640612,0.001673697,30,0.001512859,27,5970,3.818181818,0.000176497,26.88142857,2,0.003235168,5.4,18,14.0,3.405068176,12,3.53e-05,0.000145645,2.7,3.600444873
2.008189521,0.004538578,3,15.0,3.1,148.8853594,0.001554946,42,0.0036969,45,12600,5.25,0.000492829,28.88142857,2,0.001112125,7.8,26,20.0,4.504502187,18,8.21e-05,0.000147623,2.7,4.187277574
4.648474341,0.007564297,3,24.0,5.1,338.247592,0.002413829,78,0.0036969,120,36972,14.71590909,0.000950644,50.69142857,2,0.01944966,12.6,43,34.5,6.889374839,29,9.51e-05,0.000161031,4.1,6.671083342
