Global Relative Change in Avg Clustering,Degree Centrality,Local Gravity Model Centrality,LGC Scores,Betweenness Centrality,I-GSM Values,H-GSM_1,Centrality Values,Subgraph centrality,DIL Centrality,Extended Degree,Extended Improved Gravity Index Values,Improved Gravity Index Values,EHCC Value,Second order centrality,DNC Scores,Closeness Centrality,HCC Value,Local-Global Centrality,K-Shell Value,Semi local centrality,H Values,Node H-Index,MDD Value,Leverage Centrality
8.42e-05,0.003722084,582,2287548,0.000362837,268.7820291,344.896799,473.7847077,507.0359516,22.94793233,42.4,10723.5,1150.0,8.940149045,-6756.281679,8.002558666,0.000108814,1.081068396,3.034041962,5,6886,0.970959351,5,5.7,-0.401488367
0.000123574,0.003101737,320,990186,0.000129502,200.4339794,321.2737169,327.1550707,239.5022476,8.318518519,28.6,7260.0,611.0,6.502271506,-7580.722414,7.415883087,0.000104613,0.897198237,2.358140522,4,4528,0.472917065,4,4.7,-0.294216301
0.000633466,0.001861042,114,317636,0.0,149.626705,304.1759214,162.6467027,67.06695146,3.0,17.0,3491.75,293.25,3.881627315,-9151.46482,3.837426901,0.000102501,0.45821719,1.344792435,3,2198,0.095337066,3,3.0,-0.579710145
0.000314868,0.005583127,810,1792125,0.00336342,234.7135617,340.3792935,396.6715354,347.62486,69.73670408,41.4,8718.75,932.5,9.710977751,-6016.207598,13.28977178,0.000108826,1.060581849,4.42471662,5,5134,0.643869973,7,7.5,0.007275508
0.000681068,0.007444169,1440,3568554,0.00203655,291.503428,361.321931,572.4993984,621.7778628,68.08585648,55.2,13266.25,1183.75,13.65980796,-5508.004646,17.41639515,0.000111807,1.132693203,6.229159481,5,7372,1.42167985,8,9.3,0.130177401
0.000644497,0.004342432,602,1447458,0.000137385,226.2681118,335.7304274,387.6025335,413.4927658,11.20761905,38.6,9152.5,818.75,9.24170757,-6571.703127,9.825486064,0.000108483,1.051975923,3.420152602,5,5342,0.579336206,7,6.7,-0.23208287
0.000662556,0.000620347,16,95557,0.0,126.7235967,293.0515914,89.18693578,21.32036817,1.0,7.0,2095.0,64.0,1.492888109,-14668.04476,1.225,9.53e-05,0.099899681,0.433562147,1,1332,0.04603289,1,1.0,-0.882352941
0.000146249,0.005583127,1098,3434021,0.000506106,280.1560159,333.9777329,608.4119606,1162.700865,45.14610794,54.2,14055.75,1237.5,13.07493461,-5839.271976,12.53180309,9.92e-05,1.242173337,4.36193468,5,9285,3.180868071,7,8.1,-0.119966107
0.000622198,0.00248139,240,862540,0.0,190.5280103,308.272136,301.7583037,314.7426484,4.0,26.4,7273.75,572.0,6.478943786,-7901.951838,5.20745614,9.68e-05,0.963182974,1.815031396,4,4818,0.756455101,4,4.0,-0.557557355
0.000255219,0.012406948,4620,15298731,0.003586785,420.2368282,374.5696957,1311.968578,4845.587918,351.2697685,104.4,30759.0,2018.75,25.81772061,-4558.292518,29.0044141,0.000105731,1.492167962,10.56242549,5,18920,14.52127936,9,14.9,0.341478934
0.000703912,0.000620347,12,54145,0.0,107.2880375,279.181726,63.00146324,15.46071711,1.0,5.4,1565.0,47.75,1.335025617,-14869.35384,1.318181818,9.13e-05,0.058174197,0.412908592,1,1009,0.038632895,1,1.0,-0.846153846
0.000572009,0.00248139,176,571320,0.0,169.1615488,302.5472934,270.5807476,274.596835,4.0,20.0,7957.5,465.0,5.987180681,-8036.653507,5.67972028,9.48e-05,0.773272187,1.779898576,4,4004,0.868600943,4,4.0,-0.460649644
0.001058069,0.001240695,14,21430,0.002479849,95.38947068,287.2269474,48.07417263,5.099616361,3.3,4.0,891.25,25.25,1.133391853,-15865.50398,2.5,9.7e-05,0.027068181,0.842883711,1,543,0.016961394,2,1.7,-0.214285714
0.000630898,0.00248139,356,2345508,0.0,274.9157756,346.1408077,459.4060679,924.2075532,4.0,38.0,13584.25,988.0,7.738887894,-7771.258209,5.045071786,0.000108319,1.170559994,2.045952119,4,8306,1.660999667,4,4.0,-0.626219206
0.000228272,0.00248139,232,1251132,3.99e-05,231.7288283,336.8297937,340.1658024,394.8792716,7.265625,25.6,9009.25,776.0,6.709129017,-8043.593767,5.457152516,0.000105519,1.067098993,1.987117168,4,5525,0.903763232,4,4.0,-0.414120194
0.000633932,0.000620347,30,364715,0.0,174.4023933,318.0140475,135.9277319,90.38681145,1.0,12.6,4551.75,121.25,2.0997707,-14415.31595,1.144827586,0.000103178,0.298151267,0.471619813,1,2697,0.148919383,1,1.0,-0.935483871
0.000604888,0.004342432,700,3117696,0.000188997,286.74416,347.2388253,561.5048256,1071.378937,41.37322677,44.2,14201.0,1058.0,10.89010784,-6493.253099,10.17770389,0.000106326,1.18120096,3.568971975,4,9071,2.529353332,4,6.1,-0.171655422
0.000250403,0.004342432,518,1623228,0.000316412,229.6150671,338.331248,366.3693205,460.8910625,16.94871795,33.8,10052.75,903.75,8.606635377,-6817.095008,10.87010231,0.000106225,1.114410089,3.439331967,5,5740,1.602046848,5,6.1,-0.072461097
0.000751509,0.003101737,320,1219049,0.0,219.1425523,334.142033,323.4017968,392.2906986,5.0,28.6,9270.5,850.0,7.680047293,-7594.526247,7.501054692,0.00010609,1.090118591,2.443614249,5,5233,1.154879493,5,5.0,-0.322222222
0.000751509,0.003101737,320,1219049,0.0,219.1425523,334.142033,323.4017968,392.2906986,5.0,28.6,9270.5,850.0,7.680047293,-7594.526247,7.501054692,0.00010609,1.090118591,2.443614249,5,5233,1.154879493,5,5.0,-0.322222222
0.000193364,0.005583127,1098,3858869,0.00091145,298.9019082,352.888712,603.3910369,1212.875298,64.5421725,54.2,15523.5,1348.75,12.82234603,-5966.16979,13.21156548,0.000107805,1.247483071,4.605061872,5,9413,3.488317586,6,7.8,-0.081725352
0.000360713,0.001861042,177,1175265,0.000164176,225.1762961,329.2919733,264.766015,315.4255967,8.81812596,25.4,7776.75,594.0,5.601035434,-8830.753555,3.86061706,0.000104275,1.061789259,1.463050652,3,4965,0.678767899,3,3.0,-0.685770751
0.000687112,0.001861042,96,334324,0.0,147.4243216,291.0645935,159.0964301,79.04637913,3.0,14.6,3591.25,311.25,3.223664505,-9570.79775,4.438011696,9.28e-05,0.357575866,1.288710082,3,2343,0.242254569,3,3.0,-0.413043478
0.000687112,0.001861042,96,334324,0.0,147.4243216,291.0645935,159.0964301,79.04637913,3.0,14.6,3591.25,311.25,3.223664505,-9570.79775,4.438011696,9.28e-05,0.357575866,1.288710082,3,2343,0.242254569,3,3.0,-0.413043478
2.65e-05,0.005583127,810,2236545,0.001396804,252.5187455,338.4713638,430.7672291,218.0027562,110.778701,41.4,9351.0,1090.0,9.514209451,-6076.666196,12.43164962,0.000102438,0.936688044,4.407351197,5,5450,1.072459286,6,7.5,0.03015632
0.000657144,0.001240695,64,332500,0.0,161.6074982,304.0575983,180.9984649,74.39826155,2.0,14.0,3973.75,222.5,3.08159507,-10641.77795,2.326680672,9.68e-05,0.267055999,0.899602746,2,2407,0.184169991,2,2.0,-0.777089783
0.002389804,0.008684864,2282,8182308,0.005742684,368.8988022,372.5241825,894.6133563,2042.286682,268.2497569,73.6,21761.25,1788.75,16.10908602,-5065.189167,20.11853424,0.00010846,1.347680126,7.472559445,5,13120,6.611413752,9,11.3,0.196105832
0.000652129,0.00248139,272,1524042,2.22e-06,229.9106413,325.7295567,362.6490923,551.4962415,5.969298246,29.6,9720.25,801.0,6.998835585,-8124.625702,5.56984127,0.000102522,1.108580846,1.925809062,4,6351,1.064347901,4,4.0,-0.438181818
6.26e-05,0.009925558,3440,11641968,0.007160386,415.7672888,376.1621246,1016.72231,2994.810886,336.5687507,95.6,24538.25,2046.25,20.77842069,-4761.628001,21.08500544,0.000107968,1.455221956,8.589725778,5,15594,9.223939504,10,12.1,0.142068251
0.000652129,0.00248139,272,1524042,2.22e-06,229.9106413,325.7295567,362.6490923,551.4962415,5.969298246,29.6,9720.25,801.0,6.998835585,-8124.625702,5.56984127,0.000102522,1.108580846,1.925809062,4,6351,1.064347901,4,4.0,-0.438181818
0.00021873,0.00248139,312,1801272,9.16e-06,239.2114551,325.919527,423.678568,687.6521751,7.809877956,33.6,11199.75,837.0,7.326781556,-7925.140446,5.286928105,0.000102533,1.128823761,1.928654101,4,7320,1.245479552,4,4.0,-0.524761905
0.00017977,0.006203474,1310,4804380,0.002155494,310.0641937,348.3348404,608.099801,1233.357046,104.4841018,58.4,14830.0,1472.5,11.50535273,-5766.998717,13.01289977,0.00010408,1.26064634,5.040986305,5,9940,3.558206706,6,8.2,0.02136985
0.000396457,0.003101737,610,3679409,7.79e-05,299.1442259,336.6933307,550.0672016,1180.126534,10.23523142,51.8,14361.25,1465.0,9.306782272,-7011.083302,5.94451652,0.000103295,1.225226613,2.483516867,5,10061,2.083113977,5,5.0,-0.642781284
0.000683212,0.001861042,201,1400870,0.0,227.434825,322.7965951,289.3165478,317.3162918,3.0,28.6,7707.25,617.25,5.345469528,-9235.900471,4.244973545,0.000101947,0.943470316,1.435611899,3,5289,0.597321974,3,3.0,-0.550868486
0.001662855,0.017369727,6048,19594866,0.020157678,400.678136,383.6727144,1373.225804,2771.875468,652.7504857,103.2,25786.75,1918.75,24.40237899,-4787.75736,45.55954291,0.000104767,1.458528895,14.6789625,5,15556,11.88637769,9,19.9,0.613713613
0.000683212,0.001861042,201,1400870,0.0,227.434825,322.7965951,289.3165478,317.3162918,3.0,28.6,7707.25,617.25,5.345469528,-9235.900471,4.244973545,0.000101947,0.943470316,1.435611899,3,5289,0.597321974,3,3.0,-0.550868486
0.000313943,0.001861042,33,23426,0.000260192,92.5119223,295.0847313,47.98294924,4.750066771,5.533333333,6.2,540.25,50.5,0.607738884,-10733.72077,3.733333333,0.00010421,0.063738311,1.292928452,2,458,0.002555424,2,2.7,-0.064285714
3.31e-05,0.00248139,84,76446,0.000130256,109.8636796,303.4756493,87.97833105,9.620372563,10.62857143,10.8,1200.75,134.25,1.403342768,-9033.406341,5.283333333,0.000106,0.13556304,1.765124247,3,916,0.005453058,3,3.7,-0.103174603
0.001144086,0.004962779,464,692968,0.000833132,164.6868854,307.1357316,299.2266433,111.3268816,49.57708333,28.0,5456.75,445.0,5.979359392,-6698.273544,11.83888889,0.000100664,0.49997492,3.564960315,4,3096,0.243806988,6,6.8,0.086087768
0.000225914,0.005583127,558,752210,0.002224109,180.7288591,324.2632098,238.1415257,92.84895288,56.20965309,30.2,5087.75,557.5,5.324427645,-7016.531663,14.2547619,0.00010502,0.50124682,4.201793948,5,2475,0.197345643,6,6.6,0.145383822
0.000617778,0.001861042,132,481250,0.0,170.3417504,312.3953061,214.0949459,89.44883017,3.0,19.4,5881.5,373.5,4.387495969,-8992.655168,3.843434343,0.000104188,0.627885063,1.383535595,3,2859,0.072606544,3,3.0,-0.632820513
0.001116676,0.008684864,1638,3745806,0.004219815,273.1539694,352.2829718,711.0350288,571.3524678,281.0856398,55.2,15202.5,1147.5,13.42000287,-5370.322978,21.24105339,0.000108225,1.04571316,7.026670341,5,7694,0.755255626,7,10.1,0.310228805
0.000559474,0.006203474,1110,3244968,0.005144828,294.7692565,361.5809465,536.8815018,309.4669215,163.8512745,50.4,12701.25,1317.5,11.21149726,-5686.759725,14.51931723,0.000112271,1.016620687,5.23006259,5,6783,0.711418237,8,8.5,0.017270356
0.000510554,0.00248139,300,1247715,1.94e-05,224.2962145,331.0375782,317.253572,205.0536672,6.316964286,32.4,7739.5,727.0,5.978377701,-7944.120306,4.973913586,0.000107527,0.933370356,1.951366891,4,5101,0.141254298,4,4.0,-0.557911758
0.000693811,0.000620347,13,35350,0.0,85.85219304,263.5119894,45.45023222,5.880365917,1.0,5.8,930.0,39.75,0.997173158,-15066.44412,1.307692308,8.83e-05,0.063738311,0.387776782,1,595,0.003912186,1,1.0,-0.857142857
0.000194423,0.00248139,196,412410,9.68e-05,157.2941271,296.9033262,181.4732387,48.21891008,12.49166667,22.0,3401.5,319.5,3.90899287,-8236.979527,5.13084307,9.45e-05,0.571004264,1.741269856,3,2370,0.062072278,4,4.0,-0.426460685
0.000584107,0.001861042,93,128020,0.0,104.5605709,267.7588567,100.5967237,22.38579583,3.0,14.2,1789.0,179.25,2.221944753,-9625.670358,3.983882784,8.85e-05,0.254666619,1.175613428,3,1252,0.02141779,3,3.0,-0.532142857
0.000608095,0.003101737,285,478512,0.0,154.2655027,292.1259603,182.4951505,102.8264049,5.0,25.8,4180.0,508.75,5.575138834,-8139.154663,7.825959065,9.33e-05,0.847629967,2.12624906,5,2553,0.135001365,5,5.0,-0.307936508
7.09e-05,0.008064516,1430,2776614,0.003561657,247.8217313,333.4988694,493.8002511,365.6221151,109.6652907,51.8,10163.25,993.75,11.97575866,-5943.416536,19.84021425,0.00010019,0.978191394,6.179583545,5,5686,1.309835888,7,9.7,0.279923825
0.000627991,0.004342432,476,747168,1.22e-05,169.7333788,298.212419,253.1448104,163.3437054,8.03030303,31.4,5620.0,581.25,7.360474365,-7408.266502,11.38786383,9.39e-05,0.875715668,3.020898385,5,3099,0.255924265,5,6.1,-0.078296703
0.000305953,0.005583127,702,1088919,6.52e-05,184.3131246,304.1602312,322.2717215,215.7200874,28.12210012,36.6,6913.5,657.5,8.96954964,-6818.00141,14.89183208,9.43e-05,0.901777077,3.937154698,5,3695,0.410380605,6,7.2,0.100234488
0.000608095,0.003101737,285,478512,0.0,154.2655027,292.1259603,182.4951505,102.8264049,5.0,25.8,4180.0,508.75,5.575138834,-8139.154663,7.825959065,9.33e-05,0.847629967,2.12624906,5,2553,0.135001365,5,5.0,-0.307936508
0.000122819,0.00248139,196,536664,0.000170034,176.5481231,309.6226722,216.6400208,52.45028742,8.123076923,22.0,4803.75,510.0,4.913869084,-8111.971856,5.064492754,9.85e-05,0.771004264,1.816978619,4,2709,0.172664557,4,4.0,-0.438746439
0.00064022,0.001240695,60,171402,0.0,127.8860856,284.5812613,102.0999151,17.6946476,2.0,13.2,2158.75,160.0,2.156712407,-10944.07011,2.404103143,9.28e-05,0.310795027,0.838393972,2,1361,0.027995517,2,2.0,-0.697777778
0.000707577,0.003722084,378,633780,2.99e-05,165.4506353,296.9410745,226.4768351,125.9028175,8.537664541,28.8,4867.0,565.0,6.132281179,-7718.06923,8.897387637,9.39e-05,0.863569919,2.586025959,5,2862,0.18980277,5,5.7,-0.184745684
0.000388302,0.004342432,623,1621737,0.001147606,224.5616873,316.6726598,304.610611,201.3631479,42.21145125,39.8,6663.25,947.5,7.68820895,-7126.456718,10.24846619,9.66e-05,0.921765612,3.22155766,5,4523,0.604545082,6,6.1,-0.170988325
0.000360854,0.00248139,148,267430,0.001240695,133.4803904,286.3963819,138.7277361,41.78436703,6.429166667,17.2,2964.25,248.25,3.393798144,-9678.127657,5.537436477,9.27e-05,0.467066748,1.677178221,3,1720,0.060766649,3,3.7,-0.144107744
0.000538173,0.001861042,135,314313,0.0,143.8052619,288.2231312,134.160134,52.45870214,3.0,19.8,3090.0,279.75,3.676550464,-9415.504673,4.016435256,9.33e-05,0.672387231,1.271462913,3,2035,0.065275979,3,3.0,-0.631410256
0.000473956,0.001240695,18,19296,0.0,85.75209833,285.1681078,58.38398616,4.670759165,2.0,4.8,693.75,49.5,0.815094407,-12168.00268,2.833333333,9.95e-05,0.047045968,0.832909285,2,574,0.003182408,2,2.0,-0.380952381
0.000656824,0.00248139,100,77210,0.000873379,94.46005474,269.876252,71.66633789,13.9458949,10.83035714,12.4,1138.25,135.0,1.446350901,-9501.43126,6.2,9.11e-05,0.173748701,1.573653661,3,722,0.020951119,4,3.7,-0.184920635
0.000663635,0.001240695,30,27684,0.0,68.61953496,241.8482214,42.11906655,5.362604073,2.0,7.2,496.0,63.0,0.615603167,-12255.99148,2.533333333,8.05e-05,0.078660743,0.706822982,2,430,0.003326872,2,2.0,-0.512820513
0.001976798,0.001240695,26,22784,0.0,65.82356319,240.9782622,37.62763798,4.998299392,2.0,6.4,473.0,56.0,0.5806922,-13264.37067,3.2,8.04e-05,0.071072337,0.704218503,2,392,0.003159883,2,2.0,-0.346153846
0.001976798,0.001240695,26,22784,0.0,65.82356319,240.9782622,37.62763798,4.998299392,2.0,6.4,473.0,56.0,0.5806922,-13264.37067,3.2,8.04e-05,0.071072337,0.704218503,2,392,0.003159883,2,2.0,-0.346153846
0.000689928,0.001861042,126,467136,0.0,182.5471586,334.0057331,188.6826612,54.18543014,3.0,18.6,3463.75,350.25,3.461671026,-9738.322564,4.496590909,0.000113611,0.609677188,1.477881423,3,2820,0.03798713,3,3.0,-0.388888889
0.000689928,0.001861042,126,467136,0.0,182.5471586,334.0057331,188.6826612,54.18543014,3.0,18.6,3463.75,350.25,3.461671026,-9738.322564,4.496590909,0.000113611,0.609677188,1.477881423,3,2820,0.03798713,3,3.0,-0.388888889
0.000595757,0.001240695,90,516672,0.0,178.9667617,317.3269319,173.3141806,76.63993345,2.0,19.2,4431.25,255.0,3.40839454,-10659.48265,2.535984848,0.000105585,0.622575329,0.940851665,2,3046,0.04528397,2,2.0,-0.8
0.000605037,0.001861042,141,587876,0.0,182.0253556,319.156913,207.842871,91.24855755,3.0,20.6,4812.25,396.75,4.128569381,-9488.782973,4.5875,0.00010563,0.676435814,1.414284111,3,3227,0.06106235,3,3.0,-0.468253968
0.000605037,0.001861042,141,587876,0.0,182.0253556,319.156913,207.842871,91.24855755,3.0,20.6,4812.25,396.75,4.128569381,-9488.782973,4.5875,0.00010563,0.676435814,1.414284111,3,3227,0.06106235,3,3.0,-0.468253968
0.00016372,0.005583127,873,1965848,0.002004324,238.8572283,338.6483341,335.72782,188.7455141,61.82979243,44.2,7053.25,961.25,7.143649457,-6549.799552,12.79630231,0.000108307,0.731389058,4.404378783,5,4741,0.170332264,7,7.8,0.012488329
0.000257063,0.004342432,567,1516953,0.002242759,227.0336955,332.7480755,399.8030857,228.3728756,45.08247088,36.6,7546.75,718.0,7.895618215,-6664.834147,9.779130592,0.000106746,0.939199599,3.403974219,4,5030,0.21528627,6,6.4,-0.127204375
0.00036321,0.007444169,1428,3103932,0.002899814,262.2933999,342.7281124,559.4052555,508.8854844,98.33407828,54.8,10934.5,1061.25,11.57112966,-5888.700463,18.07629454,0.000106918,1.031553868,5.897645364,5,7090,0.461976503,7,9.0,0.182017747
0.000452665,0.00248139,276,931726,1.94e-05,204.1082655,323.4681397,267.3662001,152.2067792,6.316964286,30.0,5836.25,606.0,5.50814016,-8069.697026,4.91734793,0.000105988,0.910605138,1.905691783,4,4280,0.102967687,4,4.0,-0.566977692
0.000387968,0.003101737,350,1141805,0.001851452,228.7720927,346.0159197,302.5777047,79.55709518,13.62735043,31.0,5978.25,708.0,4.487123356,-7487.789128,6.722906699,0.00011325,0.652706818,2.535481983,4,4313,0.103295312,4,4.7,-0.280701754
3.07e-05,0.006203474,1140,2699437,0.001773431,257.1852178,338.5480521,502.7943815,470.2214518,83.65420393,51.6,10883.0,1060.0,10.48404213,-6081.869124,14.5410853,0.000106667,1.02092365,4.889272969,5,6901,0.396736005,7,8.5,0.033867693
0.000555964,0.001240695,78,384552,0.0,167.0684901,315.0132672,148.214115,42.54514889,2.0,16.8,2983.75,221.0,2.651463581,-11054.43081,2.496590909,0.000105219,0.509544624,0.932506576,2,2485,0.024733993,2,2.0,-0.692857143
0.002554412,0.003722084,342,838812,0.001395784,189.1800143,321.8173816,231.4084841,82.96038497,14.95287595,26.4,4391.25,416.25,4.289462936,-8004.109818,9.842622655,0.000105474,0.642574612,2.831074522,3,3257,0.076917565,3,5.1,0.04969475
1.33e-05,0.00248139,236,801366,8.66e-06,194.1179894,322.6322063,274.6950585,146.0134882,8.19047619,26.0,5987.25,562.0,5.587223675,-8164.840533,5.488365801,0.000105921,0.885052488,1.898703055,4,3980,0.098482546,4,4.0,-0.457309582
0.000226357,0.003101737,250,507065,0.000114613,185.3018055,339.2970498,272.2615001,39.1999055,12.32727273,23.0,4669.0,457.0,4.068636022,-7445.301099,6.394641908,0.000114521,0.537884705,2.474165482,4,2936,0.058776045,5,4.7,-0.271153846
0.000393323,0.003722084,348,634607,0.001514528,187.0290798,330.1790536,185.8150956,68.91585636,17.39615385,26.8,4343.75,597.5,4.093214145,-7933.898461,9.330952381,0.000107469,0.48707678,2.875181792,5,2564,0.107688634,6,5.4,-0.173544974
0.001734421,0.003722084,354,781920,0.000377481,198.8069288,341.5816346,284.9923727,106.7062532,10.13429487,27.2,6207.75,660.0,5.40619469,-7179.73754,8.781457431,0.000112575,0.72272939,2.971240316,5,3808,0.154530508,5,5.7,-0.131481481
0.001827939,0.005583127,774,1582349,0.027744478,244.0722476,366.7547108,402.8724495,172.9196471,46.14374398,39.8,8281.0,875.0,7.468815162,-6006.509565,12.68774559,0.000120395,0.788767869,4.740062081,5,5043,0.283982823,6,7.8,0.041167982
0.000229314,0.003722084,408,1040054,0.00131744,224.5660177,352.1703594,313.1667369,94.54309207,26.625713,30.8,6789.25,806.25,5.685937444,-6828.870498,8.117171717,0.000114824,0.72501881,3.068598688,5,4172,0.1896653,5,5.7,-0.237758538
0.000178227,0.005583127,810,1658745,0.001585004,239.9034007,354.2142405,447.3584781,185.1278723,58.53684211,41.4,9075.0,886.25,8.092705385,-5898.250543,11.90007215,0.000114025,0.796865035,4.582976215,5,5387,0.34181108,7,7.8,-0.013912232
0.000458303,0.004962779,552,1034040,0.00371621,210.332373,347.7239041,331.1493764,110.8393993,36.13622004,32.4,6463.5,713.75,5.833359607,-6599.228551,10.06782107,0.000113289,0.748790799,4.002243461,5,3988,0.177922163,6,7.1,0.074067399
0.00027946,0.004342432,399,699975,0.005523688,192.3452496,340.6547572,202.1631597,50.6488437,54.11538462,27.0,3927.75,509.0,3.685328365,-8926.786613,11.54004329,0.000112537,0.479997134,3.453119251,4,2581,0.104834049,4,5.8,0.03481241
0.000367821,0.005583127,873,1729702,0.035425312,255.6653021,369.548282,426.5528929,144.5273131,110.6730159,44.2,8204.5,932.5,7.333348859,-5804.347467,11.09517705,0.000121153,0.809265164,4.776250491,5,5292,0.319202974,7,7.5,-0.021823736
0.000687174,0.00248139,204,446703,0.0,143.6617987,287.0308767,160.7345779,64.71596506,4.0,22.8,2669.0,405.0,3.597244814,-9198.229103,5.925506294,9.36e-05,0.585672316,1.675226965,4,2426,0.044096305,4,4.0,-0.37066365
0.000184818,0.004962779,520,790830,0.000329602,156.2689235,292.2843858,249.0815975,118.0726574,33.26805556,30.8,3904.0,448.0,5.425079718,-7874.505099,13.69693487,9.36e-05,0.622109563,3.371472691,4,3028,0.105704934,4,6.2,0.146469114
0.000102377,0.005583127,648,1022229,0.000257559,170.2615145,303.4591978,317.4121026,161.6992334,25.78526219,34.2,4870.25,490.0,6.265769768,-7228.457144,14.99217296,9.76e-05,0.640073806,3.928344311,4,3664,0.154170998,5,6.9,0.197256338
0.000687174,0.00248139,204,446703,0.0,143.6617987,287.0308767,160.7345779,64.71596506,4.0,22.8,2669.0,405.0,3.597244814,-9198.229103,5.925506294,9.36e-05,0.585672316,1.675226965,4,2426,0.044096305,4,4.0,-0.37066365
0.000549497,0.001861042,132,351600,0.0,137.0328313,285.1090441,137.5945506,46.89246727,3.0,19.4,2286.0,284.25,2.894482462,-9802.607134,4.096934866,9.36e-05,0.479212497,1.253359839,3,2205,0.030804233,3,3.0,-0.522727273
0.000692385,0.00248139,184,397600,0.0,139.0113918,286.8552435,155.9396656,54.54741704,4.0,20.8,2548.0,387.0,3.480620544,-9609.275684,6.536617406,9.36e-05,0.564931389,1.673262307,4,2229,0.041286266,4,4.0,-0.274509804
0.000692385,0.00248139,184,397600,0.0,139.0113918,286.8552435,155.9396656,54.54741704,4.0,20.8,2548.0,387.0,3.480620544,-9609.275684,6.536617406,9.36e-05,0.564931389,1.673262307,4,2229,0.041286266,4,4.0,-0.274509804
0.000692385,0.00248139,184,397600,0.0,139.0113918,286.8552435,155.9396656,54.54741704,4.0,20.8,2548.0,387.0,3.480620544,-9609.275684,6.536617406,9.36e-05,0.564931389,1.673262307,4,2229,0.041286266,4,4.0,-0.274509804
0.000919691,0.006203474,800,1151010,0.002943184,172.9974419,297.8213811,292.7031462,143.3618167,52.34565118,38.0,4216.5,517.0,4.98911182,-7233.000523,14.0770936,9.4e-05,0.555637562,4.266922977,4,3613,0.138517861,5,7.3,0.227257624
0.000548041,0.00248139,188,407436,0.00012863,140.5940153,286.6510206,129.446335,47.75750425,9.546753247,21.2,2156.5,298.5,2.600433521,-9427.08688,5.763601533,9.36e-05,0.37757515,1.675671303,3,2238,0.035293964,3,3.7,-0.279393809
0.001120403,0.001861042,114,293568,0.001536983,132.4780715,284.9063615,93.12607789,24.37789513,7.503840246,17.0,1485.0,184.5,1.6621977,-11278.18818,4.308045977,9.36e-05,0.318394182,1.253434343,2,1757,0.017658069,2,2.7,-0.317171717
0.000424757,0.005583127,711,1116248,0.00048909,177.3460728,304.2358805,316.9045798,163.4000499,30.22848799,37.0,4782.75,520.0,5.518401347,-7246.690497,13.73582375,9.77e-05,0.654243847,3.939343717,4,3886,0.155479324,5,7.2,0.142137395
0.000630482,0.001861042,117,301140,0.000917828,133.3547005,285.437374,94.07607789,25.3335013,7.837173579,17.4,1518.0,279.0,1.690272652,-10933.3973,3.974712644,9.36e-05,0.320418473,1.253703739,3,1791,0.019770899,3,3.0,-0.383838384
6.81e-05,0.003101737,275,535640,0.001064034,150.590672,289.923314,187.5635456,60.80875025,13.17049617,25.0,2755.5,332.25,3.197542188,-8570.75424,6.371538041,9.39e-05,0.471899968,2.113085604,3,2462,0.049228755,4,4.4,-0.198412698
0.000506137,0.004342432,448,798652,0.003303987,169.7459364,307.2948876,243.9064,84.75405003,40.06920635,29.8,3604.0,503.0,4.028078535,-7705.64751,8.913601533,9.98e-05,0.510096378,3.10975981,4,3134,0.081919718,5,5.8,0.061852628
0.000846108,0.00248139,176,373842,0.000930163,138.0721442,286.7294193,127.5096766,35.14432799,12.01428571,20.0,1850.25,292.5,2.19909713,-9715.453906,5.474712644,9.36e-05,0.357342983,1.675332136,3,2015,0.028634201,3,3.7,-0.233239963
0.000630482,0.001240695,62,219334,0.001240695,125.5078004,283.3579211,76.40985457,18.91641957,2.966666667,13.6,1335.5,84.75,1.47375945,-14781.87295,2.108045977,9.35e-05,0.30219985,0.833013808,1,1592,0.009432145,1,1.7,-0.270833333
0.000544825,0.001861042,72,118500,0.0,107.1204167,280.8214318,116.4657895,23.02725998,3.0,11.4,1851.0,171.0,2.217906918,-9970.696706,4.244444444,9.42e-05,0.228107198,1.230509965,3,1234,0.019598024,3,3.0,-0.444444444
0.000125484,0.006823821,891,1225833,0.003522354,198.2830684,335.7709175,367.0643009,156.4430822,89.67059542,39.0,7029.75,688.75,7.40672853,-5958.044705,14.99141414,0.000109601,0.697739243,5.255233628,5,3407,0.105429411,7,8.0,0.214507302
0.000620347,0.001240695,6,846,0.001240695,47.86253241,241.623848,6.720061662,2.254698905,2.5,2.4,27.75,4.25,0.048572248,-21065.79395,2.0,8.39e-05,0.01366128,0.703813361,1,63,0.000563326,1,1.7,0.166666667
0.000373905,0.003722084,234,237540,2.75e-05,121.2681464,280.6852036,173.358976,87.25156017,10.31818182,19.2,4313.75,307.5,5.494005947,-8003.131425,9.99047619,9.04e-05,0.666314356,2.438065441,5,1877,0.422777813,6,6.0,-0.038461538
0.000361399,0.004962779,392,363970,0.000504604,145.2906683,304.7180645,175.4440108,70.81370243,24.32142857,24.4,3721.5,372.5,4.13378238,-7584.026328,12.98095238,9.89e-05,0.469366916,3.50896158,5,1696,0.097666672,6,6.2,0.147408964
0.000852272,0.003722084,246,195672,0.00013741,124.9033856,293.6656473,120.4848964,54.58060846,6.583333333,20.0,2843.0,290.0,3.211242879,-8495.860967,10.01666667,9.74e-05,0.445584178,2.547174108,5,1282,0.045411734,5,5.7,-0.047619048
