Clustering Coefficient,K-Shell Value,Eigenvector Centrality,Centrality Values,Constraint Coefficients,MDD Value,Leverage Centrality,Local Gravity Model Centrality,Density Centrality,Extended Coreness,LGC Scores,Betweenness Centrality,EIGSM Values,Degree Centrality,CLC Values,Second order centrality,DNC Scores,H-GSM_1,Coreness Centrality,PE Values,Societal Capital Scores,DIL Centrality,PageRank Centrality,Global Relative Change in Avg Clustering,Node H-Index
1.0,3,0.0289593,1100.418343,-0.350770283,3.0,-0.927013163,1194,74.21590909,2365,141689668,0.0,8710.852825,0.006637168,40878.02774,-5711.601543,3.339526378,454.748803,30,0.097280845,401,3.0,0.000882136,0.00117052,3
1.0,3,0.022858277,1065.984045,-0.361428491,3.0,-0.887289562,972,67.53409091,1880,103702170,0.0,7398.69358,0.006637168,33176.47164,-5739.638689,3.445660953,443.783011,30,0.092941465,327,3.0,0.000907576,0.001130707,3
0.099334357,10,0.136202355,13790.13737,-0.039086962,45.3,0.648308653,77364,2926.636364,8475,1622749364,0.058904603,50891.28251,0.139380531,313992.9816,-1321.846172,94.96827443,2030.704215,399,1.081254703,1291,4477.050749,0.013889194,0.00087682,17
0.178678679,9,0.102233889,7931.128057,-0.059447399,28.0,0.416828857,38702,1392.125,6966,830243304,0.025354438,35041.82471,0.081858407,244254.0022,-1762.973535,54.15156489,1020.224796,248,0.642351996,1083,1303.4885,0.007951367,0.000671012,14
0.733333333,6,0.021961989,1743.496437,-0.26710344,6.0,-0.414544213,1788,129.3409091,1690,97250340,6.75e-05,8198.411357,0.013274336,40434.02147,-4263.810525,8.130676304,467.5203729,41,0.139926553,304,13.63428571,0.001574249,3.08e-05,6
0.377777778,6,0.042534291,2833.342377,-0.157621039,8.5,-0.177524817,5220,270.4545455,3155,218292371,0.00064649,14011.14914,0.022123894,97946.6839,-3322.174638,13.85275563,519.3752341,71,0.22788932,532,90.37165423,0.00232883,0.002507995,7
0.391666667,9,0.069482614,4835.328993,-0.093955533,14.5,-0.289001439,13328,497.6363636,5342,407642796,0.001770302,22786.99603,0.03539823,150459.1777,-2507.856446,19.99471958,642.0314728,142,0.412348694,849,328.6698303,0.003294445,0.000864942,13
0.666666667,8,0.049378535,2711.506832,-0.151027609,8.7,-0.578729382,5616,239.1136364,3937,250743876,0.000502359,15359.42834,0.019911504,86186.30494,-3357.310211,10.97249118,528.9293689,83,0.239461485,633,40.92977757,0.001996348,0.000538425,8
0.533333333,4,0.031591194,1671.28965,-0.268652434,5.1,-0.361421578,2616,161.3181818,2549,164601346,0.000726581,10159.21683,0.013274336,69956.97503,-4409.3317,8.395617492,475.9485209,40,0.139774265,442,18.20817889,0.00172038,0.000851895,5
0.472727273,6,0.038396578,2993.699001,-0.159567666,9.5,-0.175131008,4741,263.375,2699,164042802,0.000697127,13564.34391,0.024336283,77274.86893,-3156.513386,15.73695632,507.4597127,84,0.237093304,442,75.40800017,0.002489241,0.001394932,8
0.733333333,5,0.018676212,1197.300818,-0.341284826,5.7,-0.259772133,1668,123.6136364,1562,88942334,0.001242856,6781.732878,0.013274336,37893.68673,-4546.698378,8.940200113,457.7875591,36,0.098876712,284,12.82479567,0.001629986,0.000474542,5
0.866666667,5,0.030035287,1835.001117,-0.273634561,5.7,-0.502522019,2190,133.6363636,2207,122997742,6.73e-06,10048.39281,0.013274336,44043.47259,-4199.616751,8.318736857,463.9662238,48,0.147535765,371,7.543859649,0.001496394,0.000573218,5
0.571428571,5,0.022134684,1762.069289,-0.257160835,7.1,-0.164224601,2464,174.3636364,1749,104497568,0.001402248,8357.288538,0.017699115,48819.88165,-3925.418001,11.79387977,471.230441,49,0.142754602,316,30.66246578,0.002055654,0.000209909,6
1.0,4,0.016445464,1016.499838,-0.511558366,4.0,-0.3472568,1012,79.22727273,1380,77440876,0.0,5962.119401,0.008849558,26679.35283,-5840.294093,6.564442537,441.9085081,22,0.076309497,257,4.0,0.001344822,0.00029676,4
1.0,3,0.015679083,805.855845,-0.599570295,3.0,-0.420238095,735,58.70454545,1336,73674022,0.0,5493.723455,0.006637168,25885.83688,-6728.777592,4.697775871,434.584045,16,0.062821929,248,3.0,0.00117452,6.85e-05,3
1.0,3,0.016427604,849.6456502,-0.520988485,3.0,-0.519444444,744,58.94318182,1375,74753978,0.0,5703.908105,0.006637168,26290.87214,-6179.039448,4.164442537,434.7820098,18,0.069297516,251,3.0,0.001001204,0.000752943,3
0.454545455,6,0.047549991,2978.61195,-0.155313856,9.2,-0.200268817,6215,292.25,3523,235543466,0.001030204,15471.37064,0.024336283,100780.9097,-3139.613999,15.22899069,522.2949313,81,0.244547944,576,76.30256308,0.002542809,0.001038528,7
1.0,3,0.017035013,883.1224531,-0.479544122,3.0,-0.598809524,759,59.42045455,1416,76540198,0.0,5848.767864,0.006637168,26830.91916,-6045.782203,3.949291022,435.5427164,21,0.073468625,256,3.0,0.000971386,0.00104332,3
0.583333333,6,0.053864406,2661.109785,-0.162181341,8.1,-0.444054263,6003,251.2840909,4098,291829576,0.000751739,16387.57743,0.019911504,102516.6366,-3389.256609,11.48293722,521.8169783,72,0.227417435,676,46.76214127,0.002073494,0.000570159,7
0.5,2,0.021799203,1000.149242,-0.382871916,3.4,-0.341884395,1212,82.09090909,1743,95729172,0.000685296,7163.756347,0.008849558,53149.06865,-5613.475962,5.838759477,437.250354,24,0.084839353,307,7.649571628,0.001388806,0.001767144,3
0.4,5,0.02278341,1532.702204,-0.208018116,5.7,-0.485232669,1662,62.04545455,1825,47696688,0.008868041,6924.651977,0.013274336,46409.60839,-4485.899977,7.086596728,330.3037566,47,0.13509447,283,37.47391638,0.001837038,0.000935538,5
0.714285714,7,0.046450916,2394.78957,-0.173295413,7.0,-0.749469801,3703,137.5340909,3489,166115224,0.00020041,13292.93025,0.015486726,67867.11843,-3757.936323,8.226557401,395.0013347,68,0.208284986,536,28.54925459,0.00158308,1.78e-05,7
0.0,1,0.000867296,97.35744951,-0.5,1.7,-0.083333333,14,2.068181818,48,156800,0.004424779,413.0399432,0.004424779,1731.0,-10795.06723,2.4,216.3041231,6,0.009457322,9,2.833333333,0.001367394,0.002896849,1
0.177865613,7,0.047450387,4347.054137,-0.086959055,17.6,0.315577332,11063,537.8863636,3270,205831328,0.009134943,17109.50305,0.050884956,106377.1227,-2282.108047,34.03315781,504.4275369,147,0.365144656,504,621.0874808,0.005179872,0.002757303,10
0.4,7,0.038773437,2695.942561,-0.143367652,9.1,-0.365237533,4580,190.1136364,2938,138737772,0.000942181,12121.93296,0.022123894,76938.66456,-3225.905796,12.26465707,406.7067329,79,0.237745199,468,109.2147205,0.002276435,0.000972709,8
0.6,4,0.019192413,1344.897956,-0.261210408,4.7,-0.539196311,1125,55.28409091,1464,42291120,0.000134089,6190.608321,0.011061947,30813.02931,-4615.570334,6.348859931,331.2290306,38,0.11735396,230,13.90121189,0.001329707,0.000858935,5
0.523809524,7,0.032432606,2218.695886,-0.180586307,7.0,-0.674132749,2632,104.6818182,2480,87160172,0.000189979,10145.05322,0.015486726,55535.03721,-3786.753295,8.186902391,367.0223179,66,0.195766439,383,50.92932712,0.001608184,0.000277528,7
0.4,5,0.023159733,1603.95628,-0.208018116,5.7,-0.535232669,1674,63.0,1846,48929100,0.000327005,7119.371035,0.013274336,47080.59875,-4186.038375,7.396120537,331.1764801,49,0.142825867,285,42.68224971,0.001482812,0.00238594,5
0.866666667,5,0.025928903,1847.941614,-0.236578771,5.7,-0.612522046,1734,78.75,1918,62196540,3.14e-05,8471.662036,0.013274336,30276.15679,-4137.111992,7.68754756,347.3381098,53,0.156645185,295,8.975245098,0.001441073,0.000387718,6
1.0,3,0.012752882,882.17766,-0.444266667,3.0,-0.698717949,465,20.04545455,1015,19736668,0.0,3919.714124,0.006637168,14388.86858,-5932.681591,3.97009009,301.3291152,24,0.074879347,158,3.0,0.000913276,0.000514569,3
0.333333333,7,0.044492883,2751.090445,-0.135332101,9.1,-0.392168285,5250,194.8863636,3419,166556280,0.001029983,13300.88885,0.022123894,95660.51262,-3228.444675,12.34853619,410.5955242,84,0.244187552,535,152.1008607,0.002248847,0.003382762,8
0.666666667,5,0.02332743,1793.706564,-0.226776968,5.7,-0.578322912,1560,62.52272727,1742,48911141,4.91e-05,7631.261954,0.013274336,33026.0696,-4157.360978,7.589730099,336.5159092,53,0.153458695,266,18.95768486,0.001444133,0.000314345,5
0.533333333,4,0.016008069,1071.948076,-0.3046952,5.1,-0.257392352,1170,53.93181818,1277,29907792,0.000659566,5061.032765,0.013274336,28158.43189,-4593.720941,9.196700734,319.5096253,40,0.095810556,201,15.4094247,0.001703602,0.000981579,4
0.6,4,0.019205853,1344.897956,-0.261210408,5.0,-0.539196311,1125,55.28409091,1465,42319200,0.000131884,6192.504131,0.011061947,30831.14009,-4612.624764,6.348859931,331.2333981,38,0.11735396,230,13.90121189,0.001318804,0.000858935,5
0.4,6,0.020823729,1566.854074,-0.199490354,6.0,-0.599029028,1392,64.43181818,1565,42541444,0.000179085,6688.464322,0.013274336,39628.6508,-4121.718719,7.342312906,339.6058183,52,0.138595447,238,39.41470383,0.001424234,0.001194849,6
0.533333333,5,0.021625595,1624.324524,-0.224175723,5.7,-0.522767356,1524,63.0,1684,47804350,0.000204495,7054.829497,0.013274336,36481.18181,-4195.507943,7.444275554,336.813857,50,0.142659174,260,24.71480511,0.001473596,0.000648738,5
0.533333333,5,0.021636543,1624.354524,-0.224175723,5.7,-0.522767356,1524,63.0,1684,47829650,0.000202124,7056.729497,0.013274336,36498.19455,-4194.510266,7.444275554,336.8180574,50,0.142659174,260,24.71480511,0.001470535,0.000648738,5
0.533333333,5,0.021625595,1624.324524,-0.224175723,5.7,-0.522767356,1524,63.0,1684,47804350,0.000204495,7054.829497,0.013274336,36481.18181,-4195.507943,7.444275554,336.813857,50,0.142659174,260,24.71480511,0.001473596,0.000648738,5
0.533333333,5,0.021625595,1624.324524,-0.224175723,5.7,-0.522767356,1524,63.0,1684,47804350,0.000204495,7054.829497,0.013274336,36481.18181,-4195.507471,7.444275554,336.813857,50,0.142659174,260,24.71480511,0.001473594,0.000648738,5
0.533333333,5,0.021627126,1624.316063,-0.224175723,5.7,-0.522767356,1524,63.0,1684,47806275,0.000204772,7055.184474,0.013274336,36481.76845,-4194.945162,7.444275554,336.813857,50,0.142659174,260,24.71480511,0.001472845,0.000648738,5
0.533333333,5,0.021625595,1624.324524,-0.224175723,5.7,-0.522767356,1524,63.0,1684,47804350,0.000204495,7054.829497,0.013274336,36481.18181,-4195.507297,7.444275554,336.813857,50,0.142659174,260,24.71480511,0.001473595,0.000648738,5
0.5,7,0.04388079,2358.616488,-0.180048313,8.4,-0.427125704,4743,182.5568182,3404,170431404,0.000885691,12821.90437,0.019911504,82107.26847,-3460.653733,11.90028641,409.0916632,72,0.210004196,536,64.84281228,0.002090354,0.000402141,7
0.607142857,7,0.03476265,2381.833741,-0.167392916,7.7,-0.563848077,3064,116.4545455,2599,92766181,0.000127567,10735.0909,0.017699115,53450.87227,-3565.383411,9.649715309,372.9426887,73,0.208393734,391,40.91215661,0.00179226,0.000404882,7
0.833333333,4,0.013930169,1003.498524,-0.333656795,4.0,-0.616033755,668,29.90909091,1091,22286070,1.68e-05,4411.197956,0.008849558,18090.15043,-5148.223949,5.121605242,308.0150689,30,0.088037421,171,5.485576923,0.001125889,0.000237097,4
0.619047619,7,0.034968846,2144.568519,-0.190103288,7.0,-0.619403818,2765,119.1590909,2649,106301169,0.000133434,10528.51304,0.015486726,55835.29962,-3802.329517,8.481533426,378.2572349,65,0.1874025,402,31.37887218,0.001598777,0.000251516,7
0.5,6,0.031603514,2195.790227,-0.178468672,8.1,-0.334707869,3177,147.4772727,2359,89524130,0.000832479,10220.84342,0.019911504,54356.67119,-3476.371547,12.06488857,376.0313987,68,0.193547689,362,52.9365728,0.002147165,0.000205637,6
1.0,3,0.013347074,900.184325,-0.392562963,3.0,-0.794871795,480,21.23863636,1053,21651546,0.0,4085.152405,0.006637168,14903.16404,-5822.158709,3.547867868,304.1379026,27,0.079840749,163,3.0,0.000887116,0.00106594,3
0.333333333,7,0.031132214,2511.028566,-0.133608183,8.7,-0.535727753,3420,135.3068182,2470,89434025,0.000889544,10196.64439,0.019911504,66650.30945,-3351.588324,10.5051484,377.978197,76,0.227126129,389,138.2609238,0.002013419,0.001467415,8
0.4,5,0.020737752,1644.065167,-0.228232126,5.4,-0.471038891,1440,70.63636364,1576,45561987,0.000351606,6685.747876,0.013274336,40645.52631,-4211.091311,7.6003068,339.6493792,48,0.141790048,246,34.72063732,0.00150601,0.000955822,5
0.6,5,0.019969345,1321.920373,-0.239217075,5.0,-0.635300207,1160,56.47727273,1522,43812366,0.000102997,6292.433237,0.011061947,31888.1513,-4530.130768,6.226637709,335.5613896,42,0.117463374,237,20.67898967,0.001271312,0.000731277,5
0.545454545,8,0.058912684,3488.99282,-0.135920287,10.8,-0.384227481,8052,291.1363636,4397,251170409,0.001128683,17925.98007,0.026548673,99645.73431,-2930.13473,15.68648721,455.5814499,103,0.300112552,683,91.07416758,0.002578988,0.000139365,9
0.4,5,0.029787968,1736.298896,-0.221238196,5.7,-0.55092969,2136,88.77272727,2289,88429120,0.000473465,8684.249733,0.013274336,60457.50559,-4177.645732,7.695112767,358.3019228,50,0.151439266,362,37.09860912,0.001489016,0.001696793,5
0.523809524,6,0.025303857,1947.34493,-0.183684673,6.7,-0.559462105,1967,99.11363636,1897,61712244,0.000315298,8443.126279,0.015486726,41425.03458,-3825.345651,8.457744674,357.9572076,62,0.171937444,288,38.72927406,0.001619919,0.000555529,6
0.571428571,7,0.042522863,2236.031688,-0.176524362,7.0,-0.681376655,3395,126.9545455,3200,146009547,0.000277304,12149.35542,0.015486726,71962.03029,-3781.024573,8.442439828,389.862291,67,0.194983725,492,39.43977183,0.001590947,0.000523009,7
0.833333333,3,0.010979948,911.8906234,-0.421260055,3.7,-0.450793651,508,23.22727273,845,14088806,6.63e-06,3603.769394,0.008849558,13805.01209,-5343.936754,5.735554257,297.7345403,27,0.078658751,131,4.5625,0.001192017,0.000399512,3
1.0,3,0.010024698,683.1139246,-0.475474002,3.0,-0.649769585,366,16.22727273,809,12942464,0.0,3055.424436,0.006637168,11155.20829,-6024.289682,4.035554257,294.8873257,23,0.061992297,125,3.0,0.00094292,0.000623524,3
0.527272727,7,0.053483056,3248.579415,-0.137096496,10.1,-0.409814717,6358,233.625,3839,197757588,0.000733174,16059.37621,0.024336283,89871.05909,-3058.370855,14.01123335,424.7559507,94,0.276366317,589,89.72005714,0.00237532,0.000519925,9
0.288888889,6,0.038362886,2859.281908,-0.14558266,8.8,-0.221835144,4130,165.4545455,2722,116266644,0.000940543,12031.25229,0.022123894,80356.21626,-3302.45643,13.94181921,388.1976992,72,0.233440338,423,136.4151902,0.002365162,0.00420361,6
0.466666667,5,0.0180215,1422.724168,-0.222635875,5.4,-0.443223443,1218,64.90909091,1345,37808064,0.000802174,6078.082079,0.013274336,31553.86859,-4229.122634,8.019879654,336.7298094,46,0.122352604,209,29.82635926,0.001503575,0.001837533,6
0.4,5,0.015252585,1414.473218,-0.215647382,5.7,-0.511111111,1164,51.54545455,1262,29100035,0.00035839,5279.576442,0.013274336,31330.75895,-4194.775805,7.540150092,325.9241637,46,0.128043883,200,36.34756949,0.001478755,0.001383081,6
0.5,3,0.010573832,894.6379177,-0.357216956,3.4,-0.365079365,496,23.22727273,820,13710746,8.94e-05,3476.394001,0.008849558,18677.50514,-5495.267067,5.535554257,297.7060916,25,0.07951968,128,10.35409836,0.001294246,0.002798774,3
0.5,3,0.010580075,900.0779177,-0.357216956,3.4,-0.365079365,496,23.22727273,822,13727094,9.4e-05,3484.507208,0.008849558,18684.7835,-5452.201347,5.535554257,298.3648763,26,0.07989021,128,10.35409836,0.001258538,0.002798774,3
1.0,3,0.010009262,683.1339246,-0.475474002,3.0,-0.649769585,366,16.46590909,807,12973184,0.0,3052.435194,0.006637168,11147.85071,-6035.762198,3.702220923,295.0596035,23,0.062804638,125,3.0,0.000964625,0.00176429,3
1.0,3,0.010009499,682.9422579,-0.475474002,3.0,-0.649769585,366,16.46590909,808,12974080,0.0,3053.053382,0.006637168,11150.05798,-6030.511479,3.702220923,295.0607482,23,0.062804638,125,3.0,0.000957076,0.00176429,3
0.4,5,0.029862622,1751.963,-0.217513024,5.7,-0.556290996,2136,89.25,2282,88446839,0.000420389,8717.277377,0.013274336,60381.75943,-4172.125436,7.604636577,358.4650904,49,0.152476573,362,37.35050306,0.001495077,0.001550123,5
0.533333333,5,0.02204892,1496.854866,-0.235317598,5.7,-0.431559745,1476,82.09090909,1637,56059320,0.000268672,6906.879621,0.013274336,38086.83251,-4242.121054,7.790231214,349.739634,44,0.130017659,252,21.63926241,0.001524655,0.000956067,5
0.476190476,6,0.019820476,1995.538102,-0.229072754,6.7,-0.2121237,1141,76.84090909,1146,35042770,3.03e-05,7149.531375,0.015486726,29548.49629,-3999.431827,10.42369128,348.9899704,46,0.14886327,170,31.08571429,0.001712769,0.002148594,6
0.6,5,0.016069044,1453.166903,-0.293650515,5.0,-0.395154553,730,51.30681818,1010,28826567,8.99e-06,5558.55524,0.011061947,22978.7432,-4704.915554,7.0969236,334.2924494,34,0.112708541,151,12.65384615,0.001318381,0.001163337,5
0.80952381,7,0.041958997,2370.65171,-0.191405245,7.0,-0.641202252,3122,128.625,2959,133161294,2.58e-05,12406.13133,0.015486726,53331.39736,-3789.625764,8.622171976,389.2738628,64,0.198833179,453,16.21516165,0.001619965,0.00038298,7
0.8,5,0.035813673,1794.800155,-0.236285556,5.7,-0.595351573,2484,110.25,2650,119126925,0.000168754,10502.52026,0.013274336,48126.27736,-4169.251182,7.519989436,373.031148,49,0.157913268,420,10.51273983,0.001538576,1.99e-05,5
0.80952381,6,0.04014635,2142.607008,-0.219887791,6.7,-0.559967547,3059,129.1818182,2878,129539700,7.05e-05,11853.23218,0.015486726,51520.85279,-3831.103164,9.171369698,383.6754165,62,0.181094784,444,14.07128254,0.001623668,0.000494453,6
0.866666667,6,0.037192063,1957.565959,-0.238638687,6.0,-0.623648276,2490,108.3409091,2690,119835036,2.22e-05,10947.49756,0.013274336,45770.27197,-4124.634581,7.997767214,377.3060498,53,0.162838291,421,9.082442068,0.001439375,5.86e-05,6
0.571428571,6,0.035446884,1948.093308,-0.194027846,6.7,-0.517740291,2730,112.4772727,2579,108410808,0.000309572,10337.00039,0.015486726,59017.56149,-3843.520724,8.918790333,375.8282239,60,0.167227623,397,36.13112564,0.001632805,0.000689126,7
0.6,7,0.044645161,2716.130041,-0.176302137,8.8,-0.28242318,4600,185.3409091,3087,143433680,0.000520498,13538.94398,0.022123894,67917.0864,-3274.353577,13.99075846,407.6895822,79,0.221782155,470,44.72171319,0.002219756,0.000575193,8
0.933333333,5,0.037598128,1819.526434,-0.257493208,5.7,-0.613533391,2490,102.1363636,2731,117510720,3.24e-06,10731.28964,0.013274336,43407.87697,-4142.662585,7.969791023,369.3036417,52,0.155225233,421,6.595238095,0.001441313,0.00083557,5
0.428571429,5,0.017423559,1583.196535,-0.244696811,6.4,-0.132297154,1085,77.95454545,1064,33325947,7.3e-05,6203.322625,0.015486726,28723.25092,-4069.637086,10.50842876,343.7783285,41,0.125009679,162,31.01558442,0.001797784,0.001823782,6
0.666666667,5,0.031301439,1658.99638,-0.251897361,5.7,-0.457256335,2136,91.15909091,2290,94572712,0.000204955,9147.150231,0.013274336,48293.04105,-4242.142804,7.752330706,362.8398281,45,0.143141361,362,14.39299561,0.001522831,4.32e-05,5
1.0,4,0.025085929,1244.590089,-0.374843094,4.0,-0.668933806,1096,58.54545455,1828,66080552,0.0,7209.028195,0.008849558,27563.36713,-5123.621189,5.39166556,346.5919486,34,0.105140024,278,4.0,0.001093593,0.001173233,4
1.0,4,0.025085929,1244.590089,-0.374843094,4.0,-0.668933806,1096,58.54545455,1828,66080552,0.0,7209.028195,0.008849558,27563.36713,-5123.621189,5.39166556,346.5919486,34,0.105140024,278,4.0,0.001093593,0.001173233,4
0.366666667,8,0.059866173,3752.290022,-0.113928428,13.6,-0.077573123,10080,385.6363636,4191,241542780,0.023637285,18717.20899,0.03539823,115694.122,-2629.761871,21.96021187,485.2288469,116,0.31777282,646,218.3989748,0.003659511,0.000341656,10
0.678571429,7,0.03892212,2507.471291,-0.182750337,7.7,-0.494895041,3096,141.9090909,2655,109304469,0.000156416,11843.20605,0.017699115,54336.75502,-3584.808236,10.62737296,389.4866806,72,0.203667889,395,30.36536214,0.00180546,0.000288302,7
0.560606061,8,0.05889279,3585.828536,-0.125506657,11.7,-0.430152022,7548,275.8636364,4175,222705000,0.001310188,17900.51054,0.026548673,95145.16225,-2917.112839,15.10585006,449.594008,103,0.3086585,641,99.75372813,0.002620178,0.000301815,11
0.821428571,7,0.040263341,2518.879897,-0.20069988,8.0,-0.482966685,3280,133.6363636,2733,118203380,1.72e-05,12230.10202,0.017699115,48684.42355,-3589.996436,10.95901243,389.042782,69,0.201286116,418,15.37523946,0.00178548,7.39e-05,8
0.666666667,4,0.014055842,982.0169544,-0.345598379,4.0,-0.485597588,536,40.09090909,911,25160976,1.38e-05,4539.499062,0.008849558,19496.50168,-5219.428328,5.661026164,326.9460187,27,0.079799721,138,7.982954545,0.001125374,0.000912205,4
0.444444444,6,0.03431485,2180.986942,-0.153655047,7.8,-0.269253542,2871,146.0454545,2260,83129592,0.000752379,10787.7291,0.019911504,57938.98344,-3464.320946,12.26443692,376.0106264,68,0.183400756,328,72.70749377,0.002103531,0.003670879,6
1.0,3,0.01176331,750.0758439,-0.455793112,3.0,-0.628296703,378,28.875,840,22921932,0.0,3672.932332,0.006637168,12935.00903,-6006.112691,3.889597592,321.1364828,21,0.06421458,129,3.0,0.000928388,0.000942305,3
0.607142857,6,0.042880264,2222.144359,-0.191191907,7.4,-0.46389639,3864,152.0909091,3163,147123006,0.000801611,12462.16351,0.017699115,69247.68329,-3666.965744,10.59639811,390.9538269,64,0.193373029,491,30.41214055,0.001908155,0.000246739,6
1.0,4,0.013605262,880.5820248,-0.431362693,4.0,-0.504380657,580,42.95454545,974,27625185,0.0,4377.513706,0.008849558,14376.36068,-5292.162002,5.761113999,329.077912,28,0.075477264,149,4.0,0.001138256,0.001070609,4
1.0,5,0.035963268,1642.652965,-0.273330579,5.0,-0.737678827,2030,83.125,2659,112637708,0.0,10107.04244,0.011061947,39560.65147,-4498.285469,6.303124357,364.2636615,45,0.142207096,411,5.0,0.001245218,0.0009652,5
1.0,5,0.034375718,1684.205088,-0.253204187,5.0,-0.773367309,2010,88.69318182,2598,112127130,0.0,9904.550076,0.011061947,38257.25461,-4467.664522,5.928897122,366.3916319,47,0.147524608,407,5.0,0.001234285,0.001114646,5
0.583333333,7,0.045066573,2846.291675,-0.160373642,8.4,-0.525741685,4788,199.0227273,3411,174562695,0.000363991,14024.51081,0.019911504,74906.17369,-3371.615985,11.30988185,413.0273212,75,0.245673304,541,53.71691275,0.002018751,0.000335805,7
0.355555556,5,0.04067768,2153.135728,-0.178864684,8.5,-0.130161895,4790,207.6136364,3053,153147462,0.010648633,12187.46768,0.022123894,86150.18156,-3764.033378,15.2304349,397.2926616,65,0.187273794,489,67.11696764,0.002922148,0.005833888,6
0.666666667,5,0.032302684,1674.23777,-0.217550866,5.7,-0.46281189,2160,91.63636364,2345,95929323,0.002398524,9371.145286,0.013274336,49124.77678,-4291.433794,7.475563029,363.1348488,48,0.139965366,366,16.10132894,0.001565039,0.000290376,5
1.0,4,0.013605262,880.5820248,-0.431362693,4.0,-0.504380657,580,42.95454545,974,27625185,0.0,4377.513706,0.008849558,14376.36068,-5292.162002,5.761113999,329.077912,28,0.075477264,149,4.0,0.001138256,0.001070609,4
0.464285714,5,0.024858822,1846.961996,-0.171995125,7.1,-0.26887614,1928,120.2727273,1696,57995490,0.002423633,8373.428519,0.017699115,40898.18504,-3740.050157,10.18075115,360.1923097,61,0.153930104,249,44.94432367,0.001963711,0.001027333,6
1.0,5,0.037815635,1783.81307,-0.228510457,5.0,-0.848068438,2115,85.90909091,2778,118907364,0.0,10704.50656,0.011061947,41162.03067,-4436.44385,5.685996557,365.8614035,49,0.155822952,428,5.0,0.001220439,0.001149552,5
0.476190476,5,0.030915937,1578.838103,-0.214782372,6.4,-0.327977366,2520,108.0227273,2305,97150156,0.000474637,9018.645107,0.015486726,58618.08967,-3965.248867,9.585664039,367.4324578,48,0.138549482,367,30.57571094,0.001758691,0.001844484,6
1.0,4,0.011023423,1149.303682,-0.336626157,4.0,-0.659886096,444,30.54545455,723,15826800,0.0,4038.163393,0.008849558,10206.44722,-5105.106547,5.174226132,314.9629729,32,0.096000693,115,4.0,0.001124497,0.000939655,4
0.7,4,0.003669025,555.0096806,-0.387434014,5.0,-0.216583417,235,18.29545455,273,4285130,0.000111267,1849.997962,0.011061947,4642.576005,-5058.330727,7.08015873,297.5367232,24,0.049807613,52,9.466666667,0.001510936,0.000856386,5
0.361111111,5,0.028955901,1879.178719,-0.176798419,7.8,-0.20006957,3078,152.4886364,2142,93081240,0.003644898,9244.221194,0.019911504,58720.2286,-3587.345947,12.25023311,377.5603717,60,0.162775587,351,74.35039119,0.002265127,0.001434512,6
0.4,4,0.006401898,922.5820299,-0.275639706,5.1,-0.162289562,408,29.11363636,425,7936130,0.000445904,2929.500895,0.013274336,9662.663464,-4619.591593,9.128709455,306.2175462,33,0.076575523,74,24.75737179,0.001779215,0.002549012,5
0.7,4,0.003669025,555.0096806,-0.387434014,5.0,-0.216583417,235,18.29545455,273,4285130,0.000111267,1849.997962,0.011061947,4642.576005,-5058.330727,7.08015873,297.5367232,24,0.049807613,52,9.466666667,0.001510936,0.000856386,5
1.0,3,0.00375054,595.7695163,-0.517673217,3.0,-0.51984127,120,8.829545455,239,3285136,0.0,1754.381511,0.006637168,3246.536068,-6346.257246,4.014285714,288.1202979,17,0.050573318,43,3.0,0.001100913,0.001657176,3
0.5,3,0.003755768,599.023802,-0.381791383,3.4,-0.129022556,160,12.72727273,241,3570750,0.004424779,1782.175171,0.008849558,5367.189808,-6337.792994,5.514285714,290.5423084,18,0.050656785,44,6.232736573,0.001642045,0.000624356,3
0.4,5,0.023007524,1508.57086,-0.246878462,5.7,-0.413221804,1644,77.79545455,1721,61919025,0.000956681,7069.770836,0.013274336,45804.97971,-4299.455762,8.275519361,350.9510319,42,0.128982526,280,32.64290072,0.001597876,0.001414541,5
1.0,3,0.004302287,598.7295572,-0.468664846,3.0,-0.58974359,132,10.02272727,285,4129800,0.0,1864.252621,0.006637168,3705.649611,-6055.149905,3.873103708,291.7463433,19,0.052941896,47,3.0,0.000961225,0.001101337,3
0.428571429,6,0.027908061,1723.662676,-0.202982364,6.7,-0.403000875,2177,93.54545455,2036,75877692,0.001772757,8443.42553,0.015486726,52274.07573,-3973.161205,9.28413057,363.5951626,52,0.150444409,318,42.52505095,0.001751508,0.002402723,6
0.305555556,6,0.029762164,2021.232465,-0.156310364,8.1,-0.270386134,2988,131.7272727,2164,85873814,0.001522556,9235.683879,0.019911504,62873.38078,-3488.413534,12.13218464,376.5897076,66,0.174498386,341,103.0164255,0.00209852,0.002598275,6
0.8,5,0.006828959,928.758602,-0.348177397,5.0,-0.361249045,305,20.28409091,415,6966692,8.11e-06,2954.497877,0.011061947,6508.979374,-4778.509809,6.89554238,304.692165,30,0.078110438,66,8.653333333,0.001329979,0.000641802,5
0.6,5,0.007488891,1025.753352,-0.298226786,5.7,-0.220458131,396,27.68181818,456,8880960,8.84e-05,3289.158044,0.013274336,8767.265887,-4413.015838,8.562209047,312.9221592,35,0.086664274,72,17.84957265,0.00154948,0.000262663,5
