LGC Scores,Extended Improved Gravity Index Values,GSM,Node H-Index,Density Centrality,Clustering Coefficient,Societal Capital Scores,Constraint Coefficients,HCC Value,PE Values,Global Relative Change in Avg Degree,Degree Centrality,H Values,CLC Values,HVGc Index,DIL Centrality,Second order centrality,Global Relative Change in Avg Clustering,Local-Global Centrality,Improved Gravity Index Values,Leverage Centrality,Clustered Local Degree,P Value,Subgraph centrality,EHCC Value
5436,202.5,177.0040473,2,2.227272727,0.0,11,-0.5,0.472516369,0.026729089,0.000100355,0.002923977,8.65e-05,147.0,169.2220541,3.55,-3997.08941,0.001461988,0.424782396,31.0,-0.380952381,9.0,97,2.755385371,2.409344435
8194,202.5,178.2455027,3,4.772727273,0.0,14,-0.333333333,0.653706248,0.031757864,0.000881526,0.004385965,3.01e-05,142.0,323.1556211,9.666666667,-3831.449955,0.001461988,0.636336826,57.0,-0.083333333,11.0,138,3.445564712,2.932220516
38772,676.5,169.9991093,3,4.772727273,0.666666667,24,-0.476419753,1.201317598,0.034241271,0.000881526,0.004385965,0.002063945,203.3131791,1577.968012,4.428571429,-3720.222052,0.002211097,0.610702925,101.25,-0.373931624,35.0,259,11.95117494,5.763034516
75416,719.25,182.0866272,4,11.93181818,0.4,34,-0.35042716,1.234540458,0.048013873,0.00244387,0.007309942,0.002658843,326.4458624,3043.656828,15.79365079,-3432.581575,0.000145828,1.102705874,132.75,-0.053102453,40.6,237,15.5900712,7.806402069
89770,957.0,175.5334069,4,11.53409091,0.6,37,-0.41635,1.343787891,0.049335727,0.00244387,0.007309942,0.004440639,313.9202558,3903.940583,10.17202797,-3509.340147,0.007841817,1.052206489,138.75,-0.090598291,51.2,258,23.00222219,8.423571255
82935,925.5,175.5334069,4,11.53409091,0.5,35,-0.381711111,1.317718859,0.047003683,0.00244387,0.007309942,0.004246431,324.4939029,3645.576599,12.48083028,-3510.049862,0.002493642,1.050870846,134.25,-0.062626263,45.0,257,21.31900361,8.288739795
51315,685.75,172.5202394,4,7.636363636,0.666666667,27,-0.480351562,1.159485894,0.037836856,0.001662698,0.005847953,0.002427645,206.907099,2006.009178,7.257142857,-3617.739982,0.004895275,0.829726325,114.0,-0.166666667,38.33333333,238,14.11825366,6.694608358
6664,109.0,197.202736,2,4.534090909,0.0,14,-0.333333333,0.250828551,0.029042151,0.000881526,0.004385965,1.77e-07,118.0,244.3371769,9.4,-3295.145183,0.001461988,0.744959667,33.5,-0.064285714,11.0,26,3.541296851,1.0815213
14222,160.5,223.6495387,3,8.590909091,0.0,20,-0.25,0.33263277,0.040865428,0.001662698,0.005847953,8.15e-07,185.0,523.3541262,21.74285714,-2658.756063,0.001461988,1.128355254,47.5,0.007936508,16.0,30,4.660495572,1.520248969
4476,91.5,203.391898,2,2.386363636,0.0,11,-0.5,0.22431493,0.024009268,0.000100355,0.002923977,3.54e-07,103.0,131.0106225,3.55,-3358.353748,0.001461988,0.510402107,31.0,-0.380952381,9.0,28,2.595183071,0.874747393
1176,42.0,182.2744455,2,1.75,0.0,7,-0.5,0.096637297,0.012951229,0.000100355,0.002923977,6.58e-05,41.0,42.45714618,3.166666667,-3877.915213,0.001461988,0.451342598,15.0,-0.1,5.0,5,2.34090021,0.3676744
1629,48.5,187.5949906,2,1.909090909,0.0,8,-0.5,0.15103872,0.015253995,0.000100355,0.002923977,6.58e-05,47.0,61.86612729,3.333333333,-3867.483982,0.001461988,0.466610553,18.5,-0.2,6.0,17,2.396662777,0.531767844
2899,63.0,192.7918076,2,3.818181818,0.0,10,-0.333333333,0.177107752,0.019916534,0.000881526,0.004385965,2.02e-06,64.0,98.88132086,7.0,-3668.9541,0.001461988,0.725109531,21.0,0.166666667,7.0,18,3.152743022,0.672459785
2691,66.0,194.3563314,2,3.818181818,0.0,10,-0.333333333,0.148330774,0.020133653,0.000881526,0.004385965,0.000655169,58.0,110.3458218,7.666666667,-3411.612111,0.001461988,0.720731668,20.5,0.133333333,7.0,10,3.143817242,0.582087139
1827,50.5,177.0981084,2,1.909090909,0.0,8,-0.5,0.15103872,0.012148666,0.000100355,0.002923977,6.58e-05,48.0,65.50531125,3.333333333,-4286.277798,0.007112889,0.438223555,19.0,-0.2,6.0,17,2.428262085,0.827176461
2392,58.5,189.3613999,2,3.818181818,0.0,10,-0.333333333,0.169913507,0.018605291,0.000881526,0.004385965,0.000654807,51.0,95.29866431,7.666666667,-3816.145701,0.001461988,0.70057479,19.5,0.133333333,7.0,16,3.140328265,0.649543287
6494,104.5,172.5555201,2,4.056818182,0.333333333,14,-0.459876543,0.506224234,0.020446106,0.000881526,0.004385965,1.54e-05,78.10191285,270.8541206,5.428571429,-4375.123431,0.001461988,0.642192484,31.0,-0.044444444,14.66666667,97,4.267183131,1.845000404
2758,50.75,187.573954,2,4.056818182,0.0,11,-0.333333333,0.17755234,0.017613769,0.000881526,0.004385965,0.003540662,61.0,90.28294513,7.4,-4039.652806,0.001461988,0.690696936,21.0,0.119047619,8.0,15,3.199053114,0.59603104
7110,118.5,165.4154113,3,3.818181818,0.666666667,15,-0.611111111,0.524654434,0.020956852,0.000881526,0.004385965,2.86e-06,62.63688852,293.0836398,3.666666667,-4607.120536,0.005036548,0.61679748,31.0,-0.111111111,20.0,99,5.047099903,2.229852073
352,21.0,164.8891395,1,0.477272727,0.0,4,-1.0,0.052138065,0.007259188,0.000680817,0.001461988,0.000208576,19.0,7.725468265,1.0,-5248.553591,0.001461988,0.202238213,4.75,-0.5,3.0,2,1.646429789,0.229690405
5966,99.5,196.1897962,2,6.681818182,0.0,13,-0.25,0.196427128,0.029526458,0.001662698,0.005847953,0.032164336,83.0,199.3730005,13.45,-3842.870594,0.001461988,0.95465492,26.5,0.304761905,9.0,14,4.07949955,0.920135801
13034,165.0,218.916139,2,5.25,0.0,16,-0.333333333,0.586250101,0.037429498,0.000881526,0.004385965,4.24e-07,187.0,428.4857237,9.733333333,-2953.104423,0.001623443,0.838677369,48.0,-0.114285714,13.0,113,3.628539785,2.576024574
15354,174.0,225.790944,2,3.340909091,0.0,17,-0.5,0.604680301,0.034132442,0.000100355,0.002923977,2.76e-07,247.0,336.6245161,3.732142857,-3087.741155,0.001724352,0.577824752,55.0,-0.577777778,15.0,115,3.111348703,2.272047531
6513,121.0,205.5637852,2,2.545454545,0.0,12,-0.5,0.544903403,0.02668036,0.000100355,0.002923977,4.78e-08,157.0,169.8285847,3.523809524,-3392.957761,0.001461988,0.52563069,35.0,-0.377777778,10.0,114,2.681814952,1.913386145
90846,563.25,231.3278518,4,29.90909091,0.035714286,35,-0.140664063,0.88246706,0.107635791,0.004787384,0.011695906,2.47e-07,491.1422157,2333.546085,84.66414141,-2563.845857,0.001724352,2.361597746,92.5,0.417482517,27.96428571,136,11.73435792,6.971910112
4575,90.0,177.8907084,2,4.295454545,0.0,12,-0.333333333,0.27511923,0.024695656,0.000881526,0.004385965,3.24e-09,91.0,187.0146721,8.733333333,-3420.233422,0.001461988,0.678623335,28.0,0.019047619,9.0,39,3.350879529,1.148128688
5328,101.5,183.9491,3,4.295454545,0.0,13,-0.333333333,0.322326409,0.027048763,0.000881526,0.004385965,3.3e-09,104.0,236.4553325,9.4,-3288.612801,0.001461988,0.704191499,30.0,-0.047619048,10.0,49,3.509736737,1.391803411
8046,121.5,217.2295056,3,5.011363636,0.0,15,-0.333333333,0.308827096,0.029797552,0.000881526,0.004385965,1.42e-07,151.0,275.1480233,10.06666667,-2895.923748,0.001461988,0.828666196,37.5,-0.130952381,12.0,39,3.463228174,1.330167327
14328,193.5,212.8736963,3,7.954545455,0.0,18,-0.25,0.486419853,0.046598243,0.001662698,0.005847953,3.6e-08,199.0,621.4830249,19.94285714,-2817.627092,0.001461988,1.087443752,45.5,0.079365079,14.0,79,4.62516185,2.593969768
3978,94.5,201.2901748,2,3.818181818,0.0,10,-0.333333333,0.148330774,0.025336755,0.000881526,0.004385965,2.43e-08,84.0,145.455856,7.666666667,-3368.083325,0.001461988,0.764777803,24.0,0.133333333,7.0,10,3.159138831,0.991674076
23936,225.0,203.4325956,3,11.93181818,0.0,24,-0.2,0.553835583,0.049986171,0.00244387,0.007309942,8.88e-09,232.0,1120.02367,37.38095238,-2821.881902,0.002027078,1.298101767,55.5,0.144444444,19.0,79,6.5966697,2.854175087
30924,286.5,207.6283057,4,11.93181818,0.1,26,-0.2352,0.605084472,0.057911639,0.00244387,0.007309942,1.27e-08,266.0222009,1280.468657,30.04761905,-2729.368089,0.000515827,1.322606743,62.0,0.094444444,23.1,87,7.566839325,3.464675451
20072,254.25,209.6958748,3,8.272727273,0.0,20,-0.25,0.595222698,0.04578556,0.001662698,0.005847953,2.41e-08,240.0,884.7176896,21.74285714,-2873.870962,0.002592169,1.056818718,54.0,0.007936508,16.0,103,5.138863849,3.166275968
13380,295.5,191.2416333,2,2.863636364,0.0,14,-0.5,0.297591141,0.023221473,0.000100355,0.002923977,0.174640572,189.0,298.4130846,3.625,-4948.10008,0.002168351,0.4578228,48.0,-0.466666667,12.0,39,3.388541415,2.045469243
3480,66.0,199.3558717,2,4.295454545,0.0,12,-0.333333333,0.181594051,0.020174825,0.000881526,0.004385965,0.004251078,73.0,135.4244177,8.733333333,-3384.509838,0.001461988,0.734190711,24.5,0.019047619,9.0,13,3.255108565,0.663002183
600,26.5,169.9605859,1,0.556818182,0.0,5,-1.0,0.066971142,0.008026159,0.000680817,0.001461988,0.001353403,33.0,11.77214212,1.0,-5098.644369,0.001461988,0.207531518,6.0,-0.6,4.0,3,1.699261367,0.26339827
230759,1631.25,202.0671899,4,30.54545455,0.25,51,-0.205207088,1.551450974,0.097708629,0.004787384,0.011695906,5.019156235,714.9391189,7445.149159,39.4532177,-5850.864415,0.006343472,1.879014962,269.0,0.260566188,53.75,272,41.83712731,11.67379355
1719,52.5,192.3561663,2,1.909090909,0.0,8,-0.5,0.13665023,0.016052318,0.000100355,0.002923977,0.000427224,50.0,65.50531125,3.333333333,-3728.975081,0.001461988,0.473065695,19.0,-0.2,6.0,13,2.398503238,0.593363511
29241,520.0,174.7012062,2,3.5,0.0,18,-0.5,0.979225608,0.027650573,0.000100355,0.002923977,0.407666808,289.0,659.9053578,3.75,-6397.469946,0.003076531,0.409878803,73.5,-0.6,16.0,216,5.011190819,4.082572145
234975,1835.25,192.8312811,5,25.05681818,0.380952381,54,-0.268284139,1.592353084,0.080439302,0.004006213,0.010233918,5.643458938,682.5272123,9807.155305,34.01107226,-6121.562228,0.008684559,1.549011578,285.0,0.063369963,64.9047619,274,45.89375431,12.3215989
300900,2113.0,192.764224,6,25.61363636,0.523809524,64,-0.279500771,1.701115512,0.093893285,0.004006213,0.010233918,7.106036698,704.1971594,13211.64753,22.41941392,-6112.61482,0.004883656,1.556959502,319.0,-0.062698413,86.85714286,273,64.05906328,13.54510549
362637,2395.5,193.2671523,7,30.54545455,0.5,71,-0.259596903,1.786961442,0.108441922,0.004787384,0.011695906,9.370997457,813.9641453,16956.08954,29.22761552,-6100.423399,0.005024928,1.788863041,328.0,0.019403429,94.5,275,87.55976858,15.29431736
30636,490.25,174.7388131,3,5.727272727,0.333333333,20,-0.449266975,0.897380972,0.034983308,0.000881526,0.004385965,0.521508782,217.8255184,813.5720432,7.079365079,-6266.696181,0.003038551,0.617023569,101.25,-0.262626263,22.66666667,187,6.185427299,4.659445477
622656,3397.75,204.4489237,7,52.5,0.345454545,89,-0.201936939,1.996402878,0.139489009,0.007130899,0.016081871,17.28105278,1172.27993,26192.81251,72.77567694,-6079.983712,0.002367659,2.549249221,391.0,0.222617819,104.9454545,277,129.6309062,20.15948589
22470,436.25,174.0190008,3,5.25,0.333333333,18,-0.449266975,0.871311939,0.032594818,0.000881526,0.004385965,0.378162329,181.9989529,593.4290197,6.622222222,-6304.228021,0.002473461,0.614794429,85.5,-0.199134199,20.0,186,5.229406356,4.180664457
5010,100.5,195.6394809,2,4.295454545,0.0,12,-0.333333333,0.27511923,0.024510539,0.000881526,0.004385965,0.000100099,113.0,187.0146721,8.733333333,-3666.918597,0.001461988,0.721639313,28.0,0.019047619,9.0,39,3.27890466,1.378344515
23375,301.75,206.2480667,3,8.590909091,0.0,19,-0.25,0.702691779,0.052453646,0.001662698,0.005847953,3.3e-05,239.0,794.3767987,20.425,-3564.62037,0.001744533,1.011625533,58.0,0.057142857,15.0,136,4.712821518,3.834896128
3892,98.0,175.3104083,2,3.818181818,0.0,11,-0.333333333,0.263883275,0.02556965,0.000881526,0.004385965,1.58e-05,76.0,177.699765,8.333333333,-4136.358216,0.001461988,0.647456768,23.5,0.066666667,8.0,39,3.359766617,1.1661143
336,21.0,169.5358893,1,0.477272727,0.0,4,-1.0,0.052138065,0.006475614,0.000680817,0.001461988,1.19e-07,22.0,6.621829941,1.0,-4968.877558,0.001461988,0.21173671,4.5,-0.5,3.0,2,1.644951279,0.229245817
8712,113.25,161.7154102,2,6.681818182,0.166666667,16,-0.321180556,0.528696144,0.024953739,0.001662698,0.005847953,7.25e-07,99.88484354,351.0414653,9.05,-4786.348697,0.002874714,0.804655768,32.0,0.219047619,14.0,97,5.201972961,1.902513944
22126,247.0,178.0105368,3,8.909090909,0.0,20,-0.25,0.591625576,0.037937152,0.001662698,0.005847953,7.37e-07,220.0,752.3215564,20.61785714,-4644.985995,0.004569984,0.881249946,58.5,0.041269841,16.0,102,4.91589425,3.150998302
7809,117.5,160.5453322,3,4.056818182,0.666666667,16,-0.581018519,0.535890389,0.021810151,0.000881526,0.004385965,9.65e-07,65.20397412,319.9358391,3.866666667,-4712.311629,0.003623823,0.599993635,33.0,-0.158730159,21.66666667,99,5.129339852,2.252323984
89305,746.0,183.1402791,4,18.61363636,0.2,38,-0.229650652,1.286678522,0.075385653,0.003225041,0.00877193,1.54e-07,436.3834914,4272.905118,38.38005051,-4716.41038,0.000775807,1.34649385,150.0,0.078521479,38.4,239,15.77475218,8.31755719
9933,156.0,164.7560109,2,7.318181818,0.0,15,-0.25,0.308827096,0.037456276,0.001662698,0.005847953,3.83e-08,147.0,385.5063876,16.6,-4764.948707,0.001461988,0.815141744,36.5,0.202380952,11.0,39,4.264132754,1.78336432
790,32.0,142.7494779,1,0.556818182,0.0,5,-1.0,0.066971142,0.007037097,0.000680817,0.001461988,3.05e-08,33.0,16.18669541,1.0,-5842.743692,0.002874714,0.177160925,6.75,-0.6,4.0,3,1.734257789,0.595667286
1899,50.5,147.2753724,2,1.909090909,0.0,8,-0.5,0.107873252,0.012710148,0.000100355,0.002923977,6.28e-08,50.0,61.86612729,3.25,-5243.679338,0.002874714,0.365775702,19.0,-0.166666667,6.0,5,2.434351874,0.74803977
59297,609.75,172.1953149,4,12.32954545,0.4,33,-0.327014059,1.234095869,0.055198913,0.00244387,0.007309942,2.5e-07,303.6549809,2947.748899,18.22603175,-4832.012414,0.002049643,1.059643705,121.5,-0.047474747,39.2,240,15.14602115,7.083461321
10044,154.0,163.1948006,3,5.011363636,0.0,15,-0.333333333,0.344798319,0.036294787,0.000881526,0.004385965,7.95e-08,148.0,361.1317805,10.2,-4820.028908,0.001461988,0.607513525,42.0,-0.142857143,12.0,49,3.526684722,2.06798157
4367,108.0,160.3937772,2,2.227272727,0.0,10,-0.5,0.317395522,0.024009268,0.000100355,0.002923977,5.01e-08,97.0,135.8628678,3.5,-5272.453826,0.001461988,0.395835851,29.0,-0.333333333,8.0,57,2.552007052,1.345081238
1800,55.5,148.2160439,2,1.909090909,0.0,8,-0.5,0.111470374,0.015190383,0.000100355,0.002923977,1.21e-08,59.0,61.86612729,3.25,-5237.178672,0.001461988,0.367392671,18.5,-0.166666667,6.0,6,2.403240219,0.528170722
6090,167.75,144.6488748,2,4.056818182,0.0,12,-0.333333333,0.624040094,0.031204039,0.000881526,0.004385965,2.44e-09,118.0,257.9512718,8.733333333,-5342.875041,0.001461988,0.531397336,29.5,0.019047619,9.0,136,3.527720273,2.832875273
5655,102.5,133.7966872,2,4.295454545,0.0,12,-0.333333333,0.624040094,0.0255549,0.000881526,0.004385965,6.8e-10,111.0,206.3610174,8.733333333,-5424.270367,0.001461988,0.49299995,29.5,0.019047619,9.0,136,3.450164038,2.649462453
7056,141.25,137.9053561,2,2.545454545,0.0,13,-0.5,0.656858783,0.022979484,0.000100355,0.002923977,1.19e-09,146.0,180.1396059,3.541666667,-5500.210456,0.001461988,0.339305997,35.5,-0.4,11.0,142,2.958557156,2.328388974
31770,363.25,165.1588617,3,9.545454545,0.0,24,-0.25,0.927936303,0.047288529,0.001662698,0.005847953,1.96e-08,304.0,1121.473128,23.125,-4965.242677,0.002309623,0.809744246,102.75,-0.061904762,20.0,183,5.551136211,4.724193679
10626,196.75,130.2414916,2,7.0,0.0,16,-0.25,0.744523482,0.037629483,0.001662698,0.005847953,1.32e-09,151.0,514.0085168,17.24285714,-5276.924427,0.002027078,0.635362728,35.5,0.174603175,12.0,157,4.92022501,3.770713766
7364,141.25,138.2396641,2,2.704545455,0.0,13,-0.5,0.656858783,0.023746455,0.000100355,0.002923977,9.92e-10,138.0,180.1396059,3.541666667,-5538.291073,0.001461988,0.34033827,37.5,-0.4,11.0,142,2.908096107,2.328388974
67084,510.0,161.0979233,4,28.0,0.0,34,-0.125,1.047490098,0.087041483,0.004787384,0.011695906,2.18e-08,365.0,2096.812641,97.53636364,-4912.846309,0.003722349,1.570739069,111.75,0.441025641,26.0,185,11.88078246,7.542640045
13376,279.75,149.7374612,3,5.011363636,0.0,16,-0.333333333,0.838048662,0.034218287,0.000881526,0.004385965,4.92e-09,181.0,568.2093293,10.46666667,-5129.799711,0.006265254,0.547931912,72.0,-0.178571429,13.0,183,4.082013925,3.658717969
1190,59.0,139.095251,1,0.556818182,0.0,5,-1.0,0.066971142,0.01372825,0.000680817,0.001461988,8.9e-10,53.0,25.015802,1.0,-5923.484054,0.001461988,0.171989933,8.25,-0.6,4.0,3,1.725593197,0.889701722
16425,295.75,142.9143906,3,7.0,0.166666667,19,-0.326111111,0.878950772,0.036406486,0.001662698,0.005847953,3.99e-09,164.2174546,675.5345919,13.90714286,-5160.440134,0.001928552,0.697776657,67.5,0.063492063,17.5,185,6.203327789,4.194608358
4968,150.75,138.1760353,2,2.068181818,0.0,11,-0.5,0.472516369,0.01590036,0.000100355,0.002923977,1.49e-09,114.0,169.2220541,3.55,-5463.39264,0.004569984,0.338166067,29.5,-0.380952381,9.0,97,3.106879643,2.301430765
31117,352.75,145.137549,3,12.32954545,0.1,27,-0.253611111,0.96524129,0.049311872,0.00244387,0.007309942,5.55e-09,261.4980138,1195.030019,30.99134199,-5056.198635,0.003623823,0.883544685,92.25,0.098290598,24.2,184,7.701463017,5.323538922
12400,243.0,141.9100014,3,4.534090909,0.333333333,17,-0.444722222,0.849284617,0.027946924,0.000881526,0.004385965,2.8e-09,126.1095107,475.6237122,6.866666667,-5242.018997,0.001928552,0.520967189,66.0,-0.214285714,18.66666667,183,4.906684993,3.643440304
7965,147.25,137.9053561,2,2.545454545,0.0,14,-0.5,0.71845445,0.024498676,0.000100355,0.002923977,1.02e-09,154.0,218.3510375,3.625,-5503.853289,0.001461988,0.339793572,37.5,-0.466666667,12.0,156,3.164202092,2.51046803
7965,147.25,137.9053561,2,2.545454545,0.0,14,-0.5,0.71845445,0.024498676,0.000100355,0.002923977,1.02e-09,154.0,218.3510375,3.625,-5503.853289,0.001461988,0.339793572,37.5,-0.466666667,12.0,156,3.164202092,2.51046803
110616,870.5,174.0086284,5,21.15909091,0.380952381,45,-0.285094955,1.376121575,0.073644897,0.004006213,0.010233918,1.94e-07,423.5904621,5368.871952,27.37174825,-4875.364608,0.00640891,1.48885436,145.5,0.141025641,52.47619048,242,28.03271605,9.684221162
168240,1059.25,177.3119706,5,30.54545455,0.285714286,52,-0.236567992,1.461967505,0.085162744,0.004787384,0.011695906,2e-07,542.5666056,7356.576219,57.09749417,-4870.264906,0.003623823,1.721154551,183.75,0.19010989,56.57142857,244,30.56439996,11.45376283
47950,554.25,166.7491445,4,9.227272727,0.333333333,29,-0.331814236,1.181957805,0.047386228,0.001662698,0.005847953,5.27e-08,288.7621182,2099.040309,13.89285714,-5012.314166,0.000896898,0.815286257,120.0,-0.211111111,33.33333333,238,10.44174555,6.310686282
90915,807.75,164.5550063,5,15.75,0.6,42,-0.381102726,1.346010832,0.061920525,0.003225041,0.00877193,1.63e-07,320.5059955,4598.681125,10.99191919,-4936.409109,0.010081995,1.205995956,135.75,0.008824509,57.6,243,26.74177838,9.209481853
59840,623.25,161.1735628,5,11.93181818,0.4,34,-0.328896145,1.248928947,0.0470862,0.00244387,0.007309942,1.11e-07,304.9956209,3005.541362,19.51111111,-4975.357367,7.18e-05,0.984125935,120.0,-0.06969697,40.6,241,16.41620131,7.585239673
18552,287.5,155.9214368,2,7.954545455,0.0,18,-0.25,0.436060141,0.035559997,0.001662698,0.005847953,2.67e-08,202.0,610.5798139,18.1,-5293.996055,0.002753623,0.757656905,49.5,0.134199134,14.0,65,5.237527737,2.812909223
13662,219.0,150.0229789,2,4.772727273,0.0,15,-0.333333333,0.474294722,0.026460468,0.000881526,0.004385965,1.48e-08,172.0,464.3122893,9.333333333,-5260.087051,0.002753623,0.552171118,45.5,-0.066666667,12.0,85,4.50434758,2.70281303
59752,619.0,156.9045986,4,11.13636364,0.5,34,-0.342952098,1.256123191,0.049796047,0.00244387,0.007309942,8.17e-08,285.0694101,2816.688985,12.07070707,-5025.937799,0.003300914,0.960482942,114.0,-0.03013653,43.5,243,18.03054794,7.119392127
74256,716.0,160.3362616,4,15.75,0.333333333,37,-0.284288194,1.286233934,0.060531896,0.003225041,0.00877193,1.05e-07,355.39953,3539.993943,24.72063492,-4946.273373,0.000919463,1.172523057,123.0,0.095382395,41.33333333,242,20.26447424,8.240683857
37660,459.75,158.2772638,4,11.13636364,0.3,25,-0.370555556,1.093848517,0.037118291,0.00244387,0.007309942,3.92e-08,206.6882836,1208.804069,21.0,-5180.36678,0.001179443,0.955098038,97.5,0.116666667,26.0,226,9.474811128,6.616158758
83136,849.75,161.615769,5,13.52272727,0.6,38,-0.400609694,1.308261256,0.052013735,0.00244387,0.007309942,6.32e-08,284.8332391,3470.811381,16.64363636,-5238.321151,0.004088004,0.973011405,195.0,-0.125641026,52.8,245,18.50090286,8.048217606
45072,381.0,157.3836214,3,13.52272727,0.1,26,-0.3,0.950408213,0.041290559,0.00244387,0.007309942,2.51e-08,275.9754125,1108.264058,29.4040404,-5335.633882,0.014683443,0.958923201,76.0,0.157092907,23.1,183,7.461595139,4.445315658
11526,191.5,146.3108631,2,4.772727273,0.0,14,-0.333333333,0.459461644,0.02569309,0.000881526,0.004385965,1.1e-08,152.0,370.4466876,9.19047619,-5187.644836,0.002874714,0.538504927,42.5,-0.044444444,11.0,84,4.004848877,2.389459219
5720,159.5,136.6723964,2,2.068181818,0.0,10,-0.5,0.39293509,0.017289555,0.000100355,0.002923977,6.79e-09,113.0,189.2375658,3.466666667,-5504.280885,0.004287439,0.3351772,31.0,-0.314285714,8.0,78,3.146061656,2.123353003
99515,928.75,159.4617163,5,22.27272727,0.380952381,44,-0.2936678,1.375676987,0.066409693,0.004006213,0.010233918,7.2e-08,372.3496804,3870.015671,36.6358042,-5210.265403,0.001908371,1.336389812,188.0,0.150815851,51.0952381,245,25.31209289,9.317880527
97650,918.75,154.9786636,5,25.45454545,0.321428571,42,-0.282932256,1.353205076,0.066136736,0.004787384,0.011695906,6.74e-08,372.7077849,3734.697063,21.61328671,-5322.661875,0.022857068,1.479476608,167.0,0.337728938,44.92857143,245,27.18779496,9.056664781
57200,785.5,151.5419872,4,11.53409091,0.6,34,-0.400609694,1.263317436,0.045699315,0.00244387,0.007309942,4.38e-08,240.3794966,2680.985745,13.31896104,-5312.105679,0.0006571,0.905969313,152.0,-0.057264957,46.4,245,17.89924024,7.627960553
62882,819.75,151.6258086,5,11.93181818,0.8,36,-0.468035147,1.285789346,0.052170122,0.00244387,0.007309942,4.61e-08,211.6339421,2795.497473,6.733333333,-5334.526751,0.009537087,0.909600155,159.0,-0.097668998,55.8,245,20.55396553,7.814040902
63550,656.5,152.3253086,4,17.18181818,0.2,35,-0.226843112,1.227790801,0.058532407,0.003225041,0.00877193,3.7e-08,343.0481855,2450.915894,32.96338384,-5296.559263,0.002289442,1.100762077,117.75,0.16033966,34.8,232,15.09042876,6.684665751
3300,98.5,134.3821242,2,1.75,1.0,9,-0.9225,0.241411365,0.016565784,0.000100355,0.002923977,1.79e-09,31.63763194,66.78402995,2.0,-5995.307242,0.01633835,0.330060947,22.5,-0.214285714,14.0,39,3.000887739,1.433230943
7920,130.75,143.6186461,2,4.534090909,0.0,13,-0.333333333,0.322326409,0.027984132,0.000881526,0.004385965,4.06e-09,118.0,219.258581,8.066666667,-5639.297867,0.002027078,0.530108237,34.5,0.035714286,10.0,49,3.487726241,1.760932827
3300,98.5,134.3821242,2,1.75,1.0,9,-0.9225,0.241411365,0.016565784,0.000100355,0.002923977,1.79e-09,31.63763194,66.78402995,2.0,-5995.307242,0.01633835,0.330060947,22.5,-0.214285714,14.0,39,3.000887739,1.433230943
2790,79.0,149.4585731,2,2.068181818,0.0,9,-0.5,0.169468919,0.019034664,0.000100355,0.002923977,3.94e-09,77.0,93.4057216,3.416666667,-5271.100368,0.001461988,0.369941939,23.0,-0.266666667,7.0,19,2.47427213,0.937757659
27405,416.75,148.0399148,3,7.636363636,0.5,23,-0.497534722,1.067779484,0.03004418,0.001662698,0.005847953,1.81e-08,151.0261343,877.9921012,10.67857143,-5366.725135,0.004027458,0.711193769,88.5,-0.06024531,28.5,225,8.192362418,5.560948994
7774,202.0,131.6849857,2,2.227272727,1.0,12,-0.87890625,0.483752324,0.014319016,0.000100355,0.002923977,3.64e-09,49.66372456,157.7899949,2.0,-5983.76549,0.01498617,0.318000844,35.0,-0.3,20.0,97,3.801799151,2.320709724
7774,202.0,131.6849857,2,2.227272727,1.0,12,-0.87890625,0.483752324,0.014319016,0.000100355,0.002923977,3.64e-09,49.66372456,157.7899949,2.0,-5983.76549,0.01498617,0.318000844,35.0,-0.3,20.0,97,3.801799151,2.320709724
7774,182.0,132.3536017,2,2.545454545,0.0,12,-0.5,0.27511923,0.014319016,0.000100355,0.002923977,3.16e-09,129.0,194.0898111,3.375,-5992.230312,0.002370169,0.319539665,37.0,-0.3,10.0,39,3.160845091,1.710128526
22032,392.75,146.1148356,3,7.0,0.5,21,-0.497534722,1.041710452,0.027432621,0.001662698,0.005847953,1.68e-08,135.8628678,806.2448242,9.821428571,-5381.280568,0.001928552,0.699858608,76.5,-0.01984127,25.5,224,7.913034957,5.448589443
10488,262.5,141.4946454,3,3.818181818,1.0,16,-0.717222222,0.981933554,0.022247909,0.000881526,0.004385965,8.4e-09,57.38919282,336.3051892,3.0,-5512.001027,0.010969994,0.513226353,54.75,-0.178571429,26.0,223,6.013793369,4.185272007
7163,167.25,141.2761022,2,2.386363636,0.0,12,-0.5,0.361450166,0.023321937,0.000100355,0.002923977,3.97e-09,132.0,236.5469573,3.583333333,-5656.330784,0.002309623,0.34564317,36.0,-0.416666667,10.0,63,3.140676063,2.025301107
5181,132.75,130.8157849,2,2.227272727,0.0,10,-0.5,0.130345162,0.01635876,0.000100355,0.002923977,2.03e-09,104.0,140.7151131,3.333333333,-5980.654597,0.002309623,0.317982036,30.5,-0.25,8.0,5,2.771395318,1.439940183
1512,67.5,118.845449,2,1.590909091,0.0,6,-0.5,0.08180422,0.016037568,0.000100355,0.002923977,6.87e-10,42.0,43.6702075,3.0,-6195.642885,0.001461988,0.288684209,15.0,0.0,4.0,4,2.348614301,0.487268612
496,34.5,126.3189298,1,0.477272727,0.0,4,-1.0,0.052138065,0.00877838,0.000680817,0.001461988,2.73e-10,35.0,9.932744912,1.0,-6559.740881,0.001461988,0.155155937,5.25,-0.5,3.0,2,1.652602845,0.374464473
