EHCC Value,Improved Gravity Index Values,Eigenvector Centrality,PageRank Centrality,Global Relative Change in Avg Degree,Node H-Index,Closeness Centrality,Coreness Centrality,I-GSM Values,Volume Centrality,Laplacian Centrality,EIGSM Values,HCC Value,Clustering Coefficient,Local Gravity Model Centrality,CLC Values,Global Relative Change in Avg Clustering,MCGM Values,Leverage Centrality,GSM,Eccentricity Centrality,Extended Improved Gravity Index Values,Extended Degree,Societal Capital Scores,DNC Scores
5.475284553,48.5,0.020917646,0.001236237,0.002104696,2,8.36e-05,8,74.2877842,52,50,269.9853441,1.216747967,0.0,60,211.0,0.000963391,2.745996198,0.098484848,228.3946809,0.025641026,179.5,8.4,19,4.0
4.451056911,46.5,0.004399241,0.000922557,0.001337674,3,7.89e-05,6,65.69864558,48,42,201.1814749,1.03902439,0.333333333,45,134.7078864,0.0330087,1.796869065,-0.228571429,210.611175,0.025,152.0,7.8,18,3.333333333
4.611544715,42.0,0.003831942,0.000931096,0.001337674,2,8.06e-05,6,66.47605436,45,38,204.4509226,1.103577236,0.0,39,176.0,0.000963391,1.646665963,-0.114285714,215.5978332,0.025,145.5,7.0,16,3.0
1.178699187,13.0,0.000560998,0.00076184,0.000570652,2,6.74e-05,4,35.87166597,14,14,87.46213784,0.31300813,0.0,8,38.0,0.000963391,0.466400246,0.0,168.9260235,0.023255814,44.0,2.8,6,2.0
3.840813008,31.0,0.002141067,0.001298891,0.002104696,2,7.52e-05,8,52.76674687,29,42,206.0549425,0.879186992,0.166666667,44,97.34539836,0.0330087,1.597148988,0.202380952,196.1998407,0.024390244,122.5,6.8,15,4.5
2.315934959,20.0,0.001045585,0.000704017,0.000570652,2,7.33e-05,4,46.49644379,22,18,108.7221169,0.655121951,0.0,12,68.0,0.009456414,0.653232848,-0.166666667,188.1020705,0.023809524,64.0,3.6,8,2.166666667
4.291382114,47.5,0.001174004,0.000952081,0.001337674,3,6.71e-05,6,58.54066331,50,42,171.2589103,1.112357724,0.0,45,188.0,0.000963391,1.810661072,-0.199134199,187.855285,0.02173913,134.0,7.8,18,3.0
3.608292683,33.0,0.001680936,0.000688739,0.000570652,2,6.71e-05,4,51.71497403,36,26,121.9973335,1.059349593,0.0,20,142.0,0.000963391,1.005181904,-0.3,183.8503216,0.02173913,95.0,5.2,12,2.0
3.308130081,35.5,0.001064315,0.000686349,0.000570652,2,6.56e-05,4,49.25845872,38,28,114.311165,0.990406504,0.0,22,140.0,0.000963391,1.066414032,-0.4,176.9529949,0.02173913,92.5,5.6,13,2.0
4.395934959,44.5,0.001631963,0.000964021,0.001337674,2,6.99e-05,6,55.90841846,44,42,167.3322252,1.17902439,0.0,45,192.0,0.0043606,1.717451273,-0.168181818,187.6935555,0.022727273,126.5,7.8,18,3.1
2.837398374,31.0,0.001032771,0.000730831,0.000570652,2,6.55e-05,4,46.38077701,32,26,101.5572515,0.96601626,0.0,20,124.0,0.000963391,0.955148023,-0.3,174.5532251,0.02173913,76.0,5.2,12,2.0
2.68195122,24.0,0.000362868,0.001037999,0.001337674,2,6.41e-05,6,44.27677157,27,26,136.9036962,0.563902439,0.0,21,76.0,0.000963391,1.005576738,0.133333333,174.4631955,0.021276596,89.0,4.6,10,3.0
5.335121951,50.0,0.000486427,0.001218592,0.002104696,3,6.82e-05,8,59.55251412,52,52,212.6646664,1.127804878,0.0,64,183.0,0.000963391,2.320641472,0.021428571,189.5701636,0.022222222,164.5,8.8,20,4.0
3.470243902,32.5,0.000412163,0.001014124,0.001337674,2,6.68e-05,6,46.88154039,35,32,142.9106215,0.830406504,0.0,30,108.0,0.000963391,1.294484729,0.022222222,176.799664,0.022222222,100.0,5.8,13,3.0
2.300325203,19.5,0.0004637,0.00072083,0.000570652,2,6.6e-05,4,39.68562681,24,16,97.4703223,0.490731707,0.0,10,58.0,0.000963391,0.615738269,-0.1,169.9384645,0.022222222,70.0,3.2,7,2.0
1.782926829,16.0,0.000286441,0.000780718,0.000570652,2,6.19e-05,4,34.12762691,17,16,77.84496877,0.384065041,0.0,10,40.0,0.000963391,0.543404399,-0.1,158.7536126,0.021276596,46.5,3.2,7,2.0
2.135609756,25.0,0.000154008,0.000703858,0.000570652,2,6.26e-05,4,44.27364601,26,22,101.901338,0.590569106,0.0,16,86.0,0.000963391,0.78208205,-0.314285714,170.9701093,0.020833333,71.0,4.4,10,2.0
1.411869919,16.5,0.000118415,0.000764072,0.000570652,2,6.02e-05,4,34.08938691,15,18,75.74096333,0.415121951,0.0,12,45.0,0.000963391,0.571430292,-0.2,156.3241994,0.020833333,39.5,3.6,8,2.0
6.371869919,48.5,0.000399606,0.00185507,0.003638739,3,6.94e-05,12,56.33808459,43,78,283.7218577,1.158699187,0.0,108,198.0,0.000963391,3.289997325,0.344444444,188.097796,0.022727273,205.5,10.8,24,6.0
3.781300813,32.0,0.00017067,0.000962563,0.001337674,2,6.57e-05,6,49.72056972,37,30,158.4552796,0.919349593,0.0,27,114.0,0.000963391,1.252854217,0.019047619,179.6854043,0.02173913,118.5,5.4,12,3.0
4.755934959,36.5,0.000194524,0.001264614,0.002104696,2,6.41e-05,8,48.06534879,37,44,186.0260767,1.016910569,0.0,48,141.0,0.009456414,1.788645851,0.166666667,173.3545314,0.02173913,144.5,7.2,16,4.166666667
1.576097561,15.5,0.000109084,0.001148876,0.001337674,2,5.93e-05,6,31.46419176,13,24,95.55288989,0.432845528,0.0,18,41.0,0.000963391,0.764032854,0.2,152.2513003,0.020833333,46.5,4.2,9,3.0
2.604390244,26.0,0.000105796,0.000682508,0.000570652,2,6.41e-05,4,45.10483562,28,22,107.3451361,0.703902439,0.0,16,93.0,0.000963391,0.801444352,-0.314285714,172.85205,0.021276596,79.0,4.4,10,2.0
1.29398374,8.75,2.25e-05,0.00082492,0.000570652,2,5.69e-05,3,31.80170081,17,18,68.45237528,0.348455285,0.0,12,45.0,0.000963391,0.405220683,-0.166666667,147.0640709,0.02,37.0,3.6,8,2.0
5.113170732,36.5,5.17e-05,0.001639638,0.002871718,2,6.17e-05,9,47.08482404,37,54,219.7844816,1.041300813,0.0,60,147.0,0.009456414,2.118575203,0.376984127,169.2613654,0.021276596,159.75,7.8,17,5.166666667
1.720325203,21.5,1.3e-05,0.000771744,0.000570652,2,5.67e-05,4,35.77289269,22,20,78.54196438,0.459512195,0.0,14,65.0,0.000963391,0.690167133,-0.214285714,152.1163632,0.02,56.0,4.0,9,2.0
1.959837398,25.0,1.4e-05,0.001180081,0.001337674,2,5.66e-05,5,36.89158391,23,30,103.971377,0.50601626,0.0,27,74.0,0.000963391,1.012715564,0.05,152.5966269,0.02,60.75,5.4,12,3.0
1.955772358,22.5,1.3e-05,0.000752794,0.000570652,2,5.69e-05,4,37.30807318,24,20,83.57939565,0.539512195,0.0,14,68.0,0.000963391,0.710169387,-0.214285714,154.7555794,0.02,62.0,4.0,9,2.0
1.214146341,15.0,1.27e-07,0.000839187,0.000570652,2,4.88e-05,4,24.07963715,15,16,53.11580117,0.344065041,0.0,10,34.0,0.000963391,0.520001483,-0.1,124.7834255,0.019230769,39.0,3.2,7,2.0
1.913170732,24.0,1.37e-07,0.001178898,0.001337674,2,4.8e-05,6,28.57953636,24,28,82.55243225,0.481626016,0.0,24,59.0,0.000963391,1.012502115,0.066666667,127.0468491,0.018867925,69.0,5.0,11,3.0
2.74195122,27.0,0.001834373,0.000705272,0.000570652,2,7.43e-05,4,48.55440512,33,20,118.4933064,0.666178862,0.0,14,99.0,0.0043606,0.825364891,-0.214285714,188.0346876,0.025641026,93.0,4.0,9,2.1
2.175934959,20.0,0.000821782,0.000723945,0.000570652,2,7.1e-05,4,40.22601004,22,18,100.1713446,0.635121951,0.0,12,71.0,0.000963391,0.650415874,-0.166666667,174.3334353,0.025641026,66.5,3.6,8,2.0
5.976585366,49.5,0.005103971,0.001565837,0.002871718,3,7.82e-05,10,64.05799005,48,64,289.07181,1.263252033,0.1,85,200.8739068,0.017721259,2.900805011,0.215873016,207.5002939,0.025641026,206.5,9.8,22,5.266666667
6.950731707,65.0,0.003152072,0.001921142,0.003638739,4,7.91e-05,11,70.82206634,67,84,344.5121352,1.331869919,0.0,126,285.0,0.0043606,4.108946609,0.28975469,210.2612209,0.027027027,252.0,12.0,27,6.1
5.277398374,43.5,0.003518455,0.001259491,0.002104696,2,7.54e-05,8,56.93336697,45,48,231.4759674,1.112357724,0.166666667,56,159.1385643,0.017721259,2.093951329,0.111111111,195.4298029,0.025641026,176.5,8.0,18,4.2
4.220487805,39.5,0.001460281,0.001316977,0.002104696,2,7.32e-05,8,51.61693952,40,46,194.7865254,0.874634146,0.0,52,150.0,0.000963391,1.949773506,0.152380952,186.1432792,0.026315789,136.5,7.6,17,4.0
2.009105691,22.5,0.001364242,0.00076075,0.000570652,2,7.25e-05,4,43.47292197,24,20,97.44797713,0.432845528,0.0,14,72.0,0.0043606,0.727988817,-0.214285714,181.3622613,0.025,61.0,4.0,9,2.1
5.924390244,44.5,0.00764971,0.001258491,0.002104696,2,8.21e-05,8,66.83595578,50,46,252.0156099,1.16796748,0.0,52,174.0,0.0043606,2.249260056,0.138888889,218.449069,0.026315789,166.5,7.6,17,4.1
2.313495935,23.0,0.00139977,0.00073118,0.000570652,2,7.24e-05,4,43.5622689,25,20,99.07275801,0.559512195,0.0,14,76.0,0.0043606,0.738555881,-0.214285714,180.7389597,0.025,65.0,4.0,9,2.1
5.06,49.0,0.001367981,0.000978313,0.001337674,3,7.86e-05,6,62.87354806,56,40,192.5446463,1.114634146,0.0,42,181.0,0.000963391,1.814629455,-0.194444444,203.2096572,0.027777778,159.5,7.4,17,3.0
3.50699187,42.0,0.001083964,0.001483794,0.002104696,2,7.49e-05,6,54.64966287,42,48,194.2967438,0.785691057,0.0,56,158.0,0.000963391,1.866708246,0.116666667,189.0657096,0.027027027,117.75,8.0,18,4.0
1.822601626,11.0,0.000786216,0.000416555,0.000196369,1,7.31e-05,2,43.79982955,26,14,70.82206634,0.490731707,0.0,6,80.0,0.000963391,0.316722966,-0.714285714,179.8333113,0.026315789,65.0,3.0,7,1.0
4.660487805,37.5,0.001406238,0.001399109,0.002104696,2,7.51e-05,7,53.30485888,42,42,206.5021476,0.912520325,0.0,44,149.0,0.000963391,1.767512671,0.266666667,191.6979396,0.026315789,141.5,6.8,15,4.0
2.782113821,26.5,0.001228322,0.000708977,0.000570652,2,7.29e-05,4,45.48206447,29,22,110.2382259,0.757235772,0.0,16,100.0,0.009456414,0.81694299,-0.333333333,181.2830476,0.025641026,81.0,4.4,10,2.166666667
2.690894309,27.5,0.001241808,0.000691725,0.000570652,2,7.11e-05,4,43.66861652,31,22,108.5503065,0.703902439,0.0,16,96.0,0.009456414,0.847384942,-0.333333333,176.148036,0.025641026,83.0,4.4,10,2.166666667
1.058861789,11.5,0.000366027,0.000822459,0.000570652,2,6.94e-05,4,33.38998708,11,14,73.85912729,0.31300813,0.0,8,29.0,0.000963391,0.434103992,0.0,167.4356343,0.024390244,33.5,2.8,6,2.0
4.380813008,44.5,0.002463675,0.000688548,0.000570652,2,7.97e-05,4,61.30786487,47,34,137.0703731,1.383577236,0.0,28,187.0,0.000963391,1.32225694,-0.5,205.6272519,0.027027027,110.5,6.8,16,2.0
3.095609756,24.0,0.002190332,0.00068675,0.000570652,2,7.87e-05,4,52.36197083,27,20,125.2444278,0.892845528,0.0,14,91.0,0.000963391,0.76943659,-0.266666667,199.6479889,0.026315789,83.0,4.0,9,2.0
1.725203252,15.5,0.000508462,0.000753648,0.000570652,2,6.82e-05,4,35.01476796,16,16,83.63210138,0.490731707,0.0,10,45.0,0.000963391,0.536053045,-0.1,165.503789,0.025,47.0,3.2,7,2.0
1.027804878,11.0,0.000103341,0.000836791,0.000570652,2,6.73e-05,4,30.38620532,10,14,66.03671869,0.31300813,0.0,8,23.0,0.000963391,0.421149906,0.0,160.6441242,0.023809524,27.5,2.8,6,2.0
1.354146341,16.0,4.83e-05,0.000804509,0.000570652,2,6.63e-05,4,32.64673161,14,18,70.15157073,0.401788618,0.0,12,38.0,0.000963391,0.560582627,-0.166666667,160.6752889,0.023255814,33.0,3.6,8,2.0
2.757398374,22.0,9e-05,0.001437216,0.002104696,2,6.96e-05,8,39.76536541,20,36,149.5988385,0.639349593,0.0,32,64.0,0.000963391,1.261553832,0.333333333,175.033701,0.023809524,80.0,5.6,12,4.0
1.689593496,17.0,3e-05,0.00077417,0.000570652,2,6.6e-05,4,33.66701934,16,18,75.18696616,0.515121951,0.0,12,45.0,0.000963391,0.580365159,-0.166666667,161.2158508,0.023255814,40.5,3.6,8,2.0
2.171219512,24.5,0.000213276,0.000717144,0.000570652,2,7.25e-05,4,45.18251011,25,22,100.825629,0.603902439,0.0,16,70.0,0.000963391,0.772879331,-0.333333333,183.7195395,0.023809524,62.5,4.4,10,2.0
1.92699187,22.5,6.86e-05,0.000742685,0.000570652,2,6.83e-05,4,38.10257745,21,22,83.30522214,0.597235772,0.0,16,62.0,0.000963391,0.730908155,-0.333333333,167.3982247,0.024390244,50.0,4.4,10,2.0
1.856097561,18.5,2.98e-05,0.000764781,0.000570652,2,6.55e-05,4,35.42160075,19,18,81.39282912,0.535121951,0.0,12,47.0,0.000963391,0.610369719,-0.166666667,163.060042,0.022727273,47.5,3.6,8,2.0
4.509268293,40.5,0.000763118,0.00126077,0.002104696,3,7.82e-05,8,61.06026362,42,46,218.8719996,0.92796748,0.0,52,137.0,0.009456414,1.980653535,0.119047619,207.9305481,0.024390244,136.5,7.6,17,4.166666667
3.521300813,28.0,0.000184832,0.00138135,0.002104696,2,7.06e-05,8,43.53985672,29,38,165.0468026,0.690406504,0.0,36,91.0,0.034935482,1.473375366,0.285714286,177.7714461,0.025,104.5,6.0,13,4.333333333
3.505691057,30.5,8.94e-05,0.001369182,0.002104696,2,7.02e-05,8,47.72580977,28,42,171.5381985,0.805853659,0.0,44,103.0,0.000963391,1.59167602,0.202380952,183.1537326,0.023255814,101.5,6.8,15,4.0
2.260162602,23.0,2.71e-05,0.000721416,0.000570652,2,6.7e-05,4,40.75982777,25,20,92.99153934,0.659512195,0.0,14,66.0,0.000963391,0.720355635,-0.266666667,170.419097,0.022727273,65.5,4.0,9,2.0
3.343414634,35.0,0.000259741,0.000984033,0.001337674,3,7.45e-05,6,54.00769901,37,34,158.1569999,0.801463415,0.0,33,108.0,0.000963391,1.379536316,-0.095238095,195.1488357,0.023809524,104.5,6.2,14,3.0
2.95495935,25.0,4.06e-05,0.001480757,0.002104696,2,6.87e-05,7,41.34907102,23,38,151.7479448,0.703739837,0.0,36,80.0,0.000963391,1.320712027,0.316666667,173.2801861,0.023809524,81.5,6.0,13,4.0
3.370081301,35.0,1.88e-05,0.001009051,0.001337674,2,6.6e-05,6,45.26572957,37,34,133.5966258,0.794796748,0.0,33,122.0,0.000963391,1.375328,-0.044444444,170.601581,0.022727273,104.5,6.2,14,3.0
3.447804878,33.5,0.000185903,0.000991465,0.001337674,2,7.12e-05,6,49.37092652,34,34,147.4330612,0.808130081,0.0,33,118.0,0.000963391,1.315627499,-0.044444444,184.5446298,0.023255814,104.0,6.2,14,3.0
2.235447154,27.5,3.98e-05,0.000754747,0.000570652,2,6.86e-05,4,41.31867515,28,24,91.80215866,0.65495935,0.0,18,80.0,0.000963391,0.830554774,-0.380952381,169.5864511,0.024390244,65.5,4.8,11,2.0
0.97902439,6.0,1.02e-05,0.000459075,0.000196369,1,6.41e-05,2,29.26738189,12,10,41.34907102,0.275284553,0.0,4,30.0,0.000963391,0.190069516,-0.6,152.9797551,0.023255814,25.0,2.2,5,1.0
1.75398374,17.5,2.31e-05,0.000787446,0.000570652,2,6.56e-05,4,33.43607802,17,18,75.95377763,0.515121951,0.0,12,45.0,0.000963391,0.580281869,-0.166666667,158.9698612,0.023809524,42.5,3.6,8,2.0
6.602276423,54.0,3.65e-05,0.001881689,0.003638739,3,6.42e-05,12,53.59163184,51,80,270.584992,1.176422764,0.0,114,220.0,0.009456414,3.520900837,0.326262626,173.9935147,0.022222222,232.5,11.2,25,6.166666667
2.981788618,27.5,1.15e-05,0.001030027,0.001337674,2,6.49e-05,6,39.24516618,28,30,119.9450961,0.739349593,0.0,27,90.0,0.000963391,1.137685852,0.019047619,163.0282557,0.023255814,87.5,5.4,12,3.0
2.54195122,29.0,9.97e-06,0.000719003,0.000570652,2,6.03e-05,4,38.1733641,31,24,85.27615306,0.708292683,0.0,18,96.0,0.000963391,0.88014139,-0.35,154.0411252,0.02173913,75.5,4.8,11,2.0
3.389918699,35.5,2.34e-05,0.001070617,0.001337674,2,6.07e-05,5,41.44362282,35,36,123.2548352,0.932520325,0.0,36,136.0,0.0043606,1.325380527,-0.027777778,156.4584814,0.02173913,98.25,6.6,15,3.1
4.670731707,44.5,1.53e-05,0.001686187,0.002871718,2,6.34e-05,9,47.10361697,44,60,199.279623,0.941138211,0.0,75,171.0,0.000963391,2.520347393,0.288961039,166.0325065,0.022727273,152.5,9.0,20,5.0
3.048130081,33.5,2.22e-05,0.000689452,0.000570652,2,6.25e-05,4,43.76421823,34,28,100.6764559,0.830406504,0.0,22,123.0,0.000963391,0.980314187,-0.464285714,163.5076474,0.02173913,90.5,5.6,13,2.0
5.623252033,55.0,5.6e-05,0.00123542,0.002104696,4,6.29e-05,8,54.83444026,50,60,192.3015751,1.218699187,0.166666667,80,187.0724612,0.021118468,2.461193708,-0.105555556,171.2032381,0.02173913,173.0,10.4,24,4.266666667
2.371056911,26.0,6.72e-06,0.000722595,0.000570652,2,6.2e-05,4,36.0709857,28,22,86.34878315,0.690569106,0.0,16,80.0,0.000963391,0.790091306,-0.314285714,153.8699993,0.022727273,72.0,4.4,10,2.0
3.428130081,26.5,2.05e-05,0.001375449,0.002104696,2,6.61e-05,8,38.6083808,26,38,153.6697313,0.757073171,0.0,36,90.0,0.000963391,1.425368886,0.285714286,164.5660849,0.023809524,100.5,6.0,13,4.0
2.653333333,21.5,3.16e-06,0.00108762,0.001337674,2,5.74e-05,6,31.68452122,22,26,97.66810865,0.657235772,0.0,21,63.0,0.000963391,0.937547323,0.133333333,144.9495644,0.021276596,72.0,4.6,10,3.0
5.481626016,38.5,5.06e-05,0.001643025,0.002871718,3,5.97e-05,9,43.4210987,35,58,207.9028918,1.090081301,0.1,70,142.964312,0.021118468,2.170994848,0.313492063,158.6997003,0.021276596,167.75,8.6,19,5.333333333
1.123414634,5.75,5.86e-06,0.000447795,0.000196369,1,5.71e-05,2,26.24210465,14,8,41.44362282,0.190894309,0.0,3,31.0,0.000963391,0.175038777,-0.5,138.9873659,0.021276596,35.5,1.8,4,1.0
1.462601626,10.5,4.11e-06,0.000848321,0.000570652,2,5.95e-05,3,32.11904266,21,20,69.38875812,0.386178862,0.0,14,61.0,0.000963391,0.472542936,-0.214285714,146.161065,0.022222222,48.75,4.0,9,2.0
3.02796748,34.0,4.63e-06,0.001057492,0.001337674,3,5.99e-05,6,38.98120319,35,34,112.2279838,0.768130081,0.0,33,106.0,0.000963391,1.337579615,-0.083333333,152.7423248,0.022222222,98.5,6.2,14,3.0
2.406504065,28.0,8.94e-06,0.000723293,0.000570652,2,6.41e-05,4,38.51675964,29,24,85.71199777,0.708292683,0.0,18,85.0,0.000963391,0.850125449,-0.380952381,158.9352608,0.023255814,71.0,4.8,11,2.0
5.235284553,44.0,8.41e-05,0.001255475,0.002104696,3,6.12e-05,8,48.20402049,43,50,181.5178605,1.096747967,0.166666667,60,143.0554115,0.021118468,2.056705519,0.055555556,165.7246279,0.021276596,153.5,8.4,19,4.266666667
2.433170732,25.0,1.38e-06,0.001111856,0.001337674,2,5.6e-05,6,32.07983593,23,30,91.65104985,0.679349593,0.0,27,70.0,0.000963391,1.062521612,0.019047619,142.3684066,0.020833333,66.5,5.4,12,3.0
1.971707317,18.0,1.23e-06,0.000759052,0.000570652,2,5.54e-05,4,27.41490861,18,18,64.26373018,0.608455285,0.0,12,52.0,0.000963391,0.600015042,-0.2,135.6245042,0.021276596,49.0,3.6,8,2.0
3.074634146,30.0,1.02e-06,0.001484223,0.002104696,3,5.53e-05,7,32.3754412,27,42,117.4012934,0.752520325,0.0,44,92.0,0.000963391,1.515018748,0.221428571,139.1065197,0.021276596,86.0,6.8,15,4.0
1.360813008,15.0,1.31e-06,0.000808864,0.000570652,2,5.51e-05,4,27.59108742,15,16,61.06616314,0.344065041,0.0,10,37.0,0.000963391,0.520015365,-0.1,139.0831403,0.020408163,40.0,3.2,7,2.0
2.835121951,27.5,1.73e-06,0.001082177,0.001337674,2,5.68e-05,6,32.57920896,28,30,98.771553,0.70601626,0.0,27,81.0,0.000963391,1.125027669,0.019047619,141.7739392,0.02173913,82.0,5.4,12,3.0
2.670406504,27.0,7.11e-07,0.001541507,0.002104696,2,5.48e-05,7,30.75880532,24,40,110.3842597,0.661463415,0.0,40,82.0,0.000963391,1.39501264,0.269047619,137.1991392,0.021276596,79.75,6.4,14,4.0
1.027804878,6.5,2.57e-07,0.000459839,0.000196369,1,5.23e-05,2,21.98344317,14,10,32.3754412,0.275284553,0.0,4,32.0,0.000963391,0.200001786,-0.6,124.4043004,0.020833333,30.0,2.2,5,1.0
1.187479675,15.0,3.84e-06,0.000822728,0.000570652,2,5.49e-05,4,28.98632721,15,16,64.48267134,0.337398374,0.0,10,36.0,0.000963391,0.510044771,-0.1,142.0240963,0.02,40.0,3.2,7,2.0
1.342926829,17.0,1.92e-07,0.000848284,0.000570652,2,5.22e-05,4,24.10546443,16,18,50.60000395,0.368455285,0.0,12,40.0,0.000963391,0.570002316,-0.166666667,126.5886803,0.020833333,38.0,3.6,8,2.0
2.386341463,26.5,1.44e-06,0.001129323,0.001337674,2,5.69e-05,6,32.54515792,26,30,94.07284184,0.612682927,0.0,27,76.0,0.000963391,1.100022842,0.019047619,142.6871703,0.02173913,75.5,5.4,12,3.0
0.936747967,6.25,1.78e-07,0.000471917,0.000196369,1,5.18e-05,2,21.35819615,13,10,30.75880532,0.275284553,0.0,4,30.0,0.000963391,0.195001229,-0.6,122.8696818,0.020833333,27.0,2.2,5,1.0
0.994471545,11.0,5.4e-08,0.000885026,0.000570652,2,4.99e-05,4,19.84119863,10,14,43.25759735,0.31300813,0.0,8,22.0,0.000963391,0.420000596,0.0,119.74454,0.020408163,27.0,2.8,6,2.0
1.269756098,14.5,3.87e-07,0.000842248,0.000570652,2,5.4e-05,4,24.33283333,14,16,52.78070072,0.344065041,0.0,10,35.0,0.000963391,0.510004511,-0.1,130.7178788,0.021276596,37.0,3.2,7,2.0
0.93902439,10.0,2.3e-08,0.000895514,0.000570652,2,4.89e-05,4,19.15213292,8,14,40.0700848,0.31300813,0.0,8,19.0,0.000963391,0.400000251,0.0,118.1049076,0.02,21.5,2.8,6,2.0
0.970081301,10.5,3.76e-08,0.000880479,0.000570652,2,4.85e-05,4,20.22888617,9,14,43.23177007,0.31300813,0.0,8,22.0,0.000963391,0.410000412,0.0,119.7019388,0.019607843,25.0,2.8,6,2.0
1.475934959,18.0,4.05e-08,0.001273368,0.001337674,2,4.75e-05,5,23.76327574,15,26,66.40122922,0.417235772,0.0,21,45.0,0.000963391,0.787500573,0.133333333,120.0097531,0.019230769,42.75,4.6,10,3.0
1.493658537,22.5,3.99e-08,0.000825846,0.000570652,2,4.58e-05,4,25.90224151,21,22,52.88292541,0.457235772,0.0,16,59.0,0.000963391,0.700000517,-0.314285714,117.9843614,0.018518519,46.5,4.4,10,2.0
5.976585366,56.0,0.001199123,0.001685827,0.002871718,2,7.77e-05,10,63.31410787,55,68,265.249525,1.578699187,0.0,95,266.0,0.000963391,3.162851798,0.24047619,202.0131703,0.028571429,194.5,10.6,24,5.0
15.66504065,66.0,0.002229461,0.003262752,0.006706826,2,7.95e-05,19,70.23441733,60,158,540.2475206,1.829268293,0.0,240,355.0,0.000963391,7.156741731,0.624675325,214.9704423,0.027777778,398.75,15.6,34,10.0
2.324552846,23.5,0.000320454,0.000790273,0.000570652,2,7.28e-05,4,42.05079793,26,20,94.9866337,0.432845528,0.0,14,74.0,0.000963391,0.734250328,-0.214285714,177.2048087,0.028571429,68.5,4.0,9,2.0
2.952682927,32.5,0.00056945,0.000746302,0.000570652,2,7.34e-05,4,47.9536278,38,24,117.9637707,0.588292683,0.0,18,105.0,0.000963391,0.938340444,-0.380952381,182.0455702,0.027777778,98.0,4.8,11,2.0
2.324552846,23.5,0.000320454,0.000785547,0.000570652,2,7.32e-05,4,42.13713391,26,20,95.10200171,0.432845528,0.0,14,74.0,0.000963391,0.734250324,-0.214285714,177.5376689,0.029411765,68.5,4.0,9,2.0
4.387479675,38.5,0.001133418,0.000971708,0.001337674,2,7.91e-05,6,58.40847207,44,34,183.6179327,1.034796748,0.0,33,147.0,0.002661996,1.482946327,-0.044444444,202.3397403,0.027027027,132.0,6.2,14,3.066666667
3.654796748,36.5,0.000617896,0.000740265,0.000570652,2,7.47e-05,4,50.27431089,37,30,109.9428983,1.334796748,0.0,24,158.0,0.000963391,1.089686865,-0.333333333,186.2591657,0.027027027,85.0,6.0,14,2.0
4.063089431,44.0,0.000676293,0.00071718,0.000570652,2,7.65e-05,4,56.12783558,46,34,124.5956895,1.383577236,0.0,28,182.0,0.000963391,1.271437911,-0.5,192.9023528,0.027027027,106.0,6.8,16,2.0
3.090894309,15.75,0.00055603,0.000421348,0.000196369,1,7.34e-05,2,46.56751329,33,22,70.23441733,1.261626016,0.0,10,136.0,0.000963391,0.450775474,-0.818181818,181.1681531,0.027027027,66.0,4.6,11,1.0
4.986504065,49.5,0.000727678,0.001358212,0.002104696,2,7.62e-05,8,58.63178251,48,54,201.2584285,1.505528455,0.0,68,219.0,0.000963391,2.35620489,0.095238095,197.0167013,0.027027027,145.0,9.2,21,4.0
3.641463415,36.5,0.000598605,0.000750877,0.000570652,2,7.4e-05,4,49.79219864,37,30,107.8137674,1.334796748,0.0,24,155.0,0.000963391,1.089383843,-0.333333333,185.2083511,0.027027027,83.5,6.0,14,2.0
3.581463415,36.5,0.00059736,0.000748735,0.000570652,2,7.42e-05,4,50.1814956,37,30,108.2809681,1.334796748,0.0,24,157.0,0.000963391,1.089364295,-0.333333333,186.1201306,0.027027027,84.5,6.0,14,2.0
4.125365854,43.5,0.000906783,0.000718443,0.000570652,2,7.48e-05,4,54.92062293,45,34,123.5392762,1.383577236,0.0,28,183.0,0.000963391,1.2652857,-0.5,189.5837049,0.027027027,103.5,6.8,16,2.0
3.477073171,36.0,0.000595849,0.000770054,0.000570652,2,7.37e-05,4,49.1297884,36,30,104.1235368,1.334796748,0.0,24,153.0,0.000963391,1.07929975,-0.333333333,184.0382289,0.027027027,80.5,6.0,14,2.0
7.062113821,59.0,0.000986083,0.001820934,0.003638739,3,7.92e-05,12,68.38241383,55,84,333.8137593,1.345203252,0.066666667,126,235.7477602,0.027912886,3.846141058,0.266666667,210.1738778,0.026315789,241.0,12.0,27,6.5
4.153333333,46.0,0.000319676,0.001337631,0.002104696,2,7.47e-05,8,56.11358738,47,50,198.4672846,0.896747967,0.0,60,164.0,0.002661996,2.181869869,0.088888889,192.3600767,0.025641026,142.5,8.4,19,4.066666667
3.079186992,32.0,0.000376546,0.001029246,0.001337674,2,7.45e-05,6,49.25946886,34,32,152.6647943,0.703739837,0.0,30,121.0,0.002661996,1.281389554,0.022222222,187.7195086,0.025641026,103.5,5.8,13,3.066666667
4.460325203,40.0,0.000482129,0.001394554,0.002104696,2,7.57e-05,7,54.36127218,44,44,202.771284,0.850243902,0.0,48,142.0,0.002661996,1.854639782,0.2,193.2141539,0.026315789,133.25,7.2,16,4.066666667
5.557398374,43.5,0.001079697,0.001220154,0.002104696,3,7.89e-05,8,60.71818029,42,50,238.7496997,1.143414634,0.166666667,60,151.5202288,0.027912886,2.045283484,0.069047619,204.810833,0.025641026,164.5,8.4,19,4.4
