Laplacian Centrality,P Value,Coreness Centrality,Global Relative Change in Avg Clustering,Node H-Index,Volume Centrality,Local-Global Centrality,Eccentricity Centrality,Improved Gravity Index Values,Extended Degree,Local Gravity Model Centrality,Clustering Coefficient,H Values,Global Relative Change in Avg Degree,EHCC Value,Eigenvector Centrality,GIN Values,PageRank Centrality,GGC Values,Leverage Centrality,Closeness Centrality,Degree Centrality,Semi local centrality,Second order centrality,I-GSM Values
72154,153,12018,0.00071303,102,83266,852.5279298,0.5,4449342.0,12226.0,3223036,0.742318059,347.2600185,0.000490439,163.2501877,0.028894992,70656.42635,0.001361907,364681.8469,-0.388974233,0.001154734,0.218106996,14777209,-1390.729167,38056.3155
58800,94,9020,1.57e-05,78,83294,600.3385827,0.5,3163894.5,10574.4,2052882,0.893439893,218.3487728,0.000182631,133.6891534,0.024207181,64326.58968,0.001069622,188878.8983,-0.580069671,0.001118568,0.160493827,12790959,-1646.518911,31151.92448
99282,336,15896,6.62e-05,124,83234,1188.080194,0.5,5948982.0,16102.8,5526900,0.848725272,616.4515509,0.001259662,227.4820673,0.038780294,81835.49002,0.001663004,443608.0786,-0.298080525,0.001199041,0.283950617,19464220,-1196.215036,53394.0495
111526,270,17880,0.000462109,127,83205,1476.949357,0.5,5835480.0,16794.2,6969745,0.674554505,729.4640437,0.001956771,233.5682434,0.040797765,88023.36165,0.00210539,772974.6762,-0.101019689,0.001242236,0.343621399,20283121,-1069.278458,59034.96231
96910,223,15674,0.000551822,117,83223,1274.265263,0.5,5217935.25,15001.4,5554720,0.68420098,566.5136423,0.001524083,203.3726922,0.036143527,81816.77482,0.001935617,638351.9471,-0.138163091,0.001215067,0.306584362,18118001,-1145.03365,50866.99253
230666,390,33997,0.000614767,166,83056,3392.776119,0.5,8154812.25,26288.4,20618052,0.508378541,2310.969757,0.005538467,410.8145129,0.067975697,141879.9013,0.003593973,2528412.442,0.263617685,0.00152439,0.650205761,31709920,-700.927868,124975.3275
119818,305,19456,0.000406089,139,83199,1561.048642,0.5,6369860.25,18047.0,7760434,0.707353139,856.0274936,0.002101,255.8360978,0.043998124,91337.77394,0.002040353,783154.7587,-0.128988756,0.001251564,0.355967078,21800889,-1045.847343,64204.3696
96976,250,16330,0.000647865,120,83226,1251.976486,0.5,5403667.5,15190.4,5512522,0.725649504,604.7387947,0.001451968,214.9822037,0.037032382,81638.21884,0.00177676,574791.4229,-0.191952294,0.001210654,0.300411523,18349817,-1157.80925,51195.85827
99250,251,16449,0.000601846,122,83226,1258.198199,0.5,5497470.0,15645.2,5678524,0.719603212,621.0545354,0.001451968,216.871199,0.03775637,82405.45602,0.001769582,599053.1465,-0.212624503,0.001210654,0.300411523,18902404,-1157.629287,52724.33858
74102,159,12098,0.000317834,103,83266,855.5134374,0.5,4479501.5,12615.6,3326280,0.815813118,358.7671578,0.000490439,166.6425683,0.02965508,71261.84685,0.001358077,324351.2579,-0.400541234,0.001154734,0.218106996,15250609,-1390.800161,39262.42665
131804,297,21770,0.000931373,137,83174,1828.578424,0.5,6486977.25,18599.2,9147798,0.611341845,1012.200415,0.002701956,273.3684878,0.046495196,97138.60007,0.002323414,1081777.869,-0.000371744,0.00129199,0.407407407,22453593,-962.4734452,69595.04974
70510,133,11790,0.000284472,99,83267,840.3201189,0.5,4222256.5,11939.0,3117450,0.813186813,332.3181916,0.000466401,158.072235,0.028186445,70067.97093,0.001359865,311111.0904,-0.372434048,0.001153403,0.216049383,14429258,-1398.68777,37093.44694
84268,197,14033,0.000250984,113,83248,1029.717599,0.5,4939600.0,13828.0,4263616,0.793076318,462.9598905,0.000923127,187.4632187,0.0329908,75870.9636,0.001545027,412346.3572,-0.302646586,0.001179245,0.255144033,16710533,-1272.845572,44600.60328
108258,275,18119,0.000904804,131,83210,1426.805198,0.5,5870658.0,16467.6,6630012,0.68177287,732.7986906,0.00183658,237.4872877,0.040443661,86563.60216,0.001937467,718979.8998,-0.141939464,0.001234568,0.333333333,19889925,-1088.277566,57308.11134
96346,269,15448,0.000284758,121,83236,1162.626702,0.5,5594596.0,15624.4,5284552,0.794662309,575.8785505,0.001211586,213.9020226,0.037278518,80712.75757,0.001658203,483202.1358,-0.288625568,0.001196172,0.279835391,18884417,-1206.335161,51604.06606
84262,211,13336,0.000163803,109,83255,969.2938932,0.5,5006883.5,14161.4,4121676,0.837312113,443.6897673,0.00075486,187.9370683,0.033270079,75329.26588,0.001465615,365326.0481,-0.377437182,0.001169591,0.240740741,17120731,-1315.158253,45033.15346
75828,167,12029,0.000132172,102,83266,858.4490743,0.5,4364878.75,12960.8,3417758,0.8524708,364.259578,0.000490439,169.1910306,0.030281784,71798.27179,0.001359715,306628.1359,-0.413722251,0.001154734,0.218106996,15670025,-1390.691628,40331.08572
209152,390,31800,0.000193082,164,83083,3027.389556,0.5,7929558.0,25241.8,18111919,0.551494617,2059.555309,0.004889435,393.0020899,0.06476589,131920.8665,0.003255654,2076024.343,0.19616316,0.001464129,0.594650206,30457971,-748.0268195,113590.4504
96992,219,16718,0.000898877,122,83222,1288.103687,0.5,5306528.75,14958.4,5575650,0.667472036,610.2541021,0.001548121,210.1278853,0.036502817,81910.10985,0.001823322,654834.1646,-0.160451898,0.001216545,0.308641975,18065017,-1139.519715,50823.80594
66674,127,10421,0.000169301,89,83280,725.488841,0.5,3792668.25,11678.8,2673428,0.86215958,282.5144723,0.000153904,151.2711412,0.027110112,67849.06524,0.001221367,247824.3415,-0.479079984,0.001136364,0.189300412,14122615,-1504.750457,35357.20403
79862,175,13126,0.000808921,108,83253,976.0577712,0.5,4767682.5,13187.8,3902129,0.735792622,412.6180637,0.000802936,177.848666,0.031435172,74082.21068,0.001513162,432199.5555,-0.299423291,0.001172333,0.244855967,15936345,-1303.138848,42119.06945
214820,390,32337,0.000305426,164,83075,3130.560533,0.5,7971970.5,25441.0,18757629,0.533033033,2113.936004,0.005081741,394.944538,0.065372051,134545.6416,0.003355792,2223073.906,0.220265437,0.001481481,0.611111111,30694168,-733.5274198,116362.5932
113656,272,18365,0.000500745,134,83206,1477.468339,0.5,5938996.0,17286.4,7132522,0.707922599,771.3526183,0.001932733,241.929852,0.042001232,88709.69848,0.001985132,730542.868,-0.139756387,0.001240695,0.341563786,20881863,-1072.395723,60639.49218
60724,86,9463,0.00015301,82,83285,674.5191119,0.5,3257740.0,10665.8,2308458,0.847634322,231.9908504,3.37e-05,133.4590316,0.024515571,65649.57581,0.001211327,230968.4643,-0.455155404,0.001129944,0.179012346,12895458,-1552.871243,31988.98694
97828,245,15682,0.000354175,123,83228,1234.793367,0.5,5413212.5,15476.0,5540256,0.733974359,581.5775788,0.001403892,211.3413276,0.037085676,81786.82264,0.001851799,570318.6411,-0.207022652,0.001207729,0.296296296,18698284,-1167.848236,51945.96986
271112,390,38838,0.001385342,167,83013,4038.141248,0.5,8652764.25,28589.8,25466024,0.469865081,2904.239122,0.006572111,454.3530162,0.074778287,160877.0683,0.004013989,3239963.423,0.334899917,0.001631321,0.738683128,34474743,-635.5877555,148355.1724
96326,221,16105,0.000751538,119,83226,1249.398697,0.5,5327974.5,15060.4,5465072,0.688332546,585.6207235,0.001451968,206.7310329,0.036362665,81418.91182,0.001790007,623845.5755,-0.180358919,0.001210654,0.300411523,18191866,-1157.922713,50758.95757
101050,227,17222,0.001217617,122,83216,1350.914296,0.5,5396944.25,15405.2,5971524,0.633498759,649.292115,0.001692351,216.8232974,0.037701319,83684.55825,0.001892661,743065.4062,-0.129619314,0.00122549,0.320987654,18603515,-1113.299614,52974.20943
70364,143,10865,2.9e-05,92,83276,764.8383836,0.5,4021642.0,12268.0,2930496,0.875438596,308.0717506,0.000250057,157.1953222,0.02835451,69299.53335,0.001259567,259616.1197,-0.47339415,0.001141553,0.197530864,14835569,-1469.544039,37428.46433
99376,234,16639,0.000686186,121,83222,1293.507875,0.5,5403974.75,15435.2,5754450,0.696196868,624.297596,0.001548121,215.1649332,0.037520139,82721.0943,0.001822798,635253.6883,-0.1727816,0.001216545,0.308641975,18644332,-1139.556529,52439.43902
79104,172,13200,0.000787301,106,83254,966.6434291,0.5,4702022.0,13083.2,3838658,0.726061133,411.5596634,0.000778898,176.1751631,0.031178762,73765.24142,0.001493136,435603.8635,-0.311255221,0.00117096,0.242798354,15809992,-1309.331682,41702.68466
72214,147,12200,0.000791459,104,83264,868.5632734,0.5,4435138.5,12153.2,3263868,0.734510211,351.5525949,0.000538516,162.9943411,0.028815786,70830.47903,0.001387857,377718.6294,-0.356169183,0.001157407,0.222222222,14687336,-1376.465535,37982.88631
80138,182,13190,0.000544084,106,83255,960.5308001,0.5,4751578.0,13336.6,3880422,0.777777778,418.8807453,0.00075486,181.398104,0.031757448,74018.28501,0.001474267,393168.1518,-0.335012429,0.001169591,0.240740741,16118598,-1315.538509,42421.43376
79960,171,13394,0.000759846,107,83252,985.4290357,0.5,4762065.0,13160.0,3926400,0.725070028,419.4780449,0.000826974,175.9335483,0.031318355,74188.42739,0.001514849,446558.4426,-0.297456153,0.001173709,0.24691358,15901848,-1296.907263,42115.15615
101696,248,16903,0.000824247,122,83220,1317.789581,0.5,5524200.0,15779.2,5961440,0.685779017,647.7374082,0.001596198,220.4590311,0.038320855,83645.60814,0.001840768,665502.8664,-0.174609274,0.001219512,0.312757202,19060842,-1130.49691,53821.58347
114854,274,19014,0.000763462,133,83201,1526.732068,0.5,6023874.0,17191.0,7305291,0.660956312,800.903142,0.002052924,244.9919318,0.04212176,89446.87293,0.00203618,821803.0741,-0.107142541,0.001248439,0.351851852,20762318,-1053.467637,60917.13355
183828,369,28905,5.44e-05,161,83113,2618.459148,0.5,7541966.25,23453.0,15085196,0.59633055,1729.142441,0.004168288,363.5362553,0.059821569,120297.6322,0.002927706,1639377.443,0.128017339,0.001402525,0.532921811,28306447,-807.5846069,99298.96003
129200,307,21215,0.000777185,139,83182,1747.77189,0.5,6509499.75,18696.0,8826450,0.643219159,981.4178513,0.00250965,271.8307345,0.046260563,95749.44135,0.002224503,983286.2491,-0.052422811,0.001278772,0.390946502,22577032,-987.3601578,68834.93103
274278,390,38462,0.000792181,163,83006,4113.55444,0.5,8568495.0,28210.8,25611948,0.433999551,2834.081297,0.006740379,439.2920191,0.073685229,162183.1417,0.004141595,3505514.8,0.361640788,0.001650165,0.75308642,34009158,-625.555055,148479.6514
108016,260,18143,0.000887023,126,83209,1433.835738,0.5,5692496.25,16354.6,6624646,0.664470196,726.2024937,0.001860618,231.6683928,0.040026594,86542.38625,0.001955187,755741.956,-0.124513087,0.001236094,0.335390947,19751919,-1084.424451,57030.55607
321856,390,43498,0.002195888,171,82962,4834.895316,0.5,9154694.25,30915.2,31435930,0.421897549,3555.851,0.007798061,495.2049985,0.08174746,185236.2238,0.004587427,4230116.665,0.413089053,0.001779359,0.843621399,37262919,-569.0346344,177995.6472
233234,390,34992,0.001056551,168,83056,3414.343601,0.5,8267483.25,26802.0,21023796,0.536266827,2430.92382,0.005538467,425.9938967,0.069470845,143108.2904,0.003526139,2421038.249,0.24875546,0.00152439,0.650205761,32333927,-701.2327366,127422.5089
114806,341,18670,7.3e-05,138,83209,1455.42888,0.5,6298110.0,17712.6,7178031,0.793986215,808.8178722,0.001860618,257.537881,0.043321793,88914.68362,0.001920804,609294.2157,-0.184756338,0.001236094,0.335390947,21401883,-1084.305079,61756.61723
82916,199,13795,0.000556687,112,83249,1018.234444,0.5,4895742.5,13606.6,4161336,0.770891643,449.5919162,0.000899089,187.1185503,0.032590933,75360.67276,0.00153968,419282.0932,-0.301046,0.001177856,0.25308642,16442270,-1278.634728,43801.2921
90320,257,14962,0.000379171,118,83240,1113.502053,0.5,5338711.5,14632.0,4802424,0.792736526,527.770572,0.001115433,205.6468505,0.035274066,78432.37735,0.001621828,446350.3146,-0.280007629,0.001190476,0.271604938,17681561,-1227.726697,47949.08865
124250,348,20262,0.000103253,142,83194,1621.662502,0.5,6486948.0,18584.4,8222532,0.755729067,928.9293351,0.002221192,273.991145,0.045845886,93239.50839,0.002078698,733653.6117,-0.120824675,0.001259446,0.366255144,22450172,-1028.063382,66784.89308
128604,342,21206,0.000366705,144,83184,1728.62448,0.5,6516666.0,18727.2,8748768,0.700022756,988.9918696,0.002461574,280.3104811,0.046637361,95418.07843,0.002190798,858972.5558,-0.069537235,0.00127551,0.386831276,22616387,-994.067683,68671.52933
49780,50,8078,0.000100768,70,83302,525.7326481,0.5,2634047.5,9004.0,1568350,0.931677019,168.7881407,0.000374937,117.9777606,0.020894793,61023.62606,0.00099397,141884.4653,-0.589792358,0.001108647,0.144032922,10888772,-1746.319134,26143.02885
210776,390,32196,0.000345703,162,83078,3079.833041,0.5,7872549.75,24985.6,18234762,0.540247498,2081.090898,0.005009626,393.8713469,0.064638182,132685.1422,0.003319365,2142213.067,0.22116408,0.001474926,0.604938272,30143054,-739.1340347,113582.1725
216120,390,32847,0.000501086,163,83073,3156.568403,0.5,7976562.75,25463.4,18899790,0.542254944,2166.50448,0.005129817,403.1331848,0.065957454,135146.4439,0.003364863,2191664.614,0.225994385,0.001485884,0.615226337,30719936,-730.1989481,116938.9842
215064,390,32691,0.000700653,166,83076,3123.995049,0.5,8008767.0,25608.0,18818496,0.555680257,2158.460112,0.005057703,403.3077416,0.066026127,134655.2929,0.00332428,2131556.803,0.212167931,0.00147929,0.609053498,30897808,-735.5710071,116890.3506
152984,384,24788,6.94e-05,154,83153,2107.310599,0.5,7030500.75,21092.2,11476038,0.677223409,1322.250273,0.003206759,325.8950536,0.053342354,106263.5441,0.002500813,1111916.089,0.017792821,0.001328021,0.450617284,25467261,-902.7448615,82345.71546
161152,377,25782,0.000109545,155,83142,2243.365309,0.5,7171368.75,21742.4,12422530,0.631099298,1410.660522,0.003471179,329.5767102,0.054714938,109972.3721,0.002626986,1316365.853,0.051994727,0.001347709,0.473251029,26249237,-874.2985732,86796.96209
134038,328,21710,0.000462655,149,83179,1792.754317,0.5,6671135.25,19435.0,9321514,0.673305268,1041.931423,0.002581765,283.6473949,0.047993156,97708.50938,0.002244076,966096.8765,-0.061944971,0.001283697,0.397119342,23472729,-977.8174119,71988.84599
175578,390,27663,0.00015573,162,83125,2466.97637,0.5,7447284.0,23012.6,14118767,0.622922221,1612.279993,0.003879829,353.0849385,0.058282905,116480.3831,0.002797781,1479847.629,0.090852091,0.00137931,0.508230453,27780132,-833.9604627,95090.72665
112184,286,18565,0.000776754,132,83206,1473.56848,0.5,5982121.5,16992.0,7010346,0.681708653,772.8621749,0.001932733,242.9368162,0.041630066,88192.23168,0.001978075,758452.8952,-0.131497584,0.001240695,0.341563786,20524175,-1072.532734,59608.6013
232688,390,34792,0.000787783,167,83055,3417.751616,0.5,8215681.5,26566.6,20903297,0.52469752,2403.217023,0.005562505,422.8225566,0.069073839,142835.8836,0.003550376,2464157.707,0.258452118,0.001526718,0.652263374,32047197,-699.5559037,126557.6231
132746,390,21279,1.51e-05,152,83187,1715.471273,0.5,6747711.75,19778.2,9096080,0.761927145,1035.751048,0.002389459,291.7281995,0.048674799,96758.41673,0.002134959,784817.2752,-0.124512508,0.001270648,0.380658436,23895543,-1003.755103,72083.04548
203162,390,31245,0.000407603,164,83090,2929.910313,0.5,7842627.0,24840.4,17393196,0.568940713,1992.880478,0.004721167,388.4510883,0.06378238,129158.5503,0.003172967,1948397.461,0.181512586,0.001449275,0.580246914,29975388,-761.34141,110204.5199
151920,386,24518,0.000280734,151,83152,2110.385312,0.5,6964483.5,20792.0,11363000,0.655541719,1291.467622,0.003230797,320.0663308,0.052674265,105890.4675,0.00253025,1154963.101,0.036065878,0.001329787,0.452674897,25101791,-900.1136088,81338.1547
210744,390,32132,0.000361598,164,83081,3054.050143,0.5,7948365.75,25329.0,18299826,0.552435123,2091.011988,0.004937511,396.1207526,0.065075687,132657.328,0.003275386,2097504.269,0.201471594,0.001468429,0.598765432,30562473,-744.4511893,114447.1508
107146,381,17179,9.28e-05,136,83224,1298.6154,0.5,6167801.25,17107.6,6296956,0.863945578,713.01139,0.001500045,247.2249675,0.041504825,85218.37247,0.001755352,474255.4396,-0.270045799,0.001213592,0.304526749,20677759,-1148.195438,57872.27305
181158,385,28442,2.5e-06,161,83115,2585.558926,0.5,7470245.25,23124.6,14758482,0.584751946,1673.207524,0.004120212,355.2336459,0.058828758,119113.0235,0.00292192,1658276.145,0.130270443,0.001398601,0.528806584,27908921,-811.8628033,97510.86446
116004,378,18731,5.67e-05,141,83210,1450.366349,0.5,6365004.75,18016.8,7257438,0.827697262,826.1475249,0.00183658,264.5714096,0.044105895,89264.35642,0.001899766,571402.768,-0.206024689,0.001234568,0.333333333,21772227,-1088.250989,62688.52022
219338,390,33100,0.0004262,166,83071,3193.938007,0.5,8064956.25,25867.8,19329618,0.542037652,2210.281852,0.005177894,407.3828956,0.066775887,136635.8391,0.003379771,2228998.529,0.223084883,0.001490313,0.619341564,31209810,-726.5792444,119283.0801
160742,385,25485,7.07e-05,160,83145,2213.883345,0.5,7213752.0,21933.4,12369911,0.656582589,1403.158554,0.003399065,332.2089061,0.055058213,109683.5022,0.002590942,1239333.18,0.031999692,0.001342282,0.467078189,26483482,-881.716313,87029.14995
210426,390,31957,0.000327863,166,83083,3034.203725,0.5,7985454.75,25496.6,18296012,0.562956555,2087.868895,0.004889435,397.9850712,0.065333695,132497.4105,0.003253382,2052632.518,0.190353092,0.001464129,0.594650206,30767567,-748.0515394,114739.0341
166834,385,26630,0.000298933,155,83133,2352.021942,0.5,7234812.0,22038.2,13082143,0.614359551,1489.592785,0.003687524,339.146613,0.055936642,112609.2414,0.002725551,1405683.092,0.083961441,0.001364256,0.491769547,26602062,-852.4210281,89597.19845
163628,390,26038,0.000144269,160,83141,2263.461191,0.5,7259703.75,22145.8,12709158,0.665047995,1455.963486,0.003495218,340.2936649,0.055916871,111006.7116,0.002627008,1242920.996,0.044986424,0.001349528,0.475308642,26738627,-871.9039669,88587.23575
126428,363,20447,9.1e-05,146,83193,1638.514253,0.5,6566771.25,18949.0,8431616,0.757956186,953.3989253,0.00224523,278.4097152,0.046627815,94087.5515,0.002082996,744534.3439,-0.130100944,0.001261034,0.368312757,22892453,-1024.399374,68231.25318
197654,390,30519,0.000173051,164,83098,2827.787214,0.5,7796704.5,24625.2,16755648,0.578754579,1916.595675,0.004528862,380.8248472,0.062800081,126599.5635,0.003082603,1855484.056,0.15631932,0.001432665,0.563786008,29719757,-776.7341338,107489.3511
102882,358,16555,5.72e-05,132,83229,1242.217221,0.5,6044922.0,16543.8,5883735,0.865458485,663.8973676,0.001379854,237.9689823,0.040102529,83411.02306,0.001708665,448583.2353,-0.281938457,0.001206273,0.294238683,19996388,-1171.665446,55408.01991
123200,365,19898,0.000100787,143,83197,1590.446659,0.5,6487562.25,18585.0,8085000,0.771165846,912.049467,0.002149077,274.6491183,0.045836238,92673.34892,0.002047081,699780.5601,-0.138000374,0.001254705,0.360082305,22453099,-1038.772089,66383.32928
170114,387,27022,9.85e-05,160,83130,2394.402866,0.5,7315191.0,22406.8,13468268,0.620349096,1538.258534,0.003759638,346.2337114,0.056926154,114056.2223,0.002754356,1427919.674,0.087260757,0.001369863,0.497942387,27047742,-845.4671219,91652.1564
181386,390,28598,0.00023212,162,83118,2560.469791,0.5,7547728.5,23475.6,14810232,0.627089104,1712.849887,0.004048097,367.0081515,0.059894045,119126.9828,0.002862753,1512506.596,0.106778358,0.001392758,0.522633745,28337564,-818.4463972,98392.10884
140258,390,22641,9.28e-05,152,83173,1871.323534,0.5,6840405.0,20211.0,9995571,0.739962438,1143.691706,0.002725994,306.8281009,0.050514187,100368.0747,0.002288978,879811.5916,-0.056166461,0.001293661,0.409465021,24411190,-959.4903219,75775.53768
156470,362,25004,0.000516567,152,83147,2175.649422,0.5,7066127.25,21259.0,11882250,0.616785714,1335.697454,0.003350988,318.9145645,0.053419351,107899.8842,0.002585308,1309344.004,0.045897902,0.001338688,0.462962963,25665555,-886.8301151,84011.55428
196652,390,30421,0.000306393,166,83098,2821.686177,0.5,7752741.75,24424.8,16618374,0.579155638,1900.47668,0.004528862,379.8209542,0.062472525,126159.8659,0.003088316,1841139.838,0.162211654,0.001432665,0.563786008,29476268,-776.8674785,106613.391
104776,334,16828,0.000194516,131,83226,1273.946155,0.5,6089762.25,16750.4,6081922,0.81228153,680.4394244,0.001451968,237.7624538,0.040434955,84269.90308,0.001743476,515362.1685,-0.267353753,0.001210654,0.300411523,20245217,-1157.329206,56438.66671
187920,390,29316,0.000243115,164,83110,2666.437426,0.5,7652706.75,23960.0,15590834,0.603755374,1788.181712,0.004240403,371.2863501,0.060996784,122119.8836,0.002953777,1664883.257,0.127194496,0.001408451,0.53909465,28920294,-801.2428166,102067.0365
89928,288,14312,5.93e-05,117,83248,1042.717473,0.5,5505642.5,14960.0,4614536,0.894177813,512.1567057,0.000923127,208.949441,0.035785125,77696.27327,0.001521728,350571.7853,-0.360328619,0.001179245,0.255144033,18085930,-1272.425664,48236.96239
133242,388,21468,9.98e-06,149,83183,1753.427414,0.5,6703544.25,19579.8,9197874,0.751491613,1043.928272,0.002485612,292.7715485,0.048627179,97183.45655,0.002188285,806180.8199,-0.090983874,0.001277139,0.388888889,23651576,-990.7653785,71940.37937
167556,390,26459,0.000278695,162,83137,2318.204097,0.5,7349969.25,22560.2,13171280,0.66710311,1506.944611,0.003591371,345.8436086,0.056953952,112753.3855,0.002665392,1274350.189,0.05127186,0.001356852,0.483539095,27239216,-862.0857671,90980.10426
95312,278,15647,0.000198524,126,83236,1160.971811,0.5,5600732.0,15417.6,5214240,0.823747277,582.6454562,0.001211586,218.524324,0.03723688,80370.98125,0.001649405,445817.8094,-0.286965088,0.001196172,0.279835391,18633143,-1206.505252,50923.18356
133140,385,21451,0.000154265,151,83185,1735.327648,0.5,6732209.25,19709.0,9161504,0.740842965,1043.076989,0.002437536,291.1977195,0.048626031,97025.93615,0.002159346,823208.6198,-0.110031385,0.001273885,0.384773663,23810006,-997.1067135,72122.29162
110902,355,17827,0.000163211,136,83217,1371.709267,0.5,6239025.0,17437.4,6720955,0.802429828,754.3979375,0.001668312,249.987961,0.042317717,87006.83618,0.001834284,568974.4607,-0.229677236,0.00122399,0.318930041,21073362,-1117.175424,59824.76103
147046,390,23500,6.12e-06,156,83165,1971.572583,0.5,6995137.5,20922.2,10762965,0.710989166,1224.728986,0.0029183,314.4134225,0.052116127,103375.0272,0.002372259,994184.7111,-0.036725713,0.00130719,0.425925926,25269461,-935.704781,79721.38582
130998,372,21177,0.000258373,148,83187,1709.501657,0.5,6671018.25,19428.6,8934390,0.736251469,1016.566854,0.002389459,287.6092867,0.048003346,96119.47709,0.002140466,813015.8664,-0.112260631,0.001270648,0.380658436,23470769,-1003.757339,70810.15791
108408,337,17440,0.000206646,136,83220,1337.706901,0.5,6170229.0,17121.6,6471552,0.79827466,722.8366094,0.001596198,243.1617322,0.041447053,85938.27933,0.00180672,557207.3413,-0.238662774,0.001219512,0.312757202,20691828,-1130.158147,58389.01437
112482,390,18007,5.53e-06,139,83216,1385.401468,0.5,6294629.25,17691.6,6863220,0.830355666,773.7736731,0.001692351,254.8269126,0.042970715,87621.6827,0.001839955,545448.3359,-0.233793407,0.00122549,0.320987654,21381478,-1112.952182,60817.69954
105808,295,17282,0.00046594,132,83221,1321.509036,0.5,6017645.0,16661.8,6255628,0.755584989,697.5508533,0.001572159,236.403343,0.040362855,84980.02327,0.001803106,593312.2417,-0.226643872,0.001218027,0.310699588,20133901,-1134.601124,56710.05343
112782,368,18082,2.75e-05,142,83215,1395.483314,0.5,6293985.75,17689.4,6906116,0.824840764,778.4069124,0.001716389,256.0481431,0.043048718,87796.26722,0.001851758,553464.8242,-0.227574871,0.001226994,0.323045267,21378084,-1108.717127,60933.07965
174464,390,27364,0.000118145,163,83127,2443.332028,0.5,7441726.5,22985.8,13988765,0.619504851,1587.913184,0.003831753,350.628604,0.058029279,115951.7372,0.002782225,1476650.774,0.082494662,0.001375516,0.504115226,27749037,-838.298202,94595.59381
106796,319,17120,0.000281875,131,83221,1323.589364,0.5,6112869.75,16859.4,6330222,0.781810155,697.5144808,0.001572159,237.1767216,0.040742668,85316.81002,0.00180828,567539.7273,-0.230510534,0.001218027,0.310699588,20374006,-1134.637055,57380.99578
120018,299,20035,0.000951179,136,83192,1625.142467,0.5,6269708.25,17595.6,7869420,0.651893234,877.2764494,0.002269268,258.9003901,0.043787195,91830.8896,0.00212525,876855.7265,-0.06984458,0.001262626,0.37037037,21247350,-1021.013209,63491.96203
15280,4,2572,5.45e-05,23,83349,153.2606083,0.5,606285.75,2959.4,169372,0.853754941,17.14061292,0.001504734,35.86392799,0.006664313,47549.98255,0.000540002,36161.74201,-0.814687231,0.001053741,0.047325103,3578878,-3125.801968,8031.300617
74202,157,12480,0.000670931,103,83260,906.0282454,0.5,4433369.75,12376.4,3446576,0.768661519,370.325858,0.000634668,170.4280142,0.029673546,71759.49395,0.001465112,362800.3525,-0.330956549,0.001162791,0.230452675,14955615,-1349.136088,38988.14494
94878,194,15959,0.000807496,118,83225,1255.190791,0.5,5112062.0,14712.6,5374467,0.69527537,570.0742799,0.001476006,202.7437138,0.035721178,80996.64112,0.001808947,598275.0736,-0.164501865,0.001212121,0.302469136,17768576,-1153.416065,49689.98656
44566,33,7824,0.000366365,73,83299,542.1877814,0.5,2592321.25,7876.6,1429486,0.849315068,143.9901098,0.000302822,99.38949625,0.018403644,59759.19861,0.001055815,161057.9041,-0.467747361,0.001112347,0.150205761,9516814,-1709.107141,23037.84693
80188,205,13090,0.00022699,110,83258,935.9699965,0.5,4872687.5,13484.0,3823446,0.839931688,419.2801073,0.000682745,184.5608825,0.032030566,73801.3074,0.001431464,339364.5536,-0.380195938,0.001165501,0.234567901,16299866,-1334.815793,42630.46753
63622,119,10051,4.63e-05,87,83285,680.3101369,0.5,3637339.5,11245.4,2434521,0.889601711,262.048882,3.37e-05,146.3743756,0.026071921,66515.78507,0.001160318,216969.7922,-0.52116742,0.001129944,0.179012346,13599670,-1551.419651,33714.63821
86752,216,14165,0.000374959,115,83247,1044.212639,0.5,5075812.5,14275.4,4437625,0.797032258,482.0262536,0.000947165,194.7854056,0.034029386,76748.19984,0.001550309,417798.4059,-0.318476133,0.001180638,0.257201646,17253391,-1266.664536,46130.49452
96966,267,15767,0.000486142,125,83233,1191.15967,0.5,5585776.0,15584.6,5386667,0.769262851,591.038976,0.001283701,217.4036505,0.037485823,81140.32377,0.001689193,513705.749,-0.26767305,0.00120048,0.28600823,18833876,-1191.151232,51785.1081
205946,375,31126,0.000280355,159,83083,3005.892151,0.5,7788894.75,24600.6,17648652,0.514129181,1958.121514,0.004889435,374.5621842,0.062909513,130470.0031,0.003290745,2208592.986,0.214812307,0.001464129,0.594650206,29678901,-747.8806075,110700.0584
92752,222,15582,0.000797464,123,83233,1180.691318,0.5,5263909.75,14741.8,5093794,0.712960067,554.783638,0.001283701,205.3336593,0.035604135,79738.82965,0.001703993,552755.7289,-0.231752447,0.00120048,0.28600823,17809865,-1191.295156,48993.06903
93572,203,15499,0.00061376,120,83230,1207.6685,0.5,5166200.75,14738.4,5201886,0.715313156,546.6371596,0.001355815,198.0191888,0.035269189,80220.84166,0.001756604,565222.9015,-0.198881317,0.001204819,0.29218107,17803550,-1176.808409,49278.45711
65396,117,10918,0.000506408,95,83276,756.6644106,0.5,3933947.0,11274.4,2692032,0.786184211,288.7557318,0.000250057,147.9951036,0.026447676,67786.90579,0.001263344,293682.9833,-0.42441725,0.001141553,0.197530864,13628347,-1469.951153,34415.02662
79660,197,13366,0.000517685,112,83255,960.7369426,0.5,4823954.0,13241.0,3852459,0.793987622,424.9438531,0.00075486,184.7157972,0.031792896,73866.3333,0.00146668,373595.4052,-0.344281749,0.001169591,0.240740741,16002444,-1315.406325,42118.71746
