Centrality Values,Degree Centrality,Laplacian Centrality,EHCC Value,LGC Scores,Semi local centrality,I-GSM Values,Societal Capital Scores,Global Relative Change in Avg Degree,DIL Centrality,Second order centrality,HCC Value,Extended Improved Gravity Index Values,Eigenvector Centrality,Improved Gravity Index Values,Node H-Index,Constraint Coefficients,Leverage Centrality,Volume Centrality,Global Relative Change in Avg Clustering,Density Centrality,P Value,MCGM Values,Clustering Coefficient,H Values
18.22,0.001759015,24,1.668044515,3768,93,36.68030758,11,0.000493441,2.0,-10383.86333,0.478060413,80.0,8.91e-05,26.0,2,-0.784722222,-0.35,25,0.0133364,2.068181818,56,0.270523767,1.0,0.000356478
6.79,0.001759015,12,0.32972973,516,21,26.87062053,5,0.000493441,2.5,-13812.07955,0.079332273,14.0,7.9e-06,4.25,1,-0.5,0.166666667,8,0.000879507,1.431818182,2,0.07010721,0.0,1.58e-05
2.16,0.000879507,6,0.125755167,102,9,21.14350347,3,0.000193033,1.0,-15320.82417,0.046422893,4.25,1.52e-06,2.5,1,-1.0,-0.333333333,4,0.000879507,0.397727273,1,0.025956393,0.0,1.52e-06
10.94512987,0.000879507,8,0.90317965,756,46,34.27560736,4,0.000193033,1.0,-12515.32866,0.077583466,51.5,6.23e-07,6.5,1,-1.0,-0.5,17,0.000879507,0.477272727,4,0.065746114,0.0,1.25e-06
31.32824675,0.002638522,40,4.79618442,11720,163,44.9627529,17,0.001179915,3.0,-11221.38059,1.117965024,253.5,1.56e-06,58.5,3,-0.695987654,-0.206349206,36,0.010290134,3.818181818,151,0.633231208,1.0,1.41e-05
22.58512987,0.001759015,22,1.816216216,5192,94,43.66087225,10,0.000493441,3.333333333,-10776.45014,0.2645469,147.0,1.14e-06,31.5,2,-0.5,-0.25,39,0.001894929,2.227272727,22,0.339108832,0.0,5.7e-06
34.78824675,0.00351803,50,5.513672496,14975,173,45.50404115,19,0.00186639,4.5625,-11171.79135,1.144992051,272.5,1.69e-06,60.0,3,-0.629774306,0.069047619,35,0.020444354,6.045454545,151,0.787212916,0.666666667,1.86e-05
34.78824675,0.00351803,50,5.513672496,14975,173,45.50404115,19,0.00186639,4.5625,-11171.79135,1.144992051,272.5,1.69e-06,60.0,3,-0.629774306,0.069047619,35,0.020444354,6.045454545,151,0.787212916,0.666666667,1.86e-05
11.60311688,0.001759015,22,3.007472178,2992,84,31.32827708,10,0.000493441,2.0,-11932.42759,0.717488076,120.0,7.27e-07,20.5,2,-0.78125,-0.333333333,17,0.002505232,1.590909091,99,0.245678485,1.0,4.36e-06
4.282272727,0.000879507,6,0.236883943,228,23,22.30456737,3,0.000193033,1.0,-14388.308,0.046422893,11.75,1.38e-07,3.25,1,-1.0,-0.333333333,7,0.000879507,0.397727273,1,0.03287236,0.0,1.38e-07
11.30155844,0.001759015,14,0.655484897,1162,46,36.17462312,6,0.000493441,3.0,-10753.64378,0.163434022,53.0,1.45e-06,13.5,2,-0.5,0.0,15,0.000879507,1.590909091,14,0.16609882,0.0,5.79e-06
12.66,0.001759015,22,2.305246423,2728,67,36.08838963,10,0.000493441,2.0,-11002.58693,0.717488076,55.5,3.04e-06,21.0,2,-0.902777778,-0.25,18,0.019767406,1.909090909,99,0.228392262,1.0,1.22e-05
12.66,0.001759015,22,2.305246423,2728,67,36.08838963,10,0.000493441,2.0,-11002.58693,0.717488076,55.5,3.04e-06,21.0,2,-0.902777778,-0.25,18,0.019767406,1.909090909,99,0.228392262,1.0,1.22e-05
12.66,0.001759015,22,2.305246423,2728,67,36.08838963,10,0.000493441,2.0,-11002.58693,0.717488076,55.5,3.04e-06,21.0,2,-0.902777778,-0.25,18,0.019767406,1.909090909,99,0.228392262,1.0,1.22e-05
12.66,0.001759015,22,2.305246423,2728,67,36.08838963,10,0.000493441,2.0,-11002.58693,0.717488076,55.5,3.04e-06,21.0,2,-0.902777778,-0.25,18,0.019767406,1.909090909,99,0.228392262,1.0,1.22e-05
28.20454545,0.002638522,36,4.167567568,11106,175,51.74371106,15,0.001179915,6.161904762,-9305.530546,0.955643879,151.5,4.64e-05,41.5,2,-0.512345679,-0.092063492,47,0.008936238,4.534090909,128,0.523775536,0.333333333,0.000278643
14.73,0.001759015,24,1.23990461,3948,89,52.66931036,11,0.000493441,3.357142857,-8945.832266,0.389825119,62.5,6.81e-07,27.5,2,-0.5,-0.277777778,28,0.000879507,2.386363636,41,0.290662542,0.0,2.73e-06
10.5,0.001759015,18,0.797774245,1584,41,40.1237432,8,0.000493441,3.25,-10092.08615,0.190461049,41.5,1.5e-07,17.5,2,-0.5,-0.166666667,17,0.000879507,1.909090909,14,0.197232837,0.0,6.02e-07
14.0,0.00351803,32,0.839427663,2176,42,32.50843161,10,0.00186639,8.5,-10443.78809,0.217488076,45.5,6.61e-08,14.0,2,-0.25,0.466666667,10,0.000879507,5.727272727,14,0.290658018,0.0,3.97e-07
14.73,0.001759015,24,1.23990461,3948,89,52.66931036,11,0.000493441,3.357142857,-8945.832266,0.389825119,62.5,6.81e-07,27.5,2,-0.5,-0.277777778,28,0.000879507,2.386363636,41,0.290662542,0.0,2.73e-06
10.53,0.000879507,16,1.008903021,2248,74,50.20092087,8,0.000193033,1.0,-9357.347787,0.349284579,45.0,6.51e-07,11.0,1,-1.0,-0.75,23,0.000879507,0.795454545,41,0.11072954,0.0,1.3e-06
19.05142857,0.002638522,34,1.665023847,6698,122,66.41510921,14,0.001179915,8.0,-7376.630813,0.47154213,84.5,2.88e-06,32.0,2,-0.333333333,0.033333333,31,0.000879507,4.772727273,48,0.423900364,0.0,1.44e-05
26.38142857,0.002638522,40,2.331796502,11160,167,71.21917405,17,0.001179915,10.0,-6899.839556,0.576788553,116.0,1.78e-06,44.0,2,-0.333333333,-0.15,46,0.001556455,5.488636364,59,0.55365025,0.0,8.9e-06
10.5,0.001759015,18,0.797774245,1584,41,40.1237432,8,0.000493441,3.25,-10092.08615,0.190461049,41.5,1.5e-07,17.5,2,-0.5,-0.166666667,17,0.000879507,1.909090909,14,0.197232837,0.0,6.02e-07
3.5,0.000879507,8,0.453895072,368,27,35.04432919,4,0.000193033,1.0,-10611.68305,0.077583466,19.5,3.82e-07,4.5,1,-1.0,-0.5,9,0.000879507,0.477272727,4,0.051904468,0.0,7.64e-07
9.564285714,0.001759015,14,0.640222576,966,37,49.6950265,6,0.000493441,2.666666667,-9462.53907,0.104610493,38.75,4.11e-06,6.25,1,-0.5,0.066666667,13,0.000879507,1.590909091,4,0.106422041,0.0,1.23e-05
2.88,0.000879507,6,0.151033386,135,13,36.58357792,3,0.000193033,1.0,-11553.94987,0.046422893,6.25,8.2e-07,2.75,1,-1.0,-0.333333333,5,0.000879507,0.397727273,1,0.029414302,0.0,8.2e-07
9.1,0.002638522,20,0.453736089,920,22,33.47659893,7,0.001179915,4.333333333,-11994.25936,0.124006359,17.0,1.53e-07,5.0,1,-0.333333333,0.4,8,0.000879507,3.102272727,5,0.1176479,0.0,4.58e-07
2.8,0.000879507,8,0.201589825,216,13,26.81676592,4,0.000193033,1.0,-13704.61125,0.077583466,5.0,3.22e-08,3.75,1,-1.0,-0.5,6,0.000879507,0.477272727,4,0.036332276,0.0,3.22e-08
2.8,0.000879507,8,0.201589825,216,13,26.81676592,4,0.000193033,1.0,-13704.61125,0.077583466,5.0,3.22e-08,3.75,1,-1.0,-0.5,6,0.000879507,0.477272727,4,0.036332276,0.0,3.22e-08
9.828571429,0.001759015,20,0.652464229,1750,51,45.28141509,9,0.000493441,3.416666667,-10003.14518,0.174562798,36.0,6.6e-07,9.5,2,-0.5,-0.266666667,17,0.000879507,2.068181818,9,0.150522451,0.0,1.98e-06
35.80285714,0.00351803,50,2.769157393,17400,214,80.52000533,19,0.00186639,19.0,-6298.422573,0.497933227,176.5,1.19e-05,50.0,2,-0.25,0.098484848,55,0.001266335,8.590909091,41,0.789059524,0.0,9.52e-05
16.54571429,0.001759015,20,1.115262321,2790,74,57.09612482,9,0.000493441,3.416666667,-7954.120635,0.292209857,73.5,2.73e-06,23.5,2,-0.5,-0.266666667,26,0.000879507,2.068181818,29,0.249153474,0.0,1.09e-05
90.84285714,0.006156552,116,7.586009539,82708,546,113.9874643,37,0.003925813,56.61538462,-4550.905911,1.294117647,460.75,4.8e-05,91.5,4,-0.192270408,0.296897547,93,0.011547323,25.05681818,135,2.087237708,0.095238095,0.000623977
5.63,0.000879507,8,0.402702703,380,24,37.30788085,4,0.000193033,1.0,-10416.27882,0.077583466,23.5,2.33e-07,4.75,1,-1.0,-0.5,10,0.000879507,0.477272727,4,0.053633999,0.0,4.67e-07
29.89,0.004397537,56,1.837042925,10136,113,47.53808324,18,0.002552864,25.72380952,-8726.621219,0.402066773,109.25,2.32e-07,34.0,3,-0.2,0.341269841,29,0.000879507,10.73863636,27,0.672147874,0.0,1.86e-06
23.05,0.002638522,32,1.90317965,5792,98,51.47179816,13,0.001179915,5.666666667,-7806.904719,0.416852146,101.5,9.52e-07,30.0,2,-0.521111111,-0.016666667,30,0.012997926,4.056818182,41,0.406581897,0.333333333,5.71e-06
8.5,0.000879507,12,0.565500795,1056,42,33.47970477,6,0.000193033,1.0,-10959.38091,0.163434022,34.0,4.82e-08,8.0,1,-1.0,-0.666666667,17,0.000879507,0.636363636,14,0.081315063,0.0,9.64e-08
15.5,0.002638522,30,1.049284579,3645,71,36.79021224,12,0.001179915,7.666666667,-10049.41004,0.291573927,59.5,6.37e-08,23.5,2,-0.333333333,0.083333333,20,0.000879507,4.056818182,22,0.320069679,0.0,3.19e-07
9.9,0.001759015,18,0.638950715,1665,48,34.14915018,8,0.000493441,2.8,-10955.84985,0.190461049,37.25,5.04e-08,8.75,1,-0.5,-0.047619048,17,0.000879507,1.909090909,14,0.140138668,0.0,1.51e-07
21.8,0.00351803,42,1.444356121,6405,93,45.33301318,15,0.00186639,14.99285714,-9065.153519,0.355643879,85.5,2.12e-07,29.0,2,-0.25,0.241269841,25,0.000879507,7.0,26,0.493081572,0.0,1.48e-06
35.41428571,0.004397537,60,3.094435612,14580,163,60.44622398,20,0.002552864,13.08888889,-7434.640413,0.676152623,162.0,2.97e-06,39.0,2,-0.345555556,0.288961039,33,0.02518299,10.34090909,69,0.787228302,0.2,2.97e-05
15.06,0.001759015,22,1.469316375,2948,75,45.59271922,10,0.000493441,2.0,-8585.954756,0.376311606,69.0,8.24e-07,22.5,2,-0.804444444,-0.314285714,21,0.012997926,1.909090909,41,0.238759376,1.0,3.3e-06
4.2,0.000879507,10,0.33799682,435,20,26.31647967,5,0.000193033,1.0,-12370.40103,0.120508744,14.0,1.34e-08,5.25,1,-1.0,-0.6,9,0.000879507,0.556818182,9,0.058823577,0.0,2.68e-08
4.2,0.000879507,10,0.33799682,435,20,26.31647967,5,0.000193033,1.0,-12370.40103,0.120508744,14.0,1.34e-08,5.25,1,-1.0,-0.6,9,0.000879507,0.556818182,9,0.058823577,0.0,2.68e-08
7.73,0.000879507,8,0.549125596,512,27,44.87501977,4,0.000193033,1.0,-9918.104363,0.077583466,32.0,6e-07,5.5,1,-1.0,-0.5,13,0.000879507,0.477272727,4,0.05882558,0.0,1.2e-06
26.57571429,0.002638522,30,2.226073132,7470,130,75.43252998,12,0.001179915,7.666666667,-6871.070502,0.456279809,124.0,1e-05,34.0,2,-0.333333333,0.083333333,41,0.001556455,4.295454545,50,0.428286776,0.0,5.01e-05
11.33,0.001759015,14,0.72782194,1204,41,46.63936626,6,0.000493441,2.666666667,-9564.753729,0.104610493,46.75,3.86e-07,7.0,1,-0.5,0.066666667,16,0.000879507,1.590909091,4,0.114188726,0.0,1.16e-06
14.2210989,0.000879507,14,1.388235294,2604,114,70.7266773,7,0.000193033,1.0,-8046.431238,0.224006359,81.0,1.46e-05,11.75,1,-1.0,-0.714285714,29,0.001217981,0.715909091,22,0.112520206,0.0,2.92e-05
83.24343656,0.005277045,90,6.969475358,60975,485,116.2220009,30,0.003239338,41.15782828,-4559.708726,1.164228935,428.25,7.04e-05,81.0,4,-0.18739229,0.253196803,90,0.000619449,18.13636364,129,1.606558044,0.066666667,0.000774816
67.66395604,0.004397537,84,6.292527822,56532,482,113.9225745,32,0.002552864,32.91919192,-4690.056364,1.220667727,368.0,4.28e-05,87.0,3,-0.222869898,0.002331002,93,8.76e-05,15.11363636,134,1.496267492,0.1,0.000427631
83.29492008,0.00351803,76,6.785691574,77368,620,132.0380039,32,0.00186639,26.05,-4598.840978,1.344197138,438.5,0.000102133,110.0,3,-0.25,-0.196638655,136,0.001989607,12.09090909,155,1.532675176,0.0,0.000817063
30.5571978,0.001759015,28,2.837678855,9618,201,85.72568346,13,0.000493441,3.633333333,-6277.937948,0.728616852,161.5,2.42e-05,44.0,2,-0.5,-0.464285714,55,0.001217981,2.704545455,94,0.418885332,0.0,9.69e-05
97.73362637,0.006156552,122,7.951033386,101321,618,127.4415998,40,0.003925813,76.14285714,-4321.590394,1.340540541,502.5,6.97e-05,106.5,5,-0.159206349,0.243284493,114,0.000105853,27.28409091,136,2.36797035,0.047619048,0.00090669
5.6,0.000879507,8,0.369157393,408,22,26.21910494,4,0.000193033,1.0,-12039.3004,0.077583466,23.5,1.33e-08,5.0,1,-1.0,-0.5,11,0.000879507,0.477272727,4,0.055363366,0.0,2.66e-08
14.7,0.002638522,28,1.002861685,2912,60,35.38727476,11,0.001179915,7.4,-10148.80973,0.278060413,57.25,6.06e-08,20.5,2,-0.333333333,0.119047619,17,0.000879507,3.818181818,22,0.289792817,0.0,3.03e-07
4.2,0.000879507,6,0.236883943,192,14,24.69526648,3,0.000193033,1.0,-12805.65336,0.046422893,8.75,1.05e-08,3.25,1,-1.0,-0.333333333,7,0.000879507,0.397727273,1,0.032872004,0.0,1.05e-08
14.02857143,0.001759015,22,0.997615262,2827,69,48.55903542,10,0.000493441,3.5,-8772.950932,0.288076312,60.0,6.72e-07,24.5,2,-0.5,-0.333333333,25,0.000879507,2.227272727,26,0.259520171,0.0,2.69e-06
7.0,0.000879507,10,0.476152623,685,31,32.07923074,5,0.000193033,1.0,-11230.8112,0.120508744,29.0,4.46e-08,6.5,1,-1.0,-0.6,14,0.000879507,0.556818182,9,0.069204311,0.0,8.92e-08
4.9,0.000879507,8,0.355643879,368,21,25.88772857,4,0.000193033,1.0,-12122.3946,0.077583466,20.5,1.27e-08,4.75,1,-1.0,-0.5,10,0.000879507,0.477272727,4,0.05363326,0.0,2.55e-08
2.83,0.000879507,6,0.151033386,144,16,34.16169418,3,0.000193033,1.0,-11637.81018,0.046422893,7.0,8.03e-08,2.75,1,-1.0,-0.333333333,5,0.000879507,0.397727273,1,0.029412,0.0,8.03e-08
18.15,0.002638522,32,1.334499205,4736,83,51.03703987,13,0.001179915,9.133333333,-7821.200977,0.346263911,77.0,7.39e-07,29.0,2,-0.333333333,-0.028571429,28,0.002571877,4.534090909,29,0.406580832,0.0,4.43e-06
24.07,0.00351803,38,1.60381558,5852,85,53.56814947,13,0.00186639,13.45,-8092.555578,0.30508744,95.0,1.51e-06,27.0,2,-0.25,0.304761905,27,0.000879507,6.681818182,22,0.477522763,0.0,1.06e-05
21.7,0.00351803,42,1.587281399,5880,83,43.61068336,15,0.00186639,9.733333333,-8825.24409,0.385055644,84.0,2.35e-07,27.5,3,-0.333767361,0.221428571,22,0.005889972,6.681818182,31,0.472320513,0.166666667,1.64e-06
3.53,0.000879507,6,0.193958665,153,11,34.87793427,3,0.000193033,1.0,-12540.93309,0.046422893,6.75,8.15e-07,3.0,1,-1.0,-0.333333333,6,0.000879507,0.397727273,1,0.029414284,0.0,8.15e-07
7.764285714,0.001759015,16,0.451987281,1080,38,47.46499808,7,0.000493441,2.75,-10645.22854,0.147535771,16.75,4.09e-06,6.75,1,-0.5,0.0,12,0.000879507,1.75,9,0.101231323,0.0,8.17e-06
23.41285714,0.00351803,38,1.593799682,6840,108,66.62119574,13,0.00186639,11.39285714,-8333.316429,0.258028617,87.75,1.97e-05,13.75,2,-0.25,0.355555556,28,0.001556455,6.681818182,14,0.363490288,0.0,9.85e-05
6.364285714,0.000879507,10,0.378537361,630,33,46.78385671,5,0.000193033,1.0,-10648.8626,0.120508744,13.75,3.92e-06,6.0,1,-1.0,-0.6,12,0.000879507,0.556818182,9,0.055377206,0.0,3.92e-06
6.364285714,0.000879507,10,0.378537361,630,33,46.78385671,5,0.000193033,1.0,-10648.8626,0.120508744,13.75,3.92e-06,6.0,1,-1.0,-0.6,12,0.000879507,0.556818182,9,0.055377206,0.0,3.92e-06
14.73,0.000879507,14,1.49936407,2695,85,40.88237963,7,0.000193033,1.0,-10903.53777,0.224006359,72.5,2.82e-05,12.5,1,-1.0,-0.714285714,32,0.001894929,0.715909091,22,0.117771945,0.0,5.65e-05
60.98454545,0.005277045,92,7.558028617,42412,334,61.86511656,31,0.003239338,17.73809524,-8873.347907,1.20127186,303.0,7.11e-05,63.5,3,-0.31404321,0.222222222,52,0.027890782,16.22727273,133,1.315764636,0.266666667,0.000853477
57.36883117,0.005277045,92,6.243402226,42366,339,63.04395916,31,0.003239338,20.27777778,-9004.6024,1.20127186,267.5,6.81e-05,63.5,4,-0.232438272,0.253246753,52,0.004197602,17.18181818,133,1.288026436,0.2,0.000681399
45.07428571,0.004397537,62,4.682352941,22072,219,54.91273264,21,0.002552864,15.31111111,-9327.095605,1.007313196,194.5,4.9e-05,47.5,2,-0.228888889,0.316017316,47,0.000135915,11.13636364,123,0.84827225,0.1,0.000392314
24.08454545,0.001759015,30,3.253577107,7860,159,46.82202199,14,0.000493441,2.0,-9821.662081,0.942130366,123.5,2.38e-05,35.5,2,-0.680555556,-0.5,35,0.009274712,2.386363636,128,0.342721243,1.0,9.53e-05
61.68883117,0.005277045,82,6.241176471,38335,289,63.14233573,26,0.003239338,22.95833333,-8914.562494,1.110174881,266.5,4.36e-05,60.0,3,-0.236111111,0.354761905,60,0.009613186,15.75,129,1.218503472,0.133333333,0.000435912
20.72,0.001759015,24,3.0290938,5208,114,41.48684155,11,0.000493441,2.0,-9952.526508,0.87217806,105.0,2.44e-05,30.0,2,-0.784722222,-0.35,33,0.012320978,2.068181818,123,0.297741419,1.0,9.77e-05
13.82,0.000879507,14,1.425278219,2499,75,37.92077772,7,0.000193033,1.0,-11181.9934,0.224006359,63.5,1.42e-05,12.0,1,-1.0,-0.714285714,30,0.001894929,0.715909091,22,0.112518104,0.0,2.83e-05
13.82,0.000879507,14,1.425278219,2499,75,37.92077772,7,0.000193033,1.0,-11181.9934,0.224006359,63.5,1.42e-05,12.0,1,-1.0,-0.714285714,30,0.001894929,0.715909091,22,0.112518104,0.0,2.83e-05
9.614285714,0.000879507,12,1.170747218,1434,59,34.86401296,6,0.000193033,1.0,-11443.28731,0.163434022,47.5,1.02e-05,8.75,1,-1.0,-0.666666667,20,0.001556455,0.636363636,14,0.086544866,0.0,2.04e-05
9.614285714,0.000879507,12,1.170747218,1434,59,34.86401296,6,0.000193033,1.0,-11443.28731,0.163434022,47.5,1.02e-05,8.75,1,-1.0,-0.666666667,20,0.001556455,0.636363636,14,0.086544866,0.0,2.04e-05
11.58454545,0.000879507,14,1.33418124,2212,81,39.4699823,7,0.000193033,1.0,-11109.6146,0.224006359,60.0,9.06e-06,10.75,1,-1.0,-0.714285714,25,0.001556455,0.715909091,22,0.103844151,0.0,1.81e-05
11.58454545,0.000879507,14,1.33418124,2212,81,39.4699823,7,0.000193033,1.0,-11109.6146,0.224006359,60.0,9.06e-06,10.75,1,-1.0,-0.714285714,25,0.001556455,0.715909091,22,0.103844151,0.0,1.81e-05
12.47571429,0.000879507,14,1.412400636,2310,95,69.38532379,7,0.000193033,1.0,-8024.254573,0.224006359,69.5,8.65e-06,11.0,1,-1.0,-0.714285714,26,0.001217981,0.715909091,22,0.10730264,0.0,1.73e-05
100.0034366,0.005277045,112,8.990302067,103488,674,139.4933404,41,0.003239338,53.78914141,-4130.843554,1.371701113,546.5,7.42e-05,112.0,5,-0.209677855,0.027006327,119,0.002311819,21.47727273,139,2.153456975,0.133333333,0.000889967
67.26681319,0.004397537,80,6.424324324,49760,473,112.885297,30,0.002552864,13.99278499,-4904.897924,1.217170111,362.5,4.44e-05,77.0,4,-0.292083333,0.073038073,79,0.006373507,13.52272727,138,1.308502312,0.3,0.000399468
52.49915085,0.002638522,46,4.724006359,25829,328,107.7471839,20,0.001179915,11.25714286,-5120.461714,0.976152623,276.5,3.78e-05,67.0,3,-0.333333333,-0.292063492,83,0.001604809,5.965909091,120,0.791926242,0.0,0.00022682
36.98142857,0.002638522,46,4.957074722,19320,262,87.76498474,20,0.001179915,7.285714286,-6363.458634,1.123211447,288.5,1.31e-05,54.5,3,-0.422345679,-0.305555556,58,0.000474389,5.25,145,0.70514699,0.333333333,0.000104531
6.582857143,0.000879507,10,0.578537361,635,38,46.73367652,5,0.000193033,1.0,-10142.92414,0.120508744,30.0,7.89e-07,6.0,1,-1.0,-0.6,12,0.000879507,0.556818182,9,0.065746686,0.0,1.58e-06
27.85142857,0.00351803,38,2.473131955,7410,103,67.30106857,13,0.00186639,13.45,-7676.248961,0.458028617,119.5,3.73e-06,30.0,2,-0.25,0.304761905,33,0.007648987,6.681818182,48,0.5086857,0.0,2.61e-05
22.58285714,0.002638522,38,2.218918919,8189,130,60.0537038,16,0.001179915,6.495238095,-8508.846541,0.545627981,109.0,1.04e-06,36.5,3,-0.459876543,-0.158730159,34,0.006228446,4.772727273,56,0.480112858,0.333333333,6.27e-06
10.82285714,0.001759015,20,1.222416534,2140,65,50.62555907,9,0.000493441,3.416666667,-9081.48624,0.362798092,52.5,8.51e-07,20.5,2,-0.5,-0.266666667,20,0.000879507,2.068181818,41,0.228379261,0.0,3.4e-06
13.92571429,0.000879507,12,1.380604134,2160,92,68.30348969,6,0.000193033,1.0,-8246.94705,0.163434022,77.0,9.38e-06,11.0,1,-1.0,-0.666666667,29,0.002910351,0.636363636,14,0.103844919,0.0,1.88e-05
113.8853846,0.00703606,144,10.5281399,116928,664,129.1714333,44,0.004612287,64.72501943,-4211.340057,1.400476948,597.5,6.06e-05,105.5,4,-0.193581083,0.299034299,103,0.016092546,31.81818182,137,2.66536861,0.142857143,0.000970338
49.39428571,0.00351803,60,4.612082671,29880,338,96.44099946,24,0.00186639,13.73928571,-5689.869902,1.083147854,250.75,2.51e-05,64.5,3,-0.294101562,-0.011111111,69,0.000474389,9.227272727,129,0.934521608,0.166666667,0.000175563
12.45142857,0.000879507,10,1.203656598,1360,68,59.4519152,5,0.000193033,1.0,-8736.631588,0.120508744,64.5,5.31e-06,8.75,1,-1.0,-0.6,23,0.002571877,0.556818182,9,0.084795238,0.0,1.06e-05
53.44428571,0.005277045,80,4.126868045,32640,261,83.37957393,25,0.003239338,45.58333333,-6554.777134,0.790779014,232.75,8.32e-06,59.5,3,-0.166666667,0.352380952,62,0.002571877,17.65909091,77,1.259628372,0.0,8.32e-05
13.59285714,0.000879507,14,1.014785374,1960,74,53.64228837,7,0.000193033,1.0,-9323.047532,0.224006359,59.5,1.77e-06,10.5,1,-1.0,-0.714285714,24,0.000879507,0.715909091,22,0.102083332,0.0,3.54e-06
16.39285714,0.001759015,22,1.218759936,3465,90,55.49817797,10,0.000493441,3.333333333,-8488.788605,0.2645469,73.5,1.9e-06,25.5,2,-0.5,-0.25,27,0.000879507,2.227272727,22,0.266448966,0.0,7.61e-06
14.99285714,0.001759015,20,1.088235294,2890,81,54.32945912,9,0.000493441,2.833333333,-9318.896462,0.251033386,63.0,1.85e-06,11.25,1,-0.5,-0.083333333,24,0.000879507,2.068181818,22,0.171290215,0.0,5.56e-06
34.06071429,0.00351803,50,3.217965024,17450,197,70.15820175,19,0.00186639,17.5,-7298.605675,0.715580286,202.75,4.54e-06,49.0,2,-0.25,0.133333333,53,0.001894929,8.272727273,78,0.783785834,0.0,3.63e-05
59.59357143,0.005277045,88,4.379491256,43692,316,80.69953859,29,0.003239338,53.42063492,-6833.585971,0.797774245,273.0,4.05e-06,72.0,3,-0.166666667,0.273088023,75,0.001894929,19.09090909,69,1.487947223,0.0,4.46e-05
24.215,0.002638522,36,1.874880763,9072,152,67.49260357,15,0.001179915,8.111111111,-7818.287739,0.608585056,105.75,5.81e-06,37.5,2,-0.333333333,0.015151515,39,0.000879507,5.011363636,69,0.480155545,0.0,2.9e-05
8.42,0.000879507,8,0.686168521,588,34,44.46453178,4,0.000193033,1.0,-10250.84071,0.077583466,37.5,1.23e-06,5.75,1,-1.0,-0.5,14,0.000879507,0.477272727,4,0.060557798,0.0,2.45e-06
15.44,0.002638522,26,1.121144674,2938,61,48.42964537,10,0.001179915,7.0,-8784.637045,0.217488076,61.5,1.65e-06,20.5,2,-0.333333333,0.166666667,20,0.000879507,3.818181818,14,0.289804931,0.0,8.24e-06
83.91038462,0.00703606,124,6.611764706,69502,394,101.3507472,34,0.004612287,95.91540404,-5433.707334,0.971224165,389.75,2.47e-05,79.5,3,-0.125,0.446198246,81,0.001217981,30.54545455,87,2.154398683,0.0,0.000370597
14.37428571,0.002638522,26,0.817647059,2691,64,48.72635513,10,0.001179915,7.0,-8812.369145,0.217488076,59.5,1.66e-06,19.5,2,-0.333333333,0.166666667,18,0.000879507,3.818181818,14,0.281154514,0.0,8.31e-06
4.9,0.000879507,8,0.295071542,332,22,35.01431108,4,0.000193033,1.0,-11005.6331,0.077583466,20.5,3.48e-07,4.5,1,-1.0,-0.5,9,0.000879507,0.477272727,4,0.051904245,0.0,6.96e-07
37.46071429,0.002638522,44,3.199682035,18150,240,88.45403649,19,0.001179915,10.77777778,-6140.931687,0.756756757,185.0,1.52e-05,56.0,3,-0.333333333,-0.234848485,64,0.001556455,5.727272727,85,0.683546427,0.0,9.1e-05
70.18357143,0.005277045,98,5.618441971,62524,436,105.1123576,34,0.003239338,50.86255411,-5653.776174,0.977106518,349.0,2.55e-05,87.5,3,-0.211419753,0.185592186,91,0.010096721,20.52272727,88,1.785873629,0.066666667,0.000306509
20.745,0.001759015,28,1.80381558,6650,146,66.15858319,13,0.000493441,3.541666667,-7488.869819,0.581558029,98.0,6.2e-06,34.5,2,-0.5,-0.4,36,0.000879507,2.545454545,69,0.342605501,0.0,2.48e-05
24.92571429,0.002638522,36,2.06073132,8982,166,66.85731993,15,0.001179915,8.111111111,-7310.397866,0.608585056,114.25,8.07e-06,36.0,2,-0.333333333,0.015151515,36,0.000879507,4.772727273,69,0.458541418,0.0,4.03e-05
17.215,0.000879507,18,1.49872814,3852,118,63.49401684,9,0.000193033,1.0,-8572.006031,0.527503975,79.5,5.2e-06,14.25,1,-1.0,-0.777777778,33,0.000879507,0.875,69,0.136702627,0.0,1.04e-05
27.065,0.002638522,40,2.094753577,11240,170,71.12802358,17,0.001179915,9.844444444,-7496.970453,0.635612083,123.5,5.79e-06,43.5,2,-0.333333333,-0.132467532,45,0.000879507,5.488636364,69,0.566663992,0.0,3.48e-05
59.61467033,0.004397537,72,5.811764706,44172,373,108.8513347,26,0.002552864,36.74603175,-5186.62967,1.12782194,317.5,3.43e-05,78.0,3,-0.2,0.142135642,93,0.002136697,13.92045455,132,1.3629351,0.0,0.000342972
32.70357143,0.00351803,48,3.649284579,12912,174,77.61543074,18,0.00186639,19.49285714,-6536.03229,0.725596184,166.5,1.06e-05,42.0,3,-0.25,0.091269841,42,0.000879507,7.636363636,82,0.680038217,0.0,8.46e-05
26.13214286,0.001759015,28,2.583147854,7672,156,77.84334524,13,0.000493441,3.633333333,-6711.449174,0.66391097,130.5,9.98e-06,38.5,2,-0.5,-0.464285714,44,0.000879507,2.704545455,83,0.380700667,0.0,3.99e-05
20.80357143,0.001759015,24,2.418600954,4860,124,71.3053524,11,0.000493441,3.55,-6938.944159,0.63100159,109.5,9.41e-06,29.5,2,-0.5,-0.380952381,32,0.000879507,2.227272727,82,0.301103885,0.0,3.77e-05
